"V1","V2"
"Edmund Bertram","Ellis"
"Edmund Bertram","Fanny Price"
"Edmund Bertram","Julia Bertram"
"Edmund Bertram","Lady Bertram"
"Edmund Bertram","Maria Bertram"
"Edmund Bertram","Miss Lee"
"Edmund Bertram","Mr Price"
"Edmund Bertram","Mrs Norris"
"Edmund Bertram","Mrs. Frances Price"
"Edmund Bertram","Nanny"
"Edmund Bertram","Sir Thomas Bertram"
"Edmund Bertram","Tom Bertram"
"Ellis","Fanny Price"
"Ellis","Julia Bertram"
"Ellis","Lady Bertram"
"Ellis","Maria Bertram"
"Ellis","Miss Lee"
"Ellis","Mr Price"
"Ellis","Mrs Norris"
"Ellis","Mrs. Frances Price"
"Ellis","Nanny"
"Ellis","Sir Thomas Bertram"
"Ellis","Tom Bertram"
"Fanny Price","Julia Bertram"
"Fanny Price","Lady Bertram"
"Fanny Price","Maria Bertram"
"Fanny Price","Miss Lee"
"Fanny Price","Mr Price"
"Fanny Price","Mrs Norris"
"Fanny Price","Mrs. Frances Price"
"Fanny Price","Nanny"
"Fanny Price","Sir Thomas Bertram"
"Fanny Price","Tom Bertram"
"Julia Bertram","Lady Bertram"
"Julia Bertram","Maria Bertram"
"Julia Bertram","Miss Lee"
"Julia Bertram","Mr Price"
"Julia Bertram","Mrs Norris"
"Julia Bertram","Mrs. Frances Price"
"Julia Bertram","Nanny"
"Julia Bertram","Sir Thomas Bertram"
"Julia Bertram","Tom Bertram"
"Lady Bertram","Maria Bertram"
"Lady Bertram","Miss Lee"
"Lady Bertram","Mr Price"
"Lady Bertram","Mrs Norris"
"Lady Bertram","Mrs. Frances Price"
"Lady Bertram","Nanny"
"Lady Bertram","Sir Thomas Bertram"
"Lady Bertram","Tom Bertram"
"Maria Bertram","Miss Lee"
"Maria Bertram","Mr Price"
"Maria Bertram","Mrs Norris"
"Maria Bertram","Mrs. Frances Price"
"Maria Bertram","Nanny"
"Maria Bertram","Sir Thomas Bertram"
"Maria Bertram","Tom Bertram"
"Miss Lee","Mr Price"
"Miss Lee","Mrs Norris"
"Miss Lee","Mrs. Frances Price"
"Miss Lee","Nanny"
"Miss Lee","Sir Thomas Bertram"
"Miss Lee","Tom Bertram"
"Mr Price","Mrs Norris"
"Mr Price","Mrs. Frances Price"
"Mr Price","Nanny"
"Mr Price","Sir Thomas Bertram"
"Mr Price","Tom Bertram"
"Mrs Norris","Mrs. Frances Price"
"Mrs Norris","Nanny"
"Mrs Norris","Sir Thomas Bertram"
"Mrs Norris","Tom Bertram"
"Mrs. Frances Price","Nanny"
"Mrs. Frances Price","Sir Thomas Bertram"
"Mrs. Frances Price","Tom Bertram"
"Nanny","Sir Thomas Bertram"
"Nanny","Tom Bertram"
"Sir Thomas Bertram","Tom Bertram"
"Edmund Bertram","William Price"
"Fanny Price","William Price"
"Julia Bertram","William Price"
"Lady Bertram","William Price"
"Maria Bertram","William Price"
"Miss Lee","William Price"
"Mrs Norris","William Price"
"Mrs. Frances Price","William Price"
"Sir Thomas Bertram","William Price"
"Tom Bertram","William Price"
"Dr Grant","Edmund Bertram"
"Dr Grant","Fanny Price"
"Dr Grant","Julia Bertram"
"Dr Grant","Maria Bertram"
"Dr Grant","Miss Lee"
"Dr Grant","Mrs Norris"
"Dr Grant","Sir Thomas Bertram"
"Dr Grant","Tom Bertram"
"Dr Grant","William Price"
"Admiral Crawford","Dr Grant"
"Admiral Crawford","Edmund Bertram"
"Admiral Crawford","Fanny Price"
"Admiral Crawford","Henry Crawford"
"Admiral Crawford","Julia Bertram"
"Admiral Crawford","Maria Bertram"
"Admiral Crawford","Mary Crawford"
"Admiral Crawford","Miss Lee"
"Admiral Crawford","Mr Rushworth"
"Admiral Crawford","Mrs Crawford"
"Admiral Crawford","Sir Thomas Bertram"
"Admiral Crawford","Tom Bertram"
"Admiral Crawford","William Price"
"Dr Grant","Henry Crawford"
"Dr Grant","Mary Crawford"
"Dr Grant","Mr Rushworth"
"Dr Grant","Mrs Crawford"
"Edmund Bertram","Henry Crawford"
"Edmund Bertram","Mary Crawford"
"Edmund Bertram","Mr Rushworth"
"Edmund Bertram","Mrs Crawford"
"Fanny Price","Henry Crawford"
"Fanny Price","Mary Crawford"
"Fanny Price","Mr Rushworth"
"Fanny Price","Mrs Crawford"
"Henry Crawford","Julia Bertram"
"Henry Crawford","Maria Bertram"
"Henry Crawford","Mary Crawford"
"Henry Crawford","Miss Lee"
"Henry Crawford","Mr Rushworth"
"Henry Crawford","Mrs Crawford"
"Henry Crawford","Sir Thomas Bertram"
"Henry Crawford","Tom Bertram"
"Henry Crawford","William Price"
"Julia Bertram","Mary Crawford"
"Julia Bertram","Mr Rushworth"
"Julia Bertram","Mrs Crawford"
"Maria Bertram","Mary Crawford"
"Maria Bertram","Mr Rushworth"
"Maria Bertram","Mrs Crawford"
"Mary Crawford","Miss Lee"
"Mary Crawford","Mr Rushworth"
"Mary Crawford","Mrs Crawford"
