"Character","Node","Appearances"
"Anny",24,1
"Artful Dodger",16,13
"Artful Dodger",8,13
"Artful Dodger",47,13
"Artful Dodger",25,13
"Artful Dodger",9,13
"Artful Dodger",26,13
"Artful Dodger",10,13
"Artful Dodger",43,13
"Artful Dodger",13,13
"Artful Dodger",39,13
"Artful Dodger",12,13
"Artful Dodger",19,13
"Artful Dodger",18,13
"Barney",45,5
"Barney",15,5
"Barney",22,5
"Barney",42,5
"Barney",26,5
"Bet",47,5
"Bet",9,5
"Bet",18,5
"Bet",16,5
"Bet",25,5
"Bill Sikes",20,21
"Bill Sikes",18,21
"Bill Sikes",47,21
"Bill Sikes",22,21
"Bill Sikes",28,21
"Bill Sikes",48,21
"Bill Sikes",15,21
"Bill Sikes",21,21
"Bill Sikes",42,21
"Bill Sikes",16,21
"Bill Sikes",25,21
"Bill Sikes",13,21
"Bill Sikes",44,21
"Bill Sikes",40,21
"Bill Sikes",53,21
"Bill Sikes",52,21
"Bill Sikes",26,21
"Bill Sikes",50,21
"Bill Sikes",19,21
"Bill Sikes",32,21
"Bill Sikes",39,21
"Blathers",41,2
"Blathers",31,2
"Brittles",30,5
"Brittles",29,5
"Brittles",31,5
"Brittles",53,5
"Brittles",28,5
"Charley Bates",10,12
"Charley Bates",39,12
"Charley Bates",43,12
"Charley Bates",9,12
"Charley Bates",47,12
"Charley Bates",25,12
"Charley Bates",50,12
"Charley Bates",16,12
"Charley Bates",12,12
"Charley Bates",53,12
"Charley Bates",13,12
"Charley Bates",18,12
"Charlotte",4,7
"Charlotte",6,7
"Charlotte",53,7
"Charlotte",5,7
"Charlotte",27,7
"Charlotte",7,7
"Charlotte",42,7
"Conkey Chickweed",31,1
"Dick",51,4
"Dick",17,4
"Dick",15,4
"Dick",7,4
"Duff",31,3
"Duff",35,3
"Duff",41,3
"Edward Leeford",41,11
"Edward Leeford",51,11
"Edward Leeford",46,11
"Edward Leeford",39,11
"Edward Leeford",40,11
"Edward Leeford",47,11
"Edward Leeford",49,11
"Edward Leeford",52,11
"Edward Leeford",26,11
"Edward Leeford",53,11
"Edward Leeford",38,11
"Fagin",16,26
"Fagin",47,26
"Fagin",9,26
"Fagin",12,26
"Fagin",53,26
"Fagin",25,26
"Fagin",43,26
"Fagin",39,26
"Fagin",45,26
"Fagin",32,26
"Fagin",44,26
"Fagin",48,26
"Fagin",18,26
"Fagin",50,26
"Fagin",26,26
"Fagin",8,26
"Fagin",15,26
"Fagin",40,26
"Fagin",20,26
"Fagin",46,26
"Fagin",42,26
"Fagin",19,26
"Fagin",52,26
"Fagin",13,26
"Fagin",51,26
"Fagin",22,26
"Grannett",23,1
"Harry Maylie",35,7
"Harry Maylie",34,7
"Harry Maylie",51,7
"Harry Maylie",33,7
"Harry Maylie",36,7
"Harry Maylie",41,7
"Harry Maylie",53,7
"Jem Spyers",31,1
"Kags",50,1
"Martha",24,1
"Morris Bolter",43,3
"Morris Bolter",42,3
"Morris Bolter",45,3
"Mr Brownlow",11,12
"Mr Brownlow",12,12
"Mr Brownlow",41,12
"Mr Brownlow",16,12
"Mr Brownlow",53,12
"Mr Brownlow",49,12
"Mr Brownlow",52,12
"Mr Brownlow",17,12
"Mr Brownlow",51,12
"Mr Brownlow",14,12
"Mr Brownlow",46,12
"Mr Brownlow",32,12
"Mr Bumble",5,14
"Mr Bumble",7,14
"Mr Bumble",23,14
"Mr Bumble",51,14
"Mr Bumble",37,14
"Mr Bumble",53,14
"Mr Bumble",38,14
"Mr Bumble",6,14
"Mr Bumble",2,14
"Mr Bumble",14,14
"Mr Bumble",3,14
