"t" "specificity" "diversity" "ShannonWiener" "Pielou" "Richness" "" "" ""
1 0 0 0 0 1 0 NA 0
2 0 1 1.33217904021012 0.960964047443681 4 1 0.5 0
3 0 2 1.52295506753132 0.946265187221801 5 2 0.333333333333333 0
4 0 3 1.90853528164356 0.917811462062928 8 3 0.25 0.16666667163372
5 0 4 2.03885505099751 0.927922922412097 9 4 0.2 0.21875
6 1 4 2.04817939579873 0.932166614612429 9 5 0.166666666666667 0.259999990463257
7 0 5 2.1119744881538 0.91721886612564 10 6 0.142857142857143 0.319444417953491
8 0 6 2.22697832272366 0.896202005380627 12 7 0.125 0.377551048994064
9 0 7 2.43287819913803 0.898387407348585 15 8 0.111111111111111 0.3671875
10 0 8 2.44463033101504 0.90272710971903 15 9 0.1 0.401234567165375
11 0 9 2.52415690866882 0.890916638510206 17 10 0.0909090909090909 0.454999983310699
12 0 10 2.59074667925636 0.896336837010233 18 10 0.0984848484848485 0.482248544692993
13 0 11 2.65598919673684 0.902035741113828 19 10 0.102564102564103 0.470703125
14 0 12 2.69752674272308 0.900456548315937 20 10 0.104395604395604 0.358725786209106
15 0 13 2.76693333660461 0.908823433954922 21 10 0.104761904761905 0.366735547780991
16 0 14 2.78243045245069 0.913913597080035 21 10 0.108333333333333 0.299556225538254
17 0 15 2.83933707387278 0.91856942009578 22 10 0.110294117647059 0.357777774333954
18 0 16 2.86649309719471 0.914207745188033 23 10 0.104575163398693 0.36328125
19 0 17 2.90575234732269 0.90272272228509 25 10 0.0964912280701754 0.355371922254562
20 0 18 2.8909275564642 0.89811714205613 25 10 0.0894736842105263 0.375865042209625
21 0 19 2.8923984264859 0.89857409352047 25 10 0.0857142857142857 0.420138895511627
22 0 20 2.90209878653684 0.901587679809199 25 10 0.0865800865800866 0.447499990463257
23 0 21 2.96072830537587 0.888519385990566 28 10 0.08300395256917 0.42998868227005
24 0 22 3.01890182751511 0.887599715262566 30 10 0.0778985507246377 0.442671716213226
25 0 23 3.02337997808517 0.888916354689079 30 10 0.0783333333333333 0.45314621925354
26 0 24 3.08667070453708 0.88278679518785 33 10 0.0769230769230769 0.466399997472763
27 0 25 3.11520743462117 0.883405826736975 34 10 0.0797720797720798 0.443877547979355
28 0 26 3.14258418370038 0.876954813877529 36 10 0.0767195767195767 0.446492254734039
29 0 27 3.21562564304087 0.877732096152388 39 10 0.0726600985221675 0.446998000144958
30 0 28 3.24571882195409 0.885946282733639 39 10 0.0701149425287356 0.466003775596619
31 0 29 3.32703070322587 0.884566255686284 43 10 0.0666666666666667 0.478147774934769
32 0 30 3.32787381060365 0.884790414824815 43 10 0.0665322580645161 0.479224056005478
33 0 31 3.34178588392669 0.883091548577207 44 10 0.0634469696969697 0.488193362951279
34 0 32 3.34665035344181 0.884377020497407 44 10 0.0614973262032086 0.503990769386292
35 0 33 3.35387357557532 0.886285810180877 44 10 0.0596638655462185 0.517258524894714
36 0 34 3.34973554125179 0.885192304113834 44 10 0.0571428571428571 0.523051738739014
37 0 35 3.3497139749709 0.885186605065167 44 10 0.0563063063063063 0.517066657543182
38 0 36 3.35891552992224 0.887618183775934 44 10 0.0547652916073969 0.519902169704437
39 0 37 3.36346063005371 0.888819259982773 44 10 0.0553306342780027 0.50364363193512
40 0 38 3.35456333019993 0.886468082923878 44 10 0.0544871794871795 0.498408287763596
41 0 39 3.37203286560152 0.891084536403114 44 10 0.0554878048780488 0.494082808494568
42 0 40 3.39932868438507 0.887868131891978 46 10 0.0551684088269454 0.473905831575394
43 0 41 3.40426709615436 0.889157991990607 46 10 0.0537098560354374 0.460144549608231
44 0 42 3.39802486014002 0.887527587006724 46 10 0.0523255813953488 0.462962985038757
45 0 43 3.40374307765661 0.889021123988754 46 10 0.0515151515151515 0.504181087017059
46 0 44 3.39646099388871 0.887119121943178 46 10 0.051207729468599 0.514373421669006
47 0 45 3.39313799635396 0.886251190687512 46 10 0.0508788159111933 0.522768616676331
48 0 46 3.38811893320488 0.884940265314954 46 10 0.0492021276595745 0.526621222496033
49 0 47 3.38949132205178 0.885298718537594 46 10 0.048469387755102 0.527700841426849
50 0 48 3.39985531417735 0.883045448093286 47 10 0.0477551020408163 0.52724814414978
51 0 49 3.41241283129981 0.886307015810036 47 10 0.0490196078431373 0.468991994857788
52 0 50 3.40340897186268 0.883968440677714 47 10 0.0478883861236802 0.473680973052979
53 0 51 3.40203050640796 0.883610411428626 47 10 0.0486211901306241 0.506488084793091
