"","V1","V2"
"1","Charles Cheeryble","Edwin Cheeryble"
"2","Charles Cheeryble","John Browdie"
"3","Charles Cheeryble","Nicholas Nickleby"
"4","Charles Cheeryble","Wackford Squeers"
"5","Edwin Cheeryble","John Browdie"
"6","Edwin Cheeryble","Nicholas Nickleby"
"7","Edwin Cheeryble","Wackford Squeers"
"8","John Browdie","Nicholas Nickleby"
"9","John Browdie","Wackford Squeers"
"10","Nicholas Nickleby","Wackford Squeers"
"11","Kate Nickleby","Mr Godfrey Nickleby"
"12","Kate Nickleby","Mr Nickleby"
"13","Kate Nickleby","Mrs Nickleby"
"14","Kate Nickleby","Nicholas Nickleby"
"15","Kate Nickleby","Ralph Nickleby"
"16","Mr Godfrey Nickleby","Mr Nickleby"
"17","Mr Godfrey Nickleby","Mrs Nickleby"
"18","Mr Godfrey Nickleby","Nicholas Nickleby"
"19","Mr Godfrey Nickleby","Ralph Nickleby"
"20","Mr Nickleby","Mrs Nickleby"
"21","Mr Nickleby","Nicholas Nickleby"
"22","Mr Nickleby","Ralph Nickleby"
"23","Mrs Nickleby","Nicholas Nickleby"
"24","Mrs Nickleby","Ralph Nickleby"
"25","Nicholas Nickleby","Ralph Nickleby"
"26","Mr Bonney","Newman Noggs"
"27","Mr Bonney","Ralph Nickleby"
"28","Mr Bonney","Sir Matthew Pupker"
"29","Newman Noggs","Ralph Nickleby"
"30","Newman Noggs","Sir Matthew Pupker"
"31","Ralph Nickleby","Sir Matthew Pupker"
"32","Hannah","Kate Nickleby"
"33","Hannah","Miss La Creevy"
"34","Hannah","Mrs Nickleby"
"35","Hannah","Newman Noggs"
"36","Hannah","Nicholas Nickleby"
"37","Hannah","Ralph Nickleby"
"38","Hannah","Wackford Squeers"
"39","Kate Nickleby","Miss La Creevy"
"40","Kate Nickleby","Newman Noggs"
"41","Kate Nickleby","Wackford Squeers"
"42","Miss La Creevy","Mrs Nickleby"
"43","Miss La Creevy","Newman Noggs"
"44","Miss La Creevy","Nicholas Nickleby"
"45","Miss La Creevy","Ralph Nickleby"
"46","Miss La Creevy","Wackford Squeers"
"47","Mrs Nickleby","Newman Noggs"
"48","Mrs Nickleby","Wackford Squeers"
"49","Newman Noggs","Nicholas Nickleby"
"50","Newman Noggs","Wackford Squeers"
"51","Ralph Nickleby","Wackford Squeers"
"52","Belling","Dorker"
"53","Belling","Mr Snawley"
"54","Belling","Mrs Squeers"
"55","Belling","Newman Noggs"
"56","Belling","Nicholas Nickleby"
"57","Belling","Ralph Nickleby"
"58","Belling","Wackford Squeers"
"59","Dorker","Mr Snawley"
"60","Dorker","Mrs Squeers"
"61","Dorker","Newman Noggs"
"62","Dorker","Nicholas Nickleby"
"63","Dorker","Ralph Nickleby"
"64","Dorker","Wackford Squeers"
"65","Mr Snawley","Mrs Squeers"
"66","Mr Snawley","Newman Noggs"
"67","Mr Snawley","Nicholas Nickleby"
"68","Mr Snawley","Ralph Nickleby"
"69","Mr Snawley","Wackford Squeers"
"70","Mrs Squeers","Newman Noggs"
"71","Mrs Squeers","Nicholas Nickleby"
"72","Mrs Squeers","Ralph Nickleby"
"73","Mrs Squeers","Wackford Squeers"
"74","Belling","Kate Nickleby"
"75","Belling","Miss La Creevy"
"76","Belling","Mrs Nickleby"
"77","Belling","William"
"78","Kate Nickleby","Mr Snawley"
"79","Kate Nickleby","Mrs Squeers"
"80","Kate Nickleby","William"
"81","Miss La Creevy","Mr Snawley"
"82","Miss La Creevy","Mrs Squeers"
"83","Miss La Creevy","William"
"84","Mr Snawley","Mrs Nickleby"
"85","Mr Snawley","William"
"86","Mrs Nickleby","Mrs Squeers"
"87","Mrs Nickleby","William"
"88","Mrs Squeers","William"
"89","Newman Noggs","William"
"90","Nicholas Nickleby","William"
"91","Ralph Nickleby","William"
"92","Wackford Squeers","William"
"93","Baron Von Koeldwethout","Baron Von Swillenhausen"
"94","Baron Von Koeldwethout","Baroness Von Koeldwethout"
"95","Baron Von Koeldwethout","Baroness Von Swillenhausen"
"96","Baron Von Koeldwethout","Mrs Squeers"
"97","Baron Von Koeldwethout","Nicholas Nickleby"
"98","Baron Von Koeldwethout","Ralph Nickleby"
"99","Baron Von Koeldwethout","Wackford Squeers"
"100","Baron Von Swillenhausen","Baroness Von Koeldwethout"
"101","Baron Von Swillenhausen","Baroness Von Swillenhausen"
"102","Baron Von Swillenhausen","Mrs Squeers"
"103","Baron Von Swillenhausen","Nicholas Nickleby"
"104","Baron Von Swillenhausen","Ralph Nickleby"
"105","Baron Von Swillenhausen","Wackford Squeers"
"106","Baroness Von Koeldwethout","Baroness Von Swillenhausen"
"107","Baroness Von Koeldwethout","Mrs Squeers"
"108","Baroness Von Koeldwethout","Nicholas Nickleby"
"109","Baroness Von Koeldwethout","Ralph Nickleby"
"110","Baroness Von Koeldwethout","Wackford Squeers"
"111","Baroness Von Swillenhausen","Mrs Squeers"
"112","Baroness Von Swillenhausen","Nicholas Nickleby"
"113","Baroness Von Swillenhausen","Ralph Nickleby"
"114","Baroness Von Swillenhausen","Wackford Squeers"
"115","Bolder","Graymarsh"
"116","Bolder","Mrs Squeers"
"117","Bolder","Newman Noggs"
"118","Bolder","Nicholas Nickleby"
"119","Bolder","Pitcher"
"120","Bolder","Smike"
"121","Bolder","Wackford Squeers"
"122","Graymarsh","Mrs Squeers"
"123","Graymarsh","Newman Noggs"
"124","Graymarsh","Nicholas Nickleby"
"125","Graymarsh","Pitcher"
"126","Graymarsh","Smike"
"127","Graymarsh","Wackford Squeers"
"128","Mrs Squeers","Pitcher"
"129","Mrs Squeers","Smike"
"130","Newman Noggs","Pitcher"
"131","Newman Noggs","Smike"
"132","Nicholas Nickleby","Pitcher"
"133","Nicholas Nickleby","Smike"
"134","Pitcher","Smike"
"135","Pitcher","Wackford Squeers"
"136","Smike","Wackford Squeers"
"137","Bolder","Cobbey"
"138","Bolder","John Browdie"
"139","Bolder","Kate Nickleby"
"140","Bolder","Mobbs"
"141","Bolder","Ralph Nickleby"
"142","Cobbey","Graymarsh"
"143","Cobbey","John Browdie"
"144","Cobbey","Kate Nickleby"
"145","Cobbey","Mobbs"
"146","Cobbey","Mrs Squeers"
"147","Cobbey","Nicholas Nickleby"
"148","Cobbey","Ralph Nickleby"
"149","Cobbey","Smike"
"150","Cobbey","Wackford Squeers"
"151","Graymarsh","John Browdie"
"152","Graymarsh","Kate Nickleby"
"153","Graymarsh","Mobbs"
"154","Graymarsh","Ralph Nickleby"
"155","John Browdie","Kate Nickleby"
"156","John Browdie","Mobbs"
"157","John Browdie","Mrs Squeers"
"158","John Browdie","Ralph Nickleby"
"159","John Browdie","Smike"
"160","Kate Nickleby","Mobbs"
"161","Kate Nickleby","Smike"
"162","Mobbs","Mrs Squeers"
"163","Mobbs","Nicholas Nickleby"
"164","Mobbs","Ralph Nickleby"
"165","Mobbs","Smike"
"166","Mobbs","Wackford Squeers"
"167","Ralph Nickleby","Smike"
"168","Bolder","Fanny Squeers"
"169","Bolder","Matilda Price"
"170","Bolder","Wackford SqueersJunior"
"171","Fanny Squeers","John Browdie"
"172","Fanny Squeers","Matilda Price"
"173","Fanny Squeers","Mrs Squeers"
"174","Fanny Squeers","Nicholas Nickleby"
"175","Fanny Squeers","Ralph Nickleby"
"176","Fanny Squeers","Wackford Squeers"
"177","Fanny Squeers","Wackford SqueersJunior"
"178","John Browdie","Matilda Price"
"179","John Browdie","Wackford SqueersJunior"
"180","Matilda Price","Mrs Squeers"
"181","Matilda Price","Nicholas Nickleby"
"182","Matilda Price","Ralph Nickleby"
"183","Matilda Price","Wackford Squeers"
"184","Matilda Price","Wackford SqueersJunior"
"185","Mrs Squeers","Wackford SqueersJunior"
"186","Nicholas Nickleby","Wackford SqueersJunior"
"187","Ralph Nickleby","Wackford SqueersJunior"
"188","Wackford Squeers","Wackford SqueersJunior"
"189","Kate Nickleby","Madame Mantalini"
"190","Kate Nickleby","Miss Knag"
"191","Kate Nickleby","Mr Mantalini"
"192","Kate Nickleby","Muntle"
"193","Madame Mantalini","Miss Knag"
"194","Madame Mantalini","Miss La Creevy"
"195","Madame Mantalini","Mr Mantalini"
"196","Madame Mantalini","Mrs Nickleby"
"197","Madame Mantalini","Muntle"
"198","Madame Mantalini","Nicholas Nickleby"
"199","Madame Mantalini","Ralph Nickleby"
"200","Miss Knag","Miss La Creevy"
"201","Miss Knag","Mr Mantalini"
"202","Miss Knag","Mrs Nickleby"
"203","Miss Knag","Muntle"
