"Entropy","evenness_log2","entropy","evenness","Node"
3,0.693147180559945,2.07944154167984,1,1
3.37355726227519,0.675941010715708,2.33837170480357,0.975176744093026,2
3.9647351787255,0.67233516671182,2.74814501080041,0.969974610830396,3
3.96132014021101,0.671756048464202,2.74577788648259,0.96913911980647,4
4.07912375439931,0.665602960636426,2.82743312951698,0.960262090511184,5
4.10897650403352,0.658994184129785,2.8481254787579,0.95072764141871,6
4.16410223331669,0.657132771784244,2.88633572258683,0.948042191058747,7
4.22851730240482,0.647937372049538,2.93098484611085,0.934776033462496,8
4.24650174873093,0.650693135844964,2.94345071437572,0.938751760224019,9
4.23926097816529,0.649583629718729,2.93843179467307,0.937151081237863,10
4.2463167250324,0.641951262471133,2.94332246572075,0.926139902859513,11
4.22452226568554,0.638656411521811,2.92821569767264,0.921386437734458,12
4.33558524581619,0.625125196274988,3.00519868921479,0.901865020600665,13
4.41909063405078,0.62424057637896,3.06308021363116,0.900588783863594,14
4.46519294533682,0.624730169498406,3.09503590071637,0.901295117429072,15
4.49611953227862,0.623294515451885,3.11647257725943,0.899223906455724,16
4.48847195757237,0.622234336482733,3.11117168241366,0.897694391514473,17
4.50130083240879,0.624012796167257,3.12006398083629,0.900260166481758,18
4.50842233696323,0.625000046327909,3.12500023163955,0.901684467392647,19
4.49774861517932,0.623520354295788,3.11760177147894,0.899549723035863,20
4.50408972465324,0.624399418726482,3.12199709363241,0.900817944930647,21
4.49859697038957,0.623637961300209,3.11818980650105,0.899719394077915,22
4.49320982641395,0.622891144568615,3.11445572284307,0.898641965282791,23
4.48549524589332,0.621821676621199,3.10910838310599,0.897099049178664,24
4.51096267182355,0.614601257081062,3.12676105758565,0.886682185714971,25
4.53715718481018,0.618170158395801,3.14491771040848,0.891831021943167,26
4.55519460641892,0.620627687486981,3.15742029834114,0.895376486975853,27
4.55726320541594,0.620909526117992,3.15885414190364,0.895783094171143,28
4.61629697652275,0.614224374291492,3.19977323390415,0.886138458783461,29
4.61745532600294,0.609874304167034,3.20057614058044,0.879862634187387,30
4.62373399435744,0.610703591777514,3.20492818184804,0.881059043310497,31
4.62268029972847,0.610564419607286,3.20419781638679,0.880858260310679,32
4.61749442060477,0.609879467788858,3.20060323889348,0.879870083718986,33
4.61329727296849,0.609325107797598,3.19769399784299,0.879070311308727,34
4.62347297551954,0.606339333256332,3.20474725737647,0.87476274918483,35
4.61788730086956,0.605606807239419,3.20087556274131,0.873705937532909,36
4.6404797786374,0.600374102245834,3.21653547500795,0.866156739988229,37
4.64153326478107,0.600510399746935,3.2172656959582,0.866353375717152,38
4.71220819719001,0.591331074418748,3.26625382609372,0.853110408587471,39
4.69896937783047,0.589669746024859,3.25707737578071,0.850713618352319,40
4.7171443366565,0.588643981500131,3.26967529724776,0.849233752959374,41
4.72325181852332,0.589406123208429,3.27390868108407,0.85033329102239,42
4.73692742810212,0.587897929642695,3.28338789130605,0.848157427644404,43
4.742254566867,0.588559078435521,3.28708038252138,0.849111263729104,44
4.75112335574737,0.5865356981858,3.2932277585288,0.846192143076999,45
4.76222346044248,0.587906028351907,3.30092176480213,0.848169111612023,46
4.78765786044626,0.587993640494664,3.31855154745398,0.8482955092159,47
4.79304010845601,0.585689901091291,3.32228223748702,0.844971915803153,48
4.81879819978351,0.585943637863167,3.34013638586728,0.84533798058563,49
4.834798122713,0.585068649943497,3.35122668733503,0.844075639853084,50
4.83927655797937,0.585610594407082,3.35433090211324,0.844857500443135,51
4.84725599996175,0.586576202738482,3.35986182982576,0.846250578794287,52
4.85379545775816,0.587367555685844,3.36439463655973,0.847392259767039,53
4.85478601653509,0.587487425196753,3.36508123958315,0.847565194915981,54
4.85421954060424,0.584666266217005,3.36468858838882,0.84349512284634,55
4.84495663719714,0.5835505962099,3.35826803300839,0.84188555125982,56
4.83507693008112,0.582360635306294,3.35141994187617,0.840168800565336,57
4.83179942156882,0.581965875932855,3.3491481460916,0.839599283174931,58
4.82244480157552,0.580839159125423,3.34266401761804,0.837973774424364,59
4.81531258570444,0.579980119688019,3.33772034229586,0.836734442488093,60
4.80890195987163,0.579207992132099,3.33327683507421,0.835620497892233,61
