"node_id" "tags" "dpub"
"1" "Hugh, Mary Jones, Ned Dennis" "1"
"2" "Emma Haredale, Geoffrey Haredale, Joe Willet, John Willet, Mr Rudge, Phil Parkes, Solomon Daisy, Tom Cobb" "2"
"3" "Gabriel Varden, Joe Willet, John Willet, Martha Varden, Solomon Daisy" "3"
"4" "Barnaby Rudge, Dolly Varden, Gabriel Varden, Joe Willet, John Willet, Martha Varden, Solomon Daisy" "4"
"5" "Barnaby Rudge, Dolly Varden, Emma Haredale, Gabriel Varden, Joe Willet, John Willet, Martha Varden, Mrs Rudge, Simon Tappertit" "5"
"6" "Barnaby Rudge, Gabriel Varden, John Chester, John Willet" "6"
"7" "Barnaby Rudge, Edward Chester, Gabriel Varden, John Willet, Mary Jones, Mrs Rudge" "7"
"8" "Barnaby Rudge, Dolly Varden, Gabriel Varden, Martha Varden, Miggs" "8"
"9" "John Willet, Mark Gilbert, Stagg" "9"
"10" "Dolly Varden, Miggs" "10"
"11" "Barnaby Rudge, Geoffrey Haredale, Hugh, Joe Willet, John Chester, John Willet, Mrs Rudge" "11"
"12" "Barnaby Rudge, Geoffrey Haredale, Hugh, Joe Willet, John Chester, John Willet, Phil Parkes, Solomon Daisy" "12"
"13" "Barnaby Rudge, Emma Haredale, Geoffrey Haredale, Hugh, John Chester, John Willet, Ned Dennis" "13"
"14" "Dolly Varden, Gabriel Varden, Hugh, Joe Willet, John Chester, John Willet, Martha Varden, Miggs, The Black Lion" "14"
"15" "Edward Chester, Geoffrey Haredale, Hugh, Joe Willet, John Willet" "15"
"16" "Edward Chester, Emma Haredale, Geoffrey Haredale, John Chester, John Willet, Ned Dennis" "16"
"17" "" "17"
"18" "Barnaby Rudge, Hugh" "18"
"19" "Miggs, Stagg" "19"
"20" "Barnaby Rudge, Dolly Varden, Edward Chester, Gabriel Varden, Joe Willet, John Willet, Martha Varden, Miggs" "20"
"21" "Dolly Varden, Edward Chester, Emma Haredale, Gabriel Varden, Geoffrey Haredale, Joe Willet" "21"
"22" "Dolly Varden, Emma Haredale, Hugh, Joe Willet, John Willet, Martha Varden" "22"
"23" "Dolly Varden, Gabriel Varden, Hugh, Joe Willet, John Willet, Martha Varden, Miggs" "23"
"24" "Dolly Varden, Edward Chester, Gabriel Varden, Hugh, John Chester, Ned Dennis, Peak" "24"
"25" "Barnaby Rudge, Dolly Varden, Gabriel Varden, John Chester, John Willet, Miggs, Mr Rudge, Mrs Rudge, Simon Tappertit" "25"
