"Character","Node","Type","Appearances"
"Admiral Crawford",4,"First Appearance",9
"Admiral Crawford",43,"Last Appearance",9
"Baddeley",19,"First Appearance",3
"Baddeley",34,"Last Appearance",3
"Betsey Price",37,"First Appearance",5
"Betsey Price",41,"Last Appearance",5
"Captain Walsh",38,"Last Appearance",1
"Captain Walsh",38,"First Appearance",1
"Charles",5,"First Appearance",2
"Charles",20,"Last Appearance",2
"Charles Anderson",5,"First Appearance",1
"Charles Anderson",5,"Last Appearance",1
"Charles Maddox",15,"First Appearance",3
"Charles Maddox",17,"Last Appearance",3
"Charlie Price",39,"Last Appearance",2
"Charlie Price",38,"First Appearance",2
"Colonel Harrison",29,"First Appearance",1
"Colonel Harrison",29,"Last Appearance",1
"Dr Grant",3,"First Appearance",19
"Dr Grant",48,"Last Appearance",19
"Edmund Bertram",1,"First Appearance",46
"Edmund Bertram",48,"Last Appearance",46
"Ellis",1,"Last Appearance",1
"Ellis",1,"First Appearance",1
"Fanny Price",48,"Last Appearance",48
"Fanny Price",1,"First Appearance",48
"Henry Crawford",4,"First Appearance",44
"Henry Crawford",48,"Last Appearance",44
"John Groom",7,"First Appearance",1
"John Groom",7,"Last Appearance",1
"Johnny Price",39,"First Appearance",1
"Johnny Price",39,"Last Appearance",1
"Julia Bertram",48,"Last Appearance",38
"Julia Bertram",1,"First Appearance",38
"Lady Bertram",1,"First Appearance",4
"Lady Bertram",44,"Last Appearance",4
"Lady Flora Stornaway",36,"First Appearance",4
"Lady Flora Stornaway",47,"Last Appearance",4
"Lady Prescott",29,"First Appearance",1
"Lady Prescott",29,"Last Appearance",1
"Lady Ravenshaw",15,"Last Appearance",2
"Lady Ravenshaw",13,"First Appearance",2
"Lord Ravenshaw",13,"First Appearance",2
"Lord Ravenshaw",14,"Last Appearance",2
"Lord Stornaway",36,"First Appearance",1
"Lord Stornaway",36,"Last Appearance",1
"Maddison",42,"First Appearance",1
"Maddison",42,"Last Appearance",1
"Margaret Fraser",44,"Last Appearance",3
"Margaret Fraser",36,"First Appearance",3
"Maria Bertram",48,"Last Appearance",40
"Maria Bertram",1,"First Appearance",40
"Mary Crawford",48,"Last Appearance",42
"Mary Crawford",4,"First Appearance",42
"Mary Price",38,"First Appearance",1
"Mary Price",38,"Last Appearance",1
"Miss Anderson",5,"First Appearance",1
"Miss Anderson",5,"Last Appearance",1
"Miss Augusta Sneyd",5,"Last Appearance",1
"Miss Augusta Sneyd",5,"First Appearance",1
"Miss Lee",16,"Last Appearance",5
"Miss Lee",1,"First Appearance",5
"Mr Campbell",38,"First Appearance",1
"Mr Campbell",38,"Last Appearance",1
"Mr Fraser",36,"First Appearance",3
"Mr Fraser",44,"Last Appearance",3
"Mr Green",7,"Last Appearance",1
"Mr Green",7,"First Appearance",1
"Mr Harding",47,"Last Appearance",1
"Mr Harding",47,"First Appearance",1
"Mr Price",1,"First Appearance",5
"Mr Price",46,"Last Appearance",5
"Mr Rushworth",4,"First Appearance",34
"Mr Rushworth",48,"Last Appearance",34
"Mrs Brown",24,"Last Appearance",1
"Mrs Brown",24,"First Appearance",1
"Mrs Chapman",27,"Last Appearance",1
"Mrs Chapman",27,"First Appearance",1
"Mrs Crawford",30,"Last Appearance",3
"Mrs Crawford",4,"First Appearance",3
"Mrs Holford",5,"First Appearance",1
"Mrs Holford",5,"Last Appearance",1
"Mrs Janet Fraser",36,"First Appearance",5
"Mrs Janet Fraser",48,"Last Appearance",5
"Mrs Jefferies",7,"First Appearance",1
"Mrs Jefferies",7,"Last Appearance",1
"Mrs Norris",48,"Last Appearance",17
"Mrs Norris",1,"First Appearance",17
"Mrs Rushworth",47,"First Appearance",1
"Mrs Rushworth",47,"Last Appearance",1
"Mrs Sneyd",5,"First Appearance",1
"Mrs Sneyd",5,"Last Appearance",1
"Mrs. Admiral Maxwell",38,"First Appearance",1
"Mrs. Admiral Maxwell",38,"Last Appearance",1
"Mrs. Frances Price",46,"Last Appearance",9
"Mrs. Frances Price",1,"First Appearance",9
"Nanny",1,"First Appearance",2
"Nanny",32,"Last Appearance",2
"Old Scholey",38,"First Appearance",1
"Old Scholey",38,"Last Appearance",1
"Rebecca",38,"First Appearance",4
"Rebecca",46,"Last Appearance",4
"Richard Price",39,"Last Appearance",1
"Richard Price",39,"First Appearance",1
"Robert",22,"Last Appearance",1
"Robert",22,"First Appearance",1
"Sam Price",38,"First Appearance",2
"Sam Price",39,"Last Appearance",2
"Sir Charles",31,"First Appearance",1
"Sir Charles",31,"Last Appearance",1
"Sir Thomas Bertram",1,"First Appearance",41
"Sir Thomas Bertram",48,"Last Appearance",41
"Smith",10,"Last Appearance",2
"Smith",6,"First Appearance",2
"Sneyd",5,"First Appearance",1
"Sneyd",5,"Last Appearance",1
"Susan PriceMP",37,"First Appearance",11
"Susan PriceMP",48,"Last Appearance",11
"The Aylmers",45,"First Appearance",1
"The Aylmers",45,"Last Appearance",1
"Tom Bertram",48,"Last Appearance",23
"Tom Bertram",1,"First Appearance",23
"Tom Oliver",15,"First Appearance",1
"Tom Oliver",15,"Last Appearance",1
"Turner",38,"First Appearance",1
"Turner",38,"Last Appearance",1
"William Price",2,"First Appearance",25
"William Price",48,"Last Appearance",25
