"source" "target" "tag"
"177" 24 25 "IsabellaThorpe"
"178" 19 25 "JamesMorland"
"179" 19 25 "JohnThorpe"
"180" 24 25 "MrHenryTilney"
"181" 17 25 "MrRichardMorland"
"182" 23 25 "MrsAllen"
"183" 25 26 "CaptainFrederickTilney"
"184" 24 26 "CatherineMorland"
"185" 25 26 "EleanorTilney"
"186" 25 26 "IsabellaThorpe"
"187" 25 26 "MrHenryTilney"
"188" 26 27 "CaptainFrederickTilney"
"189" 16 27 "CharlesHodges"
"190" 26 27 "EleanorTilney"
"191" 26 27 "IsabellaThorpe"
"192" 25 27 "JamesMorland"
"193" 26 27 "MrHenryTilney"
"194" 27 28 "CaptainFrederickTilney"
"195" 26 28 "CatherineMorland"
"196" 27 28 "EleanorTilney"
"197" 21 28 "GeneralTilney"
"198" 27 28 "IsabellaThorpe"
"199" 27 28 "JamesMorland"
"200" 17 28 "MarquisofLongtown"
"201" 22 28 "MrAllen"
"202" 27 28 "MrHenryTilney"
"203" 25 28 "MrRichardMorland"
"204" 25 28 "MrsAllen"
"205" 28 29 "EleanorTilney"
"206" 28 29 "GeneralTilney"
"207" 14 29 "GeorgeMorland"
"208" 1 29 "HarrietMorland"
"209" 28 29 "IsabellaThorpe"
"210" 28 29 "JamesMorland"
"211" 28 29 "MrAllen"
"212" 28 29 "MrHenryTilney"
"213" 28 29 "MrRichardMorland"
"214" 28 29 "MrsAllen"
"215" 19 29 "MrsThorpe"
"216" 2 29 "SarahMoreland"
"217" 28 30 "CatherineMorland"
"218" 29 30 "EleanorTilney"
"219" 29 30 "GeneralTilney"
"220" 29 30 "IsabellaThorpe"
"221" 29 30 "JamesMorland"
"222" 25 30 "JohnThorpe"
"223" 1 30 "LittleRichardMorland"
"224" 29 30 "MrAllen"
"225" 29 30 "MrHenryTilney"
"226" 29 30 "MrsAllen"
"227" 29 30 "SarahMoreland"
"228" 30 31 "EleanorTilney"
"229" 30 31 "JamesMorland"
"230" 30 31 "JohnThorpe"
"231" 30 31 "MrHenryTilney"
"232" 29 31 "MrRichardMorland"
