"source" "target" "tag"
1 2 "Oliver Twist"
2 3 "Mr Bumble"
2 3 "Mr Limbkins"
2 3 "Oliver Twist"
3 4 "Mr Bumble"
3 4 "Oliver Twist"
4 5 "Charlotte"
4 5 "Mr Bumble"
4 5 "Mr Sowerberry"
4 5 "Mrs Sowerberry"
4 5 "Oliver Twist"
5 6 "Charlotte"
5 6 "Mr Bumble"
5 6 "Mr Sowerberry"
5 6 "Mrs Sowerberry"
5 6 "Noah Claypole"
5 6 "Oliver Twist"
6 7 "Charlotte"
6 7 "Mr Bumble"
6 7 "Mr Sowerberry"
6 7 "Mrs Sowerberry"
6 7 "Noah Claypole"
6 7 "Oliver Twist"
7 8 "Mr Sowerberry"
7 8 "Oliver Twist"
8 9 "Artful Dodger"
8 9 "Fagin"
8 9 "Oliver Twist"
9 10 "Artful Dodger"
9 10 "Charley Bates"
9 10 "Oliver Twist"
10 11 "Oliver Twist"
10 12 "Artful Dodger"
10 12 "Charley Bates"
9 12 "Fagin"
11 12 "Mr Brownlow"
11 12 "Oliver Twist"
12 13 "Artful Dodger"
12 13 "Charley Bates"
12 13 "Fagin"
11 13 "Mr Fang"
9 13 "Nancy"
12 13 "Oliver Twist"
12 14 "Mr Brownlow"
7 14 "Mr Bumble"
12 14 "Mrs Bedwin"
13 14 "Oliver Twist"
13 15 "Bill Sikes"
7 15 "Dick"
13 15 "Fagin"
14 15 "Mrs Bedwin"
13 15 "Nancy"
14 15 "Oliver Twist"
13 16 "Artful Dodger"
9 16 "Bet"
15 16 "Bill Sikes"
13 16 "Charley Bates"
15 16 "Fagin"
14 16 "Mr Brownlow"
15 16 "Nancy"
15 16 "Oliver Twist"
15 17 "Dick"
16 17 "Mr Brownlow"
14 17 "Mr Bumble"
14 17 "Mr Grimwig"
15 17 "Mrs Bedwin"
2 17 "Mrs Mann"
16 17 "Oliver Twist"
16 18 "Artful Dodger"
16 18 "Bet"
16 18 "Bill Sikes"
16 18 "Charley Bates"
16 18 "Fagin"
16 18 "Nancy"
17 18 "Oliver Twist"
18 19 "Artful Dodger"
18 19 "Bill Sikes"
18 19 "Fagin"
18 19 "Nancy"
18 19 "Oliver Twist"
19 20 "Bill Sikes"
19 20 "Fagin"
19 20 "Nancy"
19 20 "Oliver Twist"
20 21 "Bill Sikes"
19 21 "Ned"
20 21 "Oliver Twist"
15 22 "Barney"
21 22 "Bill Sikes"
20 22 "Fagin"
21 22 "Oliver Twist"
19 22 "Toby Crackit"
17 23 "Mr Bumble"
22 23 "Oliver Twist"
23 24 "Mrs Corney"
23 24 "Oliver Twist"
23 24 "Sally"
19 25 "Artful Dodger"
18 25 "Bet"
22 25 "Bill Sikes"
18 25 "Charley Bates"
22 25 "Fagin"
24 25 "Oliver Twist"
22 25 "Toby Crackit"
18 25 "Tom Chitling"
25 26 "Artful Dodger"
22 26 "Barney"
25 26 "Bill Sikes"
25 26 "Fagin"
20 26 "Nancy"
25 26 "Toby Crackit"
7 27 "Charlotte"
23 27 "Mr Bumble"
8 27 "Mr Sowerberry"
24 27 "Mrs Corney"
7 27 "Mrs Sowerberry"
7 27 "Noah Claypole"
25 27 "Oliver Twist"
26 27 "Toby Crackit"
26 28 "Bill Sikes"
27 28 "Oliver Twist"
27 28 "Toby Crackit"
28 29 "Brittles"
28 29 "Mr Giles"
29 30 "Brittles"
29 30 "Mr Giles"
29 30 "Mr Losberne"
29 30 "Mrs Maylie"
28 30 "Oliver Twist"
29 30 "Rose Maylie"
30 31 "Brittles"
30 31 "Mr Giles"
30 31 "Mr Losberne"
30 31 "Mrs Maylie"
30 31 "Oliver Twist"
30 31 "Rose Maylie"
28 32 "Bill Sikes"
26 32 "Fagin"
17 32 "Mr Brownlow"
31 32 "Mr Giles"
31 32 "Mr Losberne"
17 32 "Mrs Bedwin"
31 32 "Mrs Maylie"
31 32 "Oliver Twist"
31 32 "Rose Maylie"
32 33 "Mr Losberne"
32 33 "Mrs Maylie"
32 33 "Oliver Twist"
32 33 "Rose Maylie"
33 34 "Harry Maylie"
32 34 "Mr Giles"
33 34 "Mr Losberne"
33 34 "Mrs Maylie"
33 34 "Oliver Twist"
33 34 "Rose Maylie"
31 35 "Duff"
34 35 "Harry Maylie"
34 35 "Mr Giles"
34 35 "Mr Losberne"
34 35 "Mrs Maylie"
34 35 "Oliver Twist"
34 35 "Rose Maylie"
35 36 "Harry Maylie"
35 36 "Mr Giles"
35 36 "Mr Losberne"
35 36 "Oliver Twist"
35 36 "Rose Maylie"
27 37 "Mr Bumble"
27 37 "Mrs Corney"
36 37 "Oliver Twist"
24 37 "Sally"
26 38 "Edward Leeford"
37 38 "Mr Bumble"
37 38 "Sally"
