"source" "target" "tag"
1 2 "Anne Elliot"
1 2 "Elizabeth Elliot"
1 2 "Lady Russell"
1 2 "Mary Elliot"
1 2 "Mr John Shepherd"
1 2 "Sir Walter Elliot"
2 3 "Anne Elliot"
2 3 "Elizabeth Elliot"
2 3 "Mr John Shepherd"
2 3 "Mrs Penelope Clay"
2 3 "Sir Walter Elliot"
3 4 "Admiral Croft"
3 4 "Anne Elliot"
3 4 "Captain Frederick Wentworth"
3 4 "Edward Wentworth"
3 4 "Elizabeth Elliot"
2 4 "Lady Russell"
2 4 "Mary Elliot"
3 4 "Mrs Croft"
3 4 "Sir Walter Elliot"
4 5 "Admiral Croft"
4 5 "Anne Elliot"
1 5 "Charles Musgrove"
4 5 "Elizabeth Elliot"
4 5 "Lady Russell"
4 5 "Mary Elliot"
3 5 "Mr John Shepherd"
4 5 "Mrs Croft"
3 5 "Mrs Penelope Clay"
4 5 "Sir Walter Elliot"
1 5 "Walter Musgrove"
5 6 "Admiral Croft"
5 6 "Anne Elliot"
4 6 "Captain Frederick Wentworth"
5 6 "Charles Musgrove"
4 6 "Edward Wentworth"
5 6 "Elder Mr Charles Musgrove"
5 6 "Elizabeth Elliot"
5 6 "Henrietta Musgrove"
5 6 "Lady Russell"
5 6 "Louisa Musgrove"
5 6 "Mary Elliot"
5 6 "Mrs Croft"
5 6 "Sir Walter Elliot"
6 7 "Admiral Croft"
6 7 "Anne Elliot"
6 7 "Captain Frederick Wentworth"
6 7 "Charles Musgrove"
6 7 "Elder Mr Charles Musgrove"
6 7 "Henrietta Musgrove"
6 7 "Jemima"
6 7 "Louisa Musgrove"
6 7 "Mary Elliot"
6 7 "Mrs Croft"
7 8 "Admiral Croft"
7 8 "Anne Elliot"
7 8 "Captain Frederick Wentworth"
7 8 "Charles Musgrove"
7 8 "Elder Mr Charles Musgrove"
7 8 "Henrietta Musgrove"
7 8 "Louisa Musgrove"
7 8 "Mrs Croft"
8 9 "Admiral Croft"
8 9 "Anne Elliot"
8 9 "Captain Frederick Wentworth"
8 9 "Charles Musgrove"
6 9 "Edward Wentworth"
8 9 "Elder Mr Charles Musgrove"
8 9 "Henrietta Musgrove"
8 9 "Louisa Musgrove"
7 9 "Mary Elliot"
8 9 "Mrs Croft"
5 9 "Walter Musgrove"
9 10 "Admiral Croft"
9 10 "Anne Elliot"
9 10 "Captain Frederick Wentworth"
9 10 "Charles Hayter"
9 10 "Charles Musgrove"
9 10 "Elder Mr Charles Musgrove"
9 10 "Henrietta Musgrove"
6 10 "Lady Russell"
9 10 "Louisa Musgrove"
9 10 "Mary Elliot"
9 10 "Mrs Croft"
10 11 "Anne Elliot"
10 11 "Captain Frederick Wentworth"
8 11 "Captain Harville"
10 11 "Charles Musgrove"
10 11 "Elder Mr Charles Musgrove"
10 11 "Henrietta Musgrove"
10 11 "Lady Russell"
10 11 "Louisa Musgrove"
10 11 "Mary Elliot"
11 12 "Anne Elliot"
11 12 "Captain Benwick"
11 12 "Captain Frederick Wentworth"
11 12 "Captain Harville"
11 12 "Charles Musgrove"
9 12 "Doctor Shirley"
11 12 "Elder Mr Charles Musgrove"
6 12 "Elizabeth Elliot"
11 12 "Henrietta Musgrove"
11 12 "Lady Russell"
11 12 "Louisa Musgrove"
11 12 "Mary Elliot"
1 12 "Mr William Elliot"
6 12 "Sir Walter Elliot"
10 13 "Admiral Croft"
12 13 "Anne Elliot"
12 13 "Captain Benwick"
12 13 "Captain Frederick Wentworth"
12 13 "Captain Harville"
10 13 "Charles Hayter"
12 13 "Charles Musgrove"
12 13 "Elder Mr Charles Musgrove"
12 13 "Henrietta Musgrove"
12 13 "Lady Russell"
12 13 "Louisa Musgrove"
12 13 "Mary Elliot"
5 13 "Mr John Shepherd"
10 13 "Mrs Croft"
5 13 "Mrs Penelope Clay"
12 13 "Sir Walter Elliot"
13 14 "Anne Elliot"
13 14 "Captain Benwick"
13 14 "Captain Frederick Wentworth"
13 14 "Captain Harville"
13 14 "Charles Hayter"
13 14 "Charles Musgrove"
13 14 "Elder Mr Charles Musgrove"
12 14 "Elizabeth Elliot"
11 14 "Fanny Harville"
13 14 "Henrietta Musgrove"
13 14 "Lady Russell"
13 14 "Louisa Musgrove"
13 14 "Mary Elliot"
12 14 "Mr William Elliot"
14 15 "Anne Elliot"
14 15 "Elizabeth Elliot"
14 15 "Lady Russell"
14 15 "Mary Elliot"
14 15 "Mr William Elliot"
13 15 "Mrs Penelope Clay"
13 15 "Sir Walter Elliot"
15 16 "Anne Elliot"
15 16 "Colonel Wallis"
15 16 "Elizabeth Elliot"
1 16 "Lady Elliot"
15 16 "Lady Russell"
15 16 "Mary Elliot"
15 16 "Mr William Elliot"
15 16 "Mrs Penelope Clay"
15 16 "Sir Walter Elliot"
16 17 "Anne Elliot"
