"Character","Node","Appearances"
"Adams",16,2
"Adams",18,2
"Agnes Wickfield",57,30
"Agnes Wickfield",59,30
"Agnes Wickfield",36,30
"Agnes Wickfield",24,30
"Agnes Wickfield",34,30
"Agnes Wickfield",43,30
"Agnes Wickfield",16,30
"Agnes Wickfield",28,30
"Agnes Wickfield",62,30
"Agnes Wickfield",23,30
"Agnes Wickfield",58,30
"Agnes Wickfield",35,30
"Agnes Wickfield",44,30
"Agnes Wickfield",26,30
"Agnes Wickfield",54,30
"Agnes Wickfield",42,30
"Agnes Wickfield",41,30
"Agnes Wickfield",48,30
"Agnes Wickfield",39,30
"Agnes Wickfield",25,30
"Agnes Wickfield",64,30
"Agnes Wickfield",60,30
"Agnes Wickfield",17,30
"Agnes Wickfield",18,30
"Agnes Wickfield",15,30
"Agnes Wickfield",52,30
"Agnes Wickfield",29,30
"Agnes Wickfield",63,30
"Agnes Wickfield",19,30
"Agnes Wickfield",53,30
"Annie Strong",45,8
"Annie Strong",36,8
"Annie Strong",19,8
"Annie Strong",62,8
"Annie Strong",42,8
"Annie Strong",39,8
"Annie Strong",48,8
"Annie Strong",16,8
"Barkis",12,18
"Barkis",30,18
"Barkis",8,18
"Barkis",28,18
"Barkis",33,18
"Barkis",21,18
"Barkis",37,18
"Barkis",35,18
"Barkis",9,18
"Barkis",51,18
"Barkis",5,18
"Barkis",32,18
"Barkis",17,18
"Barkis",34,18
"Barkis",22,18
"Barkis",23,18
"Barkis",31,18
"Barkis",10,18
"Captain Bailey",18,1
"Captain Hopkins",11,1
"Caroline Crewler",64,2
"Caroline Crewler",59,2
"Charley Pyegrave",13,2
"Charley Pyegrave",22,2
"Clara Copperfield",1,12
"Clara Copperfield",33,12
"Clara Copperfield",3,12
"Clara Copperfield",4,12
"Clara Copperfield",29,12
"Clara Copperfield",23,12
"Clara Copperfield",2,12
"Clara Copperfield",8,12
"Clara Copperfield",6,12
"Clara Copperfield",9,12
"Clara Copperfield",5,12
"Clara Copperfield",14,12
"Clara Peggotty",15,38
"Clara Peggotty",64,38
"Clara Peggotty",31,38
"Clara Peggotty",3,38
"Clara Peggotty",57,38
"Clara Peggotty",22,38
"Clara Peggotty",35,38
"Clara Peggotty",2,38
"Clara Peggotty",33,38
"Clara Peggotty",4,38
"Clara Peggotty",55,38
"Clara Peggotty",59,38
"Clara Peggotty",19,38
"Clara Peggotty",62,38
"Clara Peggotty",40,38
"Clara Peggotty",32,38
"Clara Peggotty",30,38
"Clara Peggotty",37,38
"Clara Peggotty",34,38
"Clara Peggotty",21,38
"Clara Peggotty",28,38
"Clara Peggotty",9,38
"Clara Peggotty",11,38
"Clara Peggotty",10,38
"Clara Peggotty",23,38
"Clara Peggotty",17,38
"Clara Peggotty",1,38
"Clara Peggotty",8,38
"Clara Peggotty",12,38
"Clara Peggotty",6,38
"Clara Peggotty",43,38
"Clara Peggotty",7,38
"Clara Peggotty",5,38
"Clara Peggotty",54,38
"Clara Peggotty",13,38
"Clara Peggotty",63,38
"Clara Peggotty",51,38
"Clara Peggotty",14,38
"Clarissa Spenlow",48,5
"Clarissa Spenlow",43,5
"Clarissa Spenlow",38,5
"Clarissa Spenlow",41,5
"Clarissa Spenlow",42,5
"Clickett",11,1
"Daniel Peggotty",50,24
"Daniel Peggotty",23,24
"Daniel Peggotty",20,24
"Daniel Peggotty",3,24
"Daniel Peggotty",55,24
"Daniel Peggotty",57,24
"Daniel Peggotty",40,24
"Daniel Peggotty",10,24
"Daniel Peggotty",16,24
"Daniel Peggotty",54,24
"Daniel Peggotty",21,24
"Daniel Peggotty",30,24
"Daniel Peggotty",35,24
"Daniel Peggotty",22,24
"Daniel Peggotty",51,24
"Daniel Peggotty",5,24
"Daniel Peggotty",46,24
"Daniel Peggotty",47,24
"Daniel Peggotty",17,24
"Daniel Peggotty",32,24
"Daniel Peggotty",7,24
"Daniel Peggotty",31,24
"Daniel Peggotty",63,24
"Daniel Peggotty",4,24
"David Copperfield",2,62
"David Copperfield",52,62
"David Copperfield",36,62
"David Copperfield",34,62
"David Copperfield",19,62
"David Copperfield",18,62
"David Copperfield",3,62
"David Copperfield",60,62
"David Copperfield",35,62
"David Copperfield",21,62
"David Copperfield",49,62
"David Copperfield",30,62
"David Copperfield",44,62
"David Copperfield",15,62
"David Copperfield",17,62
"David Copperfield",47,62
"David Copperfield",45,62
"David Copperfield",64,62
"David Copperfield",53,62
"David Copperfield",33,62
"David Copperfield",24,62
"David Copperfield",4,62
"David Copperfield",38,62
"David Copperfield",61,62
"David Copperfield",37,62
"David Copperfield",31,62
"David Copperfield",23,62
"David Copperfield",29,62
"David Copperfield",16,62
"David Copperfield",46,62
"David Copperfield",20,62
"David Copperfield",10,62
"David Copperfield",22,62
"David Copperfield",50,62
"David Copperfield",11,62
"David Copperfield",43,62
"David Copperfield",6,62
"David Copperfield",57,62
"David Copperfield",1,62
"David Copperfield",27,62
"David Copperfield",13,62
"David Copperfield",32,62
"David Copperfield",9,62
"David Copperfield",40,62
"David Copperfield",26,62
"David Copperfield",39,62
"David Copperfield",8,62
"David Copperfield",63,62
"David Copperfield",14,62
"David Copperfield",54,62
"David Copperfield",59,62
"David Copperfield",62,62
"David Copperfield",25,62
"David Copperfield",51,62
"David Copperfield",42,62
"David Copperfield",12,62
"David Copperfield",28,62
"David Copperfield",48,62
"David Copperfield",7,62
"David Copperfield",41,62
"David Copperfield",5,62
"David Copperfield",55,62
"Doctor Strong",45,8
"Doctor Strong",16,8
"Doctor Strong",36,8
"Doctor Strong",42,8
"Doctor Strong",62,8
"Doctor Strong",17,8
"Doctor Strong",19,8
"Doctor Strong",18,8
"George Demple",7,2
"George Demple",5,2
"Grainger",24,1
"Gregory",11,1
"Ham Peggotty",22,17
"Ham Peggotty",37,17
"Ham Peggotty",2,17
"Ham Peggotty",30,17
"Ham Peggotty",3,17
"Ham Peggotty",21,17
"Ham Peggotty",32,17
"Ham Peggotty",31,17
"Ham Peggotty",1,17
"Ham Peggotty",7,17
"Ham Peggotty",40,17
"Ham Peggotty",17,17
"Ham Peggotty",51,17
"Ham Peggotty",46,17
"Ham Peggotty",55,17
"Ham Peggotty",4,17
"Ham Peggotty",10,17
"Jack Maldon",45,6
"Jack Maldon",42,6
"Jack Maldon",64,6
"Jack Maldon",36,6
"Jack Maldon",16,6
"Jack Maldon",19,6
"James Steerforth",24,24
"James Steerforth",50,24
"James Steerforth",31,24
"James Steerforth",18,24
"James Steerforth",22,24
"James Steerforth",9,24
"James Steerforth",19,24
"James Steerforth",21,24
"James Steerforth",6,24
"James Steerforth",32,24
"James Steerforth",20,24
"James Steerforth",8,24
"James Steerforth",26,24
"James Steerforth",13,24
"James Steerforth",23,24
"James Steerforth",29,24
"James Steerforth",34,24
"James Steerforth",51,24
"James Steerforth",5,24
"James Steerforth",25,24
"James Steerforth",11,24
"James Steerforth",7,24
"James Steerforth",46,24
"James Steerforth",28,24
"Jane Murdstone",10,14
"Jane Murdstone",23,14
"Jane Murdstone",7,14
"Jane Murdstone",26,14
"Jane Murdstone",5,14
"Jane Murdstone",12,14
"Jane Murdstone",4,14
"Jane Murdstone",9,14
"Jane Murdstone",8,14
"Jane Murdstone",14,14
"Jane Murdstone",38,14
"Jane Murdstone",33,14
"Jane Murdstone",17,14
"Jane Murdstone",59,14
"Janet",39,7
"Janet",13,7
"Janet",60,7
"Janet",43,7
