"node_id" "tags" "dpub"
"1" "EmmaWoodhouse, FarmerMitchell, Hannah, MrGeorgeKnightley, MrPhillipElton, MrsIsabellaKnightley, MrsWeston, MrWeston, MrWoodhouse" "1"
"2" "EmmaWoodhouse, FrankChurchill, MissBates, MrPerry, MrsChurchill, MrsPerry, MrsWeston, MrWeston, OldMrChurchill" "2"
"3" "EmmaWoodhouse, Harriet Smith, MissBates, MrGeorgeKnightley, MrPhillipElton, MrsBates, MrsGoddard, MrsWeston, MrWeston, Serle" "3"
"4" "ElizabethMartin, EmmaWoodhouse, Harriet Smith, Miss Martin, MissNash, MissPrince, MissRichardson, MrGeorgeKnightley, MrPhillipElton, MrsGoddard, MrsMartin, MrsWeston, MrWeston, RobertMartin" "4"
"5" "EmmaWoodhouse, FrankChurchill, Harriet Smith, JohnKnightley, MrGeorgeKnightley, MrsIsabellaKnightley, MrsWeston, MrWeston" "5"
"6" "EmmaWoodhouse, Harriet Smith, HenryKnightley, JohnKnightley, LitteIsabellaKnightley, LittleGeorgeKnightley, MrGeorgeKnightley, MrPhillipElton, MrsIsabellaKnightley, MrsWeston, MrWoodhouse" "6"
"7" "EmmaWoodhouse, Harriet Smith, MissNash, MrPhillipElton, MrsGoddard, RobertMartin" "7"
"8" "ElizabethMartin, EmmaWoodhouse, FrankChurchill, Harriet Smith, Miss Martin, MissNash, MrGeorgeKnightley, MrPerry, MrPhillipElton, MrsGoddard, MrsMartin, RobertMartin" "8"
"9" "EmmaWoodhouse, Harriet Smith, HenryKnightley, JohnKnightley, LittleJohnKnightley, MissNash, MrCole, MrGeorgeKnightley, MrPerry, MrPhillipElton, MrsBates, MrsGoddard, MrsIsabellaKnightley, MrsWeston, MrWeston, MrWoodhouse, RobertMartin" "9"
"10" "EmmaWoodhouse, Harriet Smith, MissBates, MissJaneFairfax, MissNash, MrCole, MrPhillipElton, MrsBates" "10"
"11" "EmmaWoodhouse, HenryKnightley, JohnKnightley, LittleJohnKnightley, Mr. Wingfield, MrPerry, MrPhillipElton, MrsIsabellaKnightley, MrsWeston, MrWeston, MrWoodhouse, OldMrChurchill" "11"
"12" "ColonelCampbell, EmmaWoodhouse, Harriet Smith, JohnKnightley, LitteIsabellaKnightley, LittleEmmaKnightley, MissBates, MissJaneFairfax, Mr. Wingfield, MrGeorgeKnightley, MrGraham, MrPerry, MrsBates, MrsCampbell, MrsIsabellaKnightley, MrsPerry, RobertMartin" "12"
"13" "EmmaWoodhouse, Harriet Smith, JohnKnightley, MrGeorgeKnightley, MrPerry, MrPhillipElton, MrsGoddard, MrsWeston, MrWeston" "13"
