"source" "target" "tag"
1 2 "ElizabethBennet"
1 2 "LydiaBennet"
1 2 "MrCharlesBingley"
1 2 "MrsLong"
2 3 "ElizabethBennet"
1 3 "JaneBennet"
2 3 "KittyBennet"
1 3 "LadyMariaLucas"
2 3 "LydiaBennet"
2 3 "MaryBennet"
2 3 "MrCharlesBingley"
2 3 "MrsBennet"
1 3 "SirWilliamLucas"
3 4 "CarolineBingley"
3 4 "ElizabethBennet"
3 4 "JaneBennet"
3 4 "MrCharlesBingley"
3 4 "MrDarcy"
3 4 "MrsLouisaHurst"
4 5 "CarolineBingley"
3 5 "CharlotteLucas"
4 5 "ElizabethBennet"
4 5 "JaneBennet"
3 5 "KittyBennet"
3 5 "LadyMariaLucas"
3 5 "LydiaBennet"
3 5 "MaryBennet"
4 5 "MrCharlesBingley"
4 5 "MrDarcy"
3 5 "MrsBennet"
2 5 "MrsLong"
3 5 "SirWilliamLucas"
5 6 "CarolineBingley"
5 6 "CharlotteLucas"
5 6 "ElizabethBennet"
5 6 "JaneBennet"
5 6 "LadyMariaLucas"
5 6 "MaryBennet"
5 6 "MrCharlesBingley"
5 6 "MrDarcy"
4 6 "MrsLouisaHurst"
5 6 "SirWilliamLucas"
6 7 "CarolineBingley"
6 7 "ColonelForster"
6 7 "ElizabethBennet"
6 7 "JaneBennet"
5 7 "KittyBennet"
5 7 "LydiaBennet"
6 7 "MaryBennet"
6 7 "MrCharlesBingley"
6 7 "MrDarcy"
3 7 "MrHurst"
5 7 "MrsBennet"
6 7 "MrsLouisaHurst"
6 7 "SirWilliamLucas"
7 8 "CarolineBingley"
7 8 "ElizabethBennet"
7 8 "JaneBennet"
7 8 "MrCharlesBingley"
7 8 "MrDarcy"
7 8 "MrHurst"
7 8 "MrsLouisaHurst"
7 9 "CaptainCarter"
8 9 "CarolineBingley"
6 9 "CharlotteLucas"
7 9 "ColonelForster"
8 9 "ElizabethBennet"
8 9 "JaneBennet"
6 9 "LadyMariaLucas"
7 9 "LydiaBennet"
8 9 "MrCharlesBingley"
8 9 "MrDarcy"
8 9 "MrJones"
7 9 "MrsBennet"
7 9 "SirWilliamLucas"
9 10 "CarolineBingley"
9 10 "ElizabethBennet"
9 10 "JaneBennet"
8 10 "MissGeorgianaDarcy"
9 10 "MrCharlesBingley"
9 10 "MrDarcy"
8 10 "MrHurst"
9 10 "MrsBennet"
8 10 "MrsLouisaHurst"
10 11 "CarolineBingley"
10 11 "ElizabethBennet"
10 11 "JaneBennet"
10 11 "MrCharlesBingley"
10 11 "MrDarcy"
10 11 "MrHurst"
10 11 "MrsLouisaHurst"
11 12 "CarolineBingley"
9 12 "ColonelForster"
11 12 "ElizabethBennet"
11 12 "JaneBennet"
9 12 "LydiaBennet"
7 12 "MaryBennet"
11 12 "MrCharlesBingley"
11 12 "MrDarcy"
10 12 "MrsBennet"
9 13 "CharlotteLucas"
12 13 "ElizabethBennet"
12 13 "JaneBennet"
12 13 "LydiaBennet"
12 13 "MaryBennet"
12 13 "MrCharlesBingley"
12 13 "MrsBennet"
12 14 "ColonelForster"
13 14 "ElizabethBennet"
13 14 "LadyCatherinedeBourgh"
13 14 "LydiaBennet"
13 14 "MrCollins"
13 14 "MrsBennet"
14 15 "ElizabethBennet"
13 15 "JaneBennet"
7 15 "KittyBennet"
14 15 "LadyCatherinedeBourgh"
14 15 "LydiaBennet"
13 15 "MaryBennet"
13 15 "MrCharlesBingley"
14 15 "MrCollins"
12 15 "MrDarcy"
14 15 "MrDenny"
9 15 "MrJones"
14 15 "MrsBennet"
12 16 "CarolineBingley"
15 16 "ElizabethBennet"
15 16 "JaneBennet"
15 16 "LadyCatherinedeBourgh"
15 16 "LydiaBennet"
15 16 "MrCharlesBingley"
15 16 "MrCollins"
15 16 "MrDarcy"
15 16 "MrDenny"
15 16 "MrsBennet"
15 16 "MrWickham"
16 17 "ElizabethBennet"
16 17 "JaneBennet"
15 17 "KittyBennet"
16 17 "LadyCatherinedeBourgh"
16 17 "LydiaBennet"
15 17 "MaryBennet"
16 17 "MrCharlesBingley"
16 17 "MrCollins"
16 17 "MrDarcy"
16 17 "MrsBennet"
16 17 "MrWickham"
16 18 "AnnedeBourgh"
16 18 "CarolineBingley"
13 18 "CharlotteLucas"
17 18 "ElizabethBennet"
17 18 "JaneBennet"
17 18 "LadyCatherinedeBourgh"
9 18 "LadyMariaLucas"
17 18 "LydiaBennet"
17 18 "MaryBennet"
17 18 "MrCharlesBingley"
17 18 "MrCollins"
17 18 "MrDarcy"
16 18 "MrDenny"
17 18 "MrsBennet"
11 18 "MrsLouisaHurst"
17 18 "MrWickham"
9 18 "SirWilliamLucas"
18 19 "AnnedeBourgh"
18 19 "ElizabethBennet"
17 19 "KittyBennet"
18 19 "LadyCatherinedeBourgh"
18 19 "MrCollins"
18 19 "MrsBennet"
18 20 "CharlotteLucas"
19 20 "ElizabethBennet"
18 20 "JaneBennet"
19 20 "KittyBennet"
18 20 "LydiaBennet"
19 20 "MrCollins"
19 20 "MrsBennet"
19 21 "AnnedeBourgh"
18 21 "CarolineBingley"
20 21 "CharlotteLucas"
20 21 "ElizabethBennet"
20 21 "JaneBennet"
10 21 "MissGeorgianaDarcy"
18 21 "MrCharlesBingley"
20 21 "MrCollins"
18 21 "MrDarcy"
11 21 "MrHurst"
20 21 "MrsBennet"
18 21 "MrsLouisaHurst"
18 21 "MrWickham"
21 22 "CharlotteLucas"
21 22 "ElizabethBennet"
21 22 "JaneBennet"
20 22 "KittyBennet"
19 22 "LadyCatherinedeBourgh"
18 22 "LadyMariaLucas"
20 22 "LydiaBennet"
18 22 "MaryBennet"
21 22 "MrCollins"
21 22 "MrsBennet"
18 22 "SirWilliamLucas"
21 23 "CarolineBingley"
22 23 "CharlotteLucas"
22 23 "ElizabethBennet"
22 23 "JaneBennet"
22 23 "KittyBennet"
22 23 "LadyCatherinedeBourgh"
22 23 "LadyMariaLucas"
22 23 "LydiaBennet"
21 23 "MissGeorgianaDarcy"
21 23 "MrCharlesBingley"
22 23 "MrCollins"
22 23 "MrsBennet"
22 23 "SirWilliamLucas"
