"root_node_id" "tag"
"1" "Mr Gridley"
"1" "Mr Tangle"
"2" "Bob Stables"
"2" "Lady Dedlock"
"2" "Mercury"
"2" "Mr Tulkinghorn"
"2" "Sir Dedlock"
"2" "Sladdery"
"3" "Ada Clare"
"3" "Conversation Kenge"
"3" "Esther Summerson"
"3" "John Jarndyce"
"3" "Miss Barbary"
"3" "Miss Donny"
"3" "Mrs Chadband"
"3" "Richard Carstone"
"4" "Caroline Caddy"
"4" "Mr Jellyby"
"4" "Mr Quale"
"4" "Mrs Jellyby"
"4" "Peepy Jellby"
"4" "Priscilla"
"4" "William Guppy"
"5" "Captain Hawden"
"5" "Krook"
"6" "Coavinses"
"6" "Mr Skimpole"
"6" "Mrs Skimpole"
"7" "Mr Rouncewell"
"7" "Mrs Rouncewell"
"7" "Rosa"
"7" "Watt Rouncewell"
"8" "Alfred Pardiggle"
"8" "Egbert Pardiggle"
"8" "Francis Pardiggle"
"8" "Jenny"
"8" "Mr Gusher"
"8" "Mr Pardiggle"
"8" "Mrs Pardiggle"
"8" "Oswald Pardiggle"
"9" "Lawrence Boythorn"
"9" "Mrs Guppy"
"10" "Guster"
"10" "Mr Snagsby"
"10" "Mrs Snagsby"
"10" "Peffer"
"11" "Jo"
"11" "Little Swills"
"11" "Miss Flite"
"11" "Mooney"
"11" "Mrs Perkins"
"11" "Mrs Piper"
"12" "Lord Boodle"
"12" "Mademoiselle Hortense"
"12" "William Buffy"
"13" "Captain Swosser"
"13" "Mr Badger"
"13" "Mrs Badger"
"13" "Professor Dingo"
"14" "Allan Woodcourt"
"14" "Mr Turveydrop"
"14" "Prince Turvey"
"15" "Charley"
"15" "Emma Neckett"
"15" "Mrs Blinder"
"15" "Tom Neckett"
"17" "Mrs Woodcourt"
"19" "Reverend Chadband"
"20" "Bartholomew Smallweed"
"20" "Grandfather Smallweed"
"20" "Jobling"
"20" "Polly"
"21" "George Rouncewell"
"21" "Judy Smallweed"
"21" "Mrs Smallweed"
"21" "Phil Squod"
"22" "Darby"
"22" "Inspector Bucket"
"22" "Liz"
"27" "Malta Bagnet"
"27" "Matthew Bagnet"
"27" "Mrs Bagnet"
"27" "Quebec Bagnet"
"27" "Woolwich Bagnet"
"28" "Volumnia Dedlock"
"30" "Miss Wisk"
"33" "James George Bogsby"
"37" "Mr Grubble"
"37" "Vholes"
"40" "Thomas"
"43" "Arethusa Skimpole"
"43" "Kitty Skimpole"
"43" "Laura Skimpole"
"49" "Mrs Bucket"
