"source" "target" "tag"
1 2 "Clara Copperfield"
1 2 "Clara Peggotty"
1 2 "David Copperfield"
1 2 "Ham Peggotty"
1 2 "Mr Chillip"
2 3 "Clara Copperfield"
2 3 "Clara Peggotty"
2 3 "David Copperfield"
2 3 "Ham Peggotty"
2 3 "Mr Murdstone"
3 4 "Clara Copperfield"
3 4 "Clara Peggotty"
3 4 "Daniel Peggotty"
3 4 "David Copperfield"
3 4 "Ham Peggotty"
3 4 "Little Emily"
3 4 "Mr Gummidge"
3 4 "Mr Murdstone"
3 4 "Mrs Gummidge"
4 5 "Clara Copperfield"
4 5 "Clara Peggotty"
4 5 "Daniel Peggotty"
4 5 "David Copperfield"
4 5 "Jane Murdstone"
4 5 "Little Emily"
4 5 "Mr Murdstone"
5 6 "Clara Copperfield"
5 6 "Clara Peggotty"
5 6 "David Copperfield"
5 6 "James Steerforth"
5 6 "Miss Creakle"
5 6 "Mr Creakle"
5 6 "Mr Mell"
5 6 "Mrs Creakle"
5 6 "Tommy Traddles"
6 7 "Clara Peggotty"
5 7 "Daniel Peggotty"
6 7 "David Copperfield"
5 7 "George Demple"
4 7 "Ham Peggotty"
6 7 "James Steerforth"
5 7 "Jane Murdstone"
5 7 "Little Emily"
6 7 "Miss Creakle"
6 7 "Mr Creakle"
6 7 "Mr Mell"
6 7 "Mr Sharp"
6 7 "Mrs Creakle"
4 7 "Mrs Gummidge"
6 7 "Tommy Traddles"
6 7 "Tungay"
5 8 "Barkis"
6 8 "Clara Copperfield"
7 8 "Clara Peggotty"
7 8 "David Copperfield"
7 8 "James Steerforth"
7 8 "Jane Murdstone"
1 8 "Miss Betsey Trotwood"
7 8 "Mr Creakle"
5 8 "Mr Murdstone"
8 9 "Barkis"
8 9 "Clara Copperfield"
8 9 "Clara Peggotty"
8 9 "David Copperfield"
8 9 "James Steerforth"
8 9 "Jane Murdstone"
2 9 "Mr Chillip"
8 9 "Mr Creakle"
8 9 "Mr Murdstone"
7 9 "Mr Sharp"
7 9 "Mrs Creakle"
7 9 "Tommy Traddles"
9 10 "Barkis"
9 10 "Clara Peggotty"
7 10 "Daniel Peggotty"
9 10 "David Copperfield"
7 10 "Ham Peggotty"
