"root_node_id" "tag"
"1" "Anne Elliot"
"1" "Charles Musgrove"
"1" "Elizabeth Elliot"
"1" "Lady Elliot"
"1" "Lady Russell"
"1" "Mary Elliot"
"1" "Mr John Shepherd"
"1" "Mr William Elliot"
"1" "Sir Walter Elliot"
"1" "Walter Musgrove"
"2" "Mrs Penelope Clay"
"3" "Admiral Baldwin"
"3" "Admiral Croft"
"3" "Captain Frederick Wentworth"
"3" "Edward Wentworth"
"3" "Governor Trent"
"3" "Lord St Ives"
"3" "Mrs Croft"
"3" "Sir Basil Morley"
"5" "Elder Mr Charles Musgrove"
"5" "Henrietta Musgrove"
"5" "Little Charles Musgrove"
"5" "Louisa Musgrove"
"5" "Mackenzie"
"6" "Jemima"
"7" "Mr Robinson"
"8" "Captain Harville"
"8" "Lady Mary Grierson"
"8" "The Miss Hayters"
"9" "Charles Hayter"
"9" "Doctor Shirley"
"9" "Mr Hayter"
"9" "Mrs Hayter"
"11" "Captain Benwick"
"11" "Fanny Harville"
"12" "Mrs Shirley"
"13" "Harry Musgrove"
"13" "Sarah"
"15" "Colonel Wallis"
"15" "Mrs William Elliot"
"16" "The Dowager Countess Dalrymple"
"16" "The Honourable Miss Carteret"
"16" "The Late Viscount Dalrymple"
"17" "Mrs Smith"
"17" "Nurse Rooke"
"17" "Sir Henry Russell"
"18" "Admiral Brand"
"18" "Captain Brigden"
"18" "Sir Archibald Drew"
"19" "Lady Alicia"
"19" "Miss Atkinson"
"19" "Mrs Frankland"
"21" "Charles Smith"
"21" "Mary"
"21" "Mrs Speed"
