"Character","Node"
"Bazzard","22, 11, 20"
"Deputy","23, 5, 12, 18"
"Dick Datchery","18, 23"
"Durdles","23, 5, 18, 12, 14, 4"
"Edwin Drood","13, 11, 15, 8, 17, 23, 7, 3, 2, 9, 16, 14, 10"
"Helena Landless","22, 9, 17, 15, 19, 8, 10, 7, 20, 14, 21, 6, 23, 13"
"Hiram Grewgious","20, 16, 15, 23, 9, 13, 21, 17, 11, 22, 14"
"Jack Chinaman","1, 23"
"Joe","20, 15, 6"
"John Jasper","4, 9, 19, 2, 3, 8, 13, 5, 12, 23, 16, 22, 11, 7, 15, 14, 6, 18, 20, 17, 10"
"Lieutenant Tartar","22, 21, 17"
"Lobley","22"
"Luke Honeythunder","6, 7, 17"
"Miss Brobity","4"
"Miss Dean","2"
"Miss Ferdinand","9, 13"
"Miss Giggles","13, 9"
"Miss Jennings","9"
"Miss Reynolds","9"
"Miss Rickitts","13"
"Miss Twinkleton","9, 3, 21, 13, 19, 14, 7, 22, 6, 20"
"Mr Porters","3"
"Mr Tope","16, 2, 7, 12, 14, 23, 6, 18"
"Mrs Billickin","22"
"Mrs Crisparkle","8, 7, 6, 10, 16, 17"
"Mrs Dean","2"
"Mrs Tisher","13, 9, 3, 7, 19"
"Mrs Tope","2, 18, 16, 23, 14"
"Neville Landless","23, 16, 15, 8, 19, 14, 6, 20, 22, 17, 10, 9, 21, 7, 12"
"Princess Puffer","23"
"Rosa Bud","9, 23, 8, 15, 22, 19, 10, 11, 3, 14, 13, 7, 21, 20"
"Septimus Crisparkle","8, 6, 7, 22, 17, 12, 10, 15, 2, 13, 9, 20, 16, 19, 14, 21, 23"
"The Dean","4, 23, 18, 2, 14, 12, 16"
"Thomas Sapsea","15, 18, 14, 16, 4, 19, 6, 5, 13, 12"
