"root_node_id" "tag"
"1" "ElizabethBennet"
"1" "JaneBennet"
"1" "LadyMariaLucas"
"1" "LydiaBennet"
"1" "MrCharlesBingley"
"1" "MrMorris"
"1" "MrsLong"
"1" "SirWilliamLucas"
"2" "KittyBennet"
"2" "MaryBennet"
"2" "MrsBennet"
"3" "CarolineBingley"
"3" "CharlotteLucas"
"3" "Miss Lucas"
"3" "MrDarcy"
"3" "MrHurst"
"3" "MrsLouisaHurst"
"5" "MasterLucas"
"5" "MrRobinson"
"6" "ColonelForster"
"7" "CaptainCarter"
"8" "MissGeorgianaDarcy"
"8" "MrJones"
"11" "MrsNicholls"
"13" "LadyCatherinedeBourgh"
"13" "MrCollins"
"13" "MrsHill"
"13" "SirLewisdeBourgh"
"14" "MrDenny"
"14" "Richard"
"15" "MrWickham"
"16" "AnnedeBourgh"
"25" "MrGardiner"
"25" "MrsGardiner"
"29" "MissAWebb"
"29" "MissBWebb"
"29" "MissPope"
"30" "ColonelFitzwilliam"
"35" "MrsYounge"
"37" "Dawson"
"37" "John"
"39" "Chamberlayne"
"39" "MaryKing"
"39" "MrsHarrietForster"
"39" "Pratt"
"39" "TheHarringtons"
"41" "ColonelMillar"
"43" "MrsReynolds"
"45" "MrsAnnesley"
"47" "Sally"
"48" "MrBennet"
"49" "Haggerston"
"50" "WilliamGoulding"
"55" "Sarah"
