"node_id" "tags" "dpub"
"1" "Abel Magwitch, Joe Gargery, Mrs Joe Gargery, Pip" "1"
"2" "Abel Magwitch, Avenger, Joe Gargery, Mrs Joe Gargery, Pip" "2"
"3" "Abel Magwitch, Joe Gargery" "3"
"4" "Dunstable, Joe Gargery, Mr Hubble, Mr Wopsle, Mrs Hubble, Mrs Joe Gargery, Pip, Uncle Pumblechook" "4"
"5" "Abel Magwitch, Compeyson, Joe Gargery, Mr Hubble, Mr Wopsle, Mrs Joe Gargery, Pip, Uncle Pumblechook" "5"
"6" "Joe Gargery, Mr Wopsle, Mrs Joe Gargery, Uncle Pumblechook" "6"
"7" "Biddy, Joe Gargery, Miss Havisham, Mr Wopsle, Mrs Joe Gargery, Pip, Uncle Pumblechook" "7"
"8" "Estella, Joe Gargery, Miss Havisham, Mrs Joe Gargery, Pip, Uncle Pumblechook" "8"
"9" "Estella, Joe Gargery, Miss Havisham, Mrs Joe Gargery, Pip, Uncle Pumblechook" "9"
"10" "Abel Magwitch, Biddy, Joe Gargery, Miss Havisham, Mr Wopsle, Mrs Joe Gargery, Pip" "10"
"11" "Bentley Drummle, Camilla, Estella, Georiana Pocket, Herbert Pocket, Joe Gargery, Miss Havisham, Mr Camilla, Mr Pocket, Mrs Joe Gargery, Pip, Sarah Pocket, Uncle Pumblechook" "11"
"12" "Biddy, Estella, Herbert Pocket, Joe Gargery, Miss Havisham, Mrs Joe Gargery, Uncle Pumblechook" "12"
"13" "Estella, Joe Gargery, Miss Havisham, Mr Wopsle, Mrs Joe Gargery, Pip, Uncle Pumblechook" "13"
"14" "Estella, Joe Gargery, Miss Havisham, Mrs Joe Gargery" "14"
"15" "Biddy, Estella, Herbert Pocket, Joe Gargery, Miss Havisham, Mr Wopsle, Mrs Joe Gargery, Orlick Dolge, Pip, Sarah Pocket, Uncle Pumblechook" "15"
"16" "Abel Magwitch, Biddy, Compeyson, Joe Gargery, Mr Wopsle, Mrs Joe Gargery, Orlick Dolge" "16"
"17" "Biddy, Estella, Joe Gargery, Miss Havisham, Mr Wopsle, Mrs Joe Gargery, Orlick Dolge, Pip, Sarah Pocket" "17"
"18" "Biddy, Camilla, Estella, Joe Gargery, Miss Havisham, Mr Camilla, Mr Jaggers, Mr Pocket, Mr Wopsle, Mrs Hubble, Mrs Joe Gargery, Pip, Uncle Pumblechook" "18"
"19" "Biddy, Estella, Joe Gargery, Miss Havisham, Mr Jaggers, Mr Trabb, Mrs Joe Gargery, Pip, Sarah Pocket, Trabb's Boy, Uncle Pumblechook" "19"
"20" "Herbert Pocket, John Wemmick, Mike, Mr Jaggers, Pip" "20"
"21" "Herbert Pocket, John Wemmick, Mr Jaggers, Mr Pocket" "21"
"22" "Biddy, Estella, Flopson, Herbert Pocket, Joe Gargery, Millers, Miss Havisham, Mr Havisham, Mr Jaggers, Mr Pocket, Mr Trabb, Mrs Pocket, Pip, Uncle Pumblechook" "22"
"23" "Bentley Drummle, Dunstable, Flopson, Herbert Pocket, Joe Gargery, Millers, Mr Pocket, Mrs Coiler, Mrs Pocket, Pip, Sophia, Startop" "23"
"24" "Herbert Pocket, John Wemmick, Mr Jaggers, Mr Pocket, Pip" "24"
"25" "Bentley Drummle, Camilla, Georiana Pocket, Herbert Pocket, John Wemmick, Miss Havisham, Mr Camilla, Mr Jaggers, Mr Pocket, Mrs Pocket, Pip, Startop, The Aged" "25"
"26" "Bentley Drummle, Herbert Pocket, John Wemmick, Molly, Mr Jaggers, Mr Pocket, Mrs Pocket, Pip, Startop" "26"
"27" "Avenger, Bentley Drummle, Biddy, Estella, Herbert Pocket, Joe Gargery, Miss Havisham, Mr Wopsle, Pip, Uncle Pumblechook" "27"
"28" "Abel Magwitch, Avenger, Compeyson, Herbert Pocket, Joe Gargery, Miss Havisham, Mr Pocket, Pip, Trabb's Boy, Uncle Pumblechook" "28"
"29" "Estella, Herbert Pocket, Joe Gargery, Miss Havisham, Mr Jaggers, Mr Pocket, Orlick Dolge, Pip, Sarah Pocket" "29"
"30" "Avenger, Clara Barley, Estella, Herbert Pocket, Joe Gargery, Miss Havisham, Mr Jaggers, Mr Trabb, Mr Wopsle, Orlick Dolge, Pip, Trabb's Boy, Uncle Pumblechook" "30"
"31" "Clara Barley, Estella, Herbert Pocket, Miss Havisham, Mr Wopsle, Pip" "31"
"32" "Black Bill, Estella, John Wemmick, Miss Havisham, Mr Jaggers, Mr Pocket, Pip, The Aged" "32"
"33" "Estella, Flopson, Millers, Miss Havisham, Mr Jaggers, Mr Pocket, Mrs Pocket, Pip" "33"
"34" "Avenger, Bentley Drummle, Biddy, Camilla, Estella, Herbert Pocket, Joe Gargery, Miss Havisham, Mr Pocket, Mr Trabb, Mrs Pocket, Pip, Startop" "34"
"35" "Biddy, Joe Gargery, Mr Hubble, Mr Trabb, Mrs Hubble, Mrs Joe Gargery, Orlick Dolge, Pip, Uncle Pumblechook" "35"
"36" "Estella, Herbert Pocket, John Wemmick, Miss Havisham, Mr Jaggers, Pip, The Aged" "36"
"37" "Estella, Herbert Pocket, John Wemmick, Miss Havisham, Miss Skiffins, Mr Clarriker, Mr Jaggers, Mr Wopsle, Pip, Skiffins, The Aged" "37"
"38" "Bentley Drummle, Estella, Herbert Pocket, Miss Havisham, Mr Jaggers, Mrs Brandley, Pip" "38"
"39" "Abel Magwitch, Biddy, Compeyson, Estella, Herbert Pocket, Joe Gargery, John Wemmick, Miss Havisham, Mr Jaggers, Pip" "39"
"40" "Abel Magwitch, Avenger, Herbert Pocket, John Wemmick, Miss Havisham, Mr Jaggers, Pip" "40"
"41" "Abel Magwitch, Compeyson, Herbert Pocket, Mr Clarriker, Pip" "41"
"42" "Abel Magwitch, Compeyson, Herbert Pocket, Miss Havisham, Mr Havisham, Mr Jaggers, Pip" "42"
"43" "Abel Magwitch, Bentley Drummle, Compeyson, Estella, Herbert Pocket, Joe Gargery, Miss Havisham, Mrs Brandley, Orlick Dolge" "43"
"44" "Bentley Drummle, Camilla, Estella, Georiana Pocket, Herbert Pocket, John Wemmick, Miss Havisham, Mr Jaggers, Mr Pocket, Pip, Sarah Pocket" "44"
"45" "Abel Magwitch, Clara Barley, Estella, Herbert Pocket, John Wemmick, Mary Anne, Miss Skiffins, Mr Clarriker, Pip, The Aged" "45"
"46" "Abel Magwitch, Clara Barley, Compeyson, Estella, Herbert Pocket, John Wemmick, Old Barley, Pip" "46"
"47" "Abel Magwitch, Compeyson, Estella, Herbert Pocket, Jack, John Wemmick, Mr Wopsle, Pip" "47"
"48" "Bentley Drummle, Estella, John Wemmick, Miss Havisham, Miss Skiffins, Molly, Mr Jaggers, Pip, The Aged" "48"
"49" "Estella, Herbert Pocket, Miss Havisham, Mr Jaggers, Mr Pocket, Pip" "49"
"50" "Abel Magwitch, Compeyson, Estella, Herbert Pocket, Miss Havisham, Mr Jaggers, Old Barley, Pip" "50"
"51" "Abel Magwitch, Estella, Herbert Pocket, John Wemmick, Mike, Miss Havisham, Mr Jaggers, Pip" "51"
"52" "Abel Magwitch, Clara Barley, Herbert Pocket, Joe Gargery, John Wemmick, Miss Havisham, Mr Clarriker, Old Barley, Skiffins, Startop, Uncle Pumblechook" "52"
"53" "Abel Magwitch, Biddy, Clara Barley, Compeyson, Estella, Herbert Pocket, Joe Gargery, Miss Havisham, Mr Trabb, Mrs Joe Gargery, Old Barley, Orlick Dolge, Pip, Startop, Trabb's Boy" "53"
"54" "Abel Magwitch, Compeyson, Herbert Pocket, Jack, Joe Gargery, John Wemmick, Startop" "54"
"55" "Abel Magwitch, Clara Barley, Compeyson, Herbert Pocket, John Wemmick, Miss Skiffins, Mr Jaggers, Pip, The Aged" "55"
"56" "Abel Magwitch, Mr Jaggers" "56"
"57" "Biddy, Camilla, Estella, Georiana Pocket, Herbert Pocket, Joe Gargery, Miss Havisham, Mr Pocket, Orlick Dolge, Pip, Sarah Pocket, Uncle Pumblechook" "57"
