"source" "target" "tag"
3 4 "Ada Clare"
3 4 "Conversation Kenge"
3 4 "Esther Summerson"
3 4 "John Jarndyce"
3 4 "Richard Carstone"
4 5 "Ada Clare"
4 5 "Caroline Caddy"
4 5 "John Jarndyce"
4 5 "Mr Quale"
4 5 "Mrs Jellyby"
4 5 "Peepy Jellby"
4 5 "Priscilla"
4 5 "Richard Carstone"
5 6 "Ada Clare"
5 6 "Caroline Caddy"
4 6 "Conversation Kenge"
4 6 "Esther Summerson"
5 6 "John Jarndyce"
5 6 "Mrs Jellyby"
5 6 "Peepy Jellby"
5 6 "Richard Carstone"
6 7 "Esther Summerson"
2 7 "Lady Dedlock"
2 7 "Mr Tulkinghorn"
2 7 "Sir Dedlock"
4 7 "William Guppy"
6 8 "Ada Clare"
7 8 "Esther Summerson"
6 8 "John Jarndyce"
4 8 "Mr Jellyby"
6 8 "Mr Skimpole"
6 8 "Mrs Jellyby"
6 8 "Richard Carstone"
8 9 "Ada Clare"
6 9 "Coavinses"
6 9 "Conversation Kenge"
8 9 "Esther Summerson"
8 9 "John Jarndyce"
7 9 "Lady Dedlock"
8 9 "Mr Skimpole"
8 9 "Richard Carstone"
7 9 "Sir Dedlock"
7 9 "William Guppy"
5 10 "Captain Hawden"
9 10 "Coavinses"
5 10 "Krook"
7 10 "Mr Tulkinghorn"
10 11 "Captain Hawden"
10 11 "Guster"
10 11 "Krook"
10 11 "Mr Snagsby"
10 11 "Mr Tulkinghorn"
10 11 "Mrs Snagsby"
9 12 "Lady Dedlock"
9 12 "Lawrence Boythorn"
11 12 "Mr Tulkinghorn"
7 12 "Mrs Rouncewell"
7 12 "Rosa"
9 12 "Sir Dedlock"
7 12 "Watt Rouncewell"
9 13 "Ada Clare"
9 13 "Conversation Kenge"
9 13 "Esther Summerson"
9 13 "John Jarndyce"
12 13 "Lawrence Boythorn"
9 13 "Richard Carstone"
9 13 "William Guppy"
13 14 "Ada Clare"
6 14 "Caroline Caddy"
13 14 "Conversation Kenge"
13 14 "Esther Summerson"
13 14 "John Jarndyce"
11 14 "Krook"
11 14 "Miss Flite"
13 14 "Mr Badger"
8 14 "Mr Jellyby"
5 14 "Mr Quale"
8 14 "Mrs Jellyby"
6 14 "Peepy Jellby"
13 14 "Richard Carstone"
13 14 "William Guppy"
14 15 "Ada Clare"
10 15 "Coavinses"
14 15 "John Jarndyce"
13 15 "Lawrence Boythorn"
1 15 "Mr Gridley"
8 15 "Mr Gusher"
14 15 "Mr Quale"
9 15 "Mr Skimpole"
12 15 "Mr Tulkinghorn"
14 15 "Mrs Jellyby"
8 15 "Mrs Pardiggle"
11 16 "Jo"
14 16 "Krook"
12 16 "Lady Dedlock"
15 16 "Lawrence Boythorn"
2 16 "Mercury"
15 16 "Mr Gridley"
15 16 "Mr Tulkinghorn"
12 16 "Mrs Rouncewell"
12 16 "Rosa"
12 16 "Sir Dedlock"
15 17 "Ada Clare"
14 17 "Allan Woodcourt"
13 17 "Captain Swosser"
14 17 "Caroline Caddy"
14 17 "Conversation Kenge"
14 17 "Esther Summerson"
15 17 "John Jarndyce"
14 17 "Miss Flite"
14 17 "Mr Badger"
13 17 "Mrs Badger"
14 17 "Prince Turvey"
13 17 "Professor Dingo"
14 17 "Richard Carstone"
17 18 "Ada Clare"
17 18 "Conversation Kenge"
17 18 "Esther Summerson"
17 18 "John Jarndyce"
16 18 "Lady Dedlock"
16 18 "Lawrence Boythorn"
12 18 "Mademoiselle Hortense"
17 18 "Mr Badger"
7 18 "Mr Rouncewell"
15 18 "Mr Skimpole"
6 18 "Mrs Skimpole"
17 18 "Richard Carstone"
16 18 "Sir Dedlock"
18 19 "Esther Summerson"
11 19 "Guster"
16 19 "Jo"
16 19 "Krook"
11 19 "Little Swills"
11 19 "Mr Snagsby"
3 19 "Mrs Chadband"
11 19 "Mrs Snagsby"
14 19 "William Guppy"
19 20 "Krook"
17 20 "Miss Flite"
19 20 "Mr Snagsby"
