"source" "target" "tag"
"355" 61 64 "Ned Dennis"
"356" 61 64 "Simon Tappertit"
"357" 64 65 "Gabriel Varden"
"358" 64 65 "Hugh"
"359" 64 65 "Ned Dennis"
"360" 63 66 "Barnaby Rudge"
"361" 65 66 "Hugh"
"362" 65 66 "Ned Dennis"
"363" 62 67 "Geoffrey Haredale"
"364" 62 67 "John Fielding"
"365" 58 67 "John Grueby"
"366" 62 67 "John Willet"
"367" 58 67 "Lord George Gordon"
"368" 43 68 "Edward Chester"
"369" 67 68 "Geoffrey Haredale"
"370" 66 68 "Hugh"
"371" 60 68 "Joe Willet"
"372" 67 68 "John Grueby"
"373" 67 68 "John Willet"
"374" 66 69 "Barnaby Rudge"
"375" 68 69 "Hugh"
"376" 69 70 "Barnaby Rudge"
"377" 69 70 "Hugh"
"378" 66 70 "Ned Dennis"
"379" 63 70 "Stagg"
"380" 60 71 "Dolly Varden"
"381" 60 71 "Emma Haredale"
"382" 60 71 "Gashford"
"383" 70 71 "Hugh"
"384" 64 71 "Miggs"
"385" 70 71 "Ned Dennis"
"386" 64 71 "Simon Tappertit"
"387" 71 72 "Dolly Varden"
"388" 68 72 "Edward Chester"
"389" 71 72 "Emma Haredale"
"390" 71 72 "Gashford"
"391" 68 72 "Geoffrey Haredale"
"392" 71 72 "Hugh"
"393" 68 72 "Joe Willet"
"394" 68 72 "John Willet"
"395" 52 72 "Martha Varden"
"396" 71 72 "Miggs"
"397" 71 72 "Ned Dennis"
"398" 71 72 "Simon Tappertit"
"399" 32 72 "The Black Lion"
"400" 72 73 "Dolly Varden"
"401" 72 73 "Edward Chester"
"402" 72 73 "Joe Willet"
"403" 72 73 "John Willet"
"404" 72 73 "Martha Varden"
"405" 72 73 "The Black Lion"
"406" 55 73 "Tom Cobb"
"407" 70 74 "Barnaby Rudge"
"408" 73 74 "Dolly Varden"
"409" 72 74 "Emma Haredale"
"410" 73 74 "Joe Willet"
"411" 67 74 "Lord George Gordon"
"412" 65 75 "Gabriel Varden"
"413" 72 75 "Hugh"
"414" 72 75 "Ned Dennis"
"415" 74 76 "Barnaby Rudge"
"416" 73 76 "Edward Chester"
"417" 75 76 "Gabriel Varden"
"418" 75 76 "Hugh"
"419" 54 76 "John Chester"
"420" 73 76 "John Willet"
"421" 75 76 "Ned Dennis"
"422" 24 76 "Peak"
"423" 76 77 "Barnaby Rudge"
"424" 72 77 "Geoffrey Haredale"
"425" 76 77 "Hugh"
"426" 76 77 "John Chester"
"427" 52 77 "Mary Jones"
"428" 63 77 "Mr Rudge"
"429" 76 77 "Ned Dennis"
"430" 65 78 "Akerman"
"431" 77 78 "Barnaby Rudge"
"432" 77 78 "Hugh"
"433" 77 78 "Mr Rudge"
"434" 77 78 "Ned Dennis"
"435" 74 79 "Dolly Varden"
"436" 76 79 "Edward Chester"
"437" 76 79 "Gabriel Varden"
"438" 74 79 "Joe Willet"
"439" 76 79 "John Willet"
"440" 73 79 "The Black Lion"
"441" 78 80 "Barnaby Rudge"
"442" 79 80 "Edward Chester"
"443" 74 80 "Emma Haredale"
"444" 79 80 "Gabriel Varden"
"445" 77 80 "Geoffrey Haredale"
"446" 79 80 "John Willet"
"447" 73 80 "Martha Varden"
"448" 72 80 "Miggs"
"449" 78 80 "Mr Rudge"
"450" 79 80 "The Black Lion"
"451" 79 81 "Dolly Varden"
"452" 79 81 "Joe Willet"
"453" 80 81 "John Willet"
"454" 80 81 "Martha Varden"
"455" 80 81 "Miggs"
"456" 80 82 "Edward Chester"
"457" 72 82 "Gashford"
"458" 80 82 "Geoffrey Haredale"
"459" 77 82 "John Chester"
"460" 81 82 "John Willet"
"461" 80 83 "Barnaby Rudge"
"462" 81 83 "Dolly Varden"
"463" 82 83 "Edward Chester"
"464" 80 83 "Gabriel Varden"
"465" 82 83 "Gashford"
"466" 82 83 "Geoffrey Haredale"
"467" 78 83 "Hugh"
"468" 81 83 "Joe Willet"
"469" 68 83 "John Grueby"
"470" 82 83 "John Willet"
"471" 74 83 "Lord George Gordon"
"472" 81 83 "Miggs"
"473" 55 83 "Phil Parkes"
"474" 72 83 "Simon Tappertit"
"475" 57 83 "Solomon Daisy"
"476" 73 83 "Tom Cobb"
