"Character","Node"
"Anny","24"
"Artful Dodger","16, 8, 47, 25, 9, 26, 10, 43, 13, 39, 12, 19, 18"
"Barney","45, 15, 22, 42, 26"
"Bet","47, 9, 18, 16, 25"
"Bill Sikes","20, 18, 47, 22, 28, 48, 15, 21, 42, 16, 25, 13, 44, 40, 53, 52, 26, 50, 19, 32, 39"
"Blathers","41, 31"
"Brittles","30, 29, 31, 53, 28"
"Charley Bates","10, 39, 43, 9, 47, 25, 50, 16, 12, 53, 13, 18"
"Charlotte","4, 6, 53, 5, 27, 7, 42"
"Conkey Chickweed","31"
"Dick","51, 17, 15, 7"
"Duff","31, 35, 41"
"Edward Leeford","41, 51, 46, 39, 40, 47, 49, 52, 26, 53, 38"
"Fagin","16, 47, 9, 12, 53, 25, 43, 39, 45, 32, 44, 48, 18, 50, 26, 8, 15, 40, 20, 46, 42, 19, 52, 13, 51, 22"
"Grannett","23"
"Harry Maylie","35, 34, 51, 33, 36, 41, 53"
"Jem Spyers","31"
"Kags","50"
"Martha","24"
"Morris Bolter","43, 42, 45"
"Mr Brownlow","11, 12, 41, 16, 53, 49, 52, 17, 51, 14, 46, 32"
"Mr Bumble","5, 7, 23, 51, 37, 53, 38, 6, 2, 14, 3, 4, 17, 27"
"Mr Fang","13, 11"
"Mr Gamfield","51, 3"
"Mr Giles","31, 29, 35, 36, 53, 41, 34, 30, 32, 28"
"Mr Grimwig","41, 14, 17, 51, 53"
"Mr Limbkins","2, 3"
"Mr Lively","26"
"Mr Losberne","35, 49, 29, 32, 41, 30, 53, 51, 31, 34, 33, 36"
"Mr Mann","17"
"Mr Slout","27"
"Mr Sowerberry","4, 5, 7, 42, 6, 51, 8, 27"
"Mrs Bedwin","14, 41, 51, 32, 12, 17, 15"
"Mrs Bolter","42"
"Mrs Corney","37, 24, 27, 23"
"Mrs Mann","2, 17"
"Mrs Maylie","53, 29, 30, 32, 33, 34, 31, 35, 51, 41"
"Mrs Sowerberry","5, 4, 27, 6, 7"
"Nancy","20, 41, 42, 16, 18, 15, 9, 40, 19, 47, 46, 39, 44, 26, 13"
"Ned","19, 21"
"Noah Claypole","47, 43, 6, 42, 7, 53, 46, 5, 45, 27"
"Oliver Twist","1, 16, 9, 41, 2, 10, 5, 30, 3, 17, 19, 34, 25, 4, 12, 20, 18, 31, 21, 7, 15, 13, 22, 8, 28, 6, 14, 23, 24, 46, 40, 35, 36, 27, 53, 11, 37, 32, 33, 51, 52"
"Phil Barker","26"
"Rose Maylie","33, 34, 36, 42, 35, 51, 40, 32, 46, 29, 53, 41, 30, 31"
"Sally","24, 37, 38, 23, 51"
"Toby Crackit","39, 50, 22, 25, 19, 26, 28, 27"
"Tom Chitling","25, 50, 18, 39"
