"root_node_id" "tag"
"1" "CatherineMorland"
"1" "GeorgeMorland"
"1" "HarrietMorland"
"1" "JamesMorland"
"1" "LittleRichardMorland"
"1" "MrAllen"
"1" "MrRichardMorland"
"1" "SarahMoreland"
"2" "GeorgeParry"
"2" "MrsAllen"
"3" "MrHenryTilney"
"3" "MrKing"
"4" "AnneThorpe"
"4" "EdwardThorpe"
"4" "IsabellaThorpe"
"4" "JohnThorpe"
"4" "MariaThorpe"
"4" "MrsThorpe"
"4" "WilliamThorpe"
"6" "CaptainHunt"
"6" "MissAndrews"
"7" "Freeman"
"7" "Jackson"
"8" "EleanorTilney"
"8" "MrsHughes"
"9" "MrDrummond"
"9" "MrsTilney"
"10" "GeneralTilney"
"13" "William"
"14" "CaptainFrederickTilney"
"14" "Emily"
"14" "Sophia"
"16" "CharlesHodges"
"17" "GeneralCourteney"
"17" "MarquisofLongtown"
"20" "Dorothy"
"27" "AnneMitchell"
"28" "LadyAliceLongtown"
"31" "TheViscount"
