"root_node_id" "tag"
"1" "Hugh"
"1" "Mary Jones"
"1" "Ned Dennis"
"2" "Emma Haredale"
"2" "Geoffrey Haredale"
"2" "Joe Willet"
"2" "John Willet"
"2" "Mr Rudge"
"2" "Phil Parkes"
"2" "Solomon Daisy"
"2" "Tom Cobb"
"3" "Gabriel Varden"
"3" "Martha Varden"
"4" "Barnaby Rudge"
"4" "Dolly Varden"
"5" "Mrs Rudge"
"5" "Simon Tappertit"
"6" "John Chester"
"7" "Edward Chester"
"8" "Miggs"
"9" "Mark Gilbert"
"9" "Stagg"
"14" "The Black Lion"
"24" "Peak"
"36" "Gashford"
"36" "John Grueby"
"36" "Lord George Gordon"
"50" "General Conway"
"59" "Tom Green"
"62" "John Fielding"
"62" "Philips"
"65" "Akerman"
"68" "Lord Algernon Percy"
"74" "Herbert"
