"Character","Node","Type","Appearances"
"Admiral Baldwin",3,"First Appearance",1
"Admiral Baldwin",3,"Last Appearance",1
"Admiral Brand",18,"First Appearance",1
"Admiral Brand",18,"Last Appearance",1
"Admiral Croft",3,"First Appearance",12
"Admiral Croft",23,"Last Appearance",12
"Anne Elliot",24,"Last Appearance",24
"Anne Elliot",1,"First Appearance",24
"Captain Benwick",24,"Last Appearance",10
"Captain Benwick",11,"First Appearance",10
"Captain Brigden",18,"First Appearance",1
"Captain Brigden",18,"Last Appearance",1
"Captain Frederick Wentworth",3,"First Appearance",18
"Captain Frederick Wentworth",24,"Last Appearance",18
"Captain Harville",23,"Last Appearance",9
"Captain Harville",8,"First Appearance",9
"Charles Hayter",24,"Last Appearance",8
"Charles Hayter",9,"First Appearance",8
"Charles Musgrove",1,"First Appearance",16
"Charles Musgrove",23,"Last Appearance",16
"Charles Smith",21,"First Appearance",1
"Charles Smith",21,"Last Appearance",1
"Colonel Wallis",21,"Last Appearance",5
"Colonel Wallis",15,"First Appearance",5
"Doctor Shirley",12,"Last Appearance",2
"Doctor Shirley",9,"First Appearance",2
"Edward Wentworth",3,"First Appearance",7
"Edward Wentworth",23,"Last Appearance",7
"Elder Mr Charles Musgrove",5,"First Appearance",15
"Elder Mr Charles Musgrove",23,"Last Appearance",15
"Elizabeth Elliot",1,"First Appearance",17
"Elizabeth Elliot",24,"Last Appearance",17
"Fanny Harville",20,"Last Appearance",3
"Fanny Harville",11,"First Appearance",3
"Governor Trent",3,"Last Appearance",1
"Governor Trent",3,"First Appearance",1
"Harry Musgrove",13,"First Appearance",1
"Harry Musgrove",13,"Last Appearance",1
"Henrietta Musgrove",5,"First Appearance",14
"Henrietta Musgrove",23,"Last Appearance",14
"Jemima",18,"Last Appearance",3
"Jemima",6,"First Appearance",3
"Lady Alicia",22,"Last Appearance",2
"Lady Alicia",19,"First Appearance",2
"Lady Elliot",1,"First Appearance",4
"Lady Elliot",21,"Last Appearance",4
"Lady Mary Grierson",8,"First Appearance",1
"Lady Mary Grierson",8,"Last Appearance",1
"Lady Russell",24,"Last Appearance",20
"Lady Russell",1,"First Appearance",20
"Little Charles Musgrove",5,"Last Appearance",1
"Little Charles Musgrove",5,"First Appearance",1
"Lord St Ives",3,"First Appearance",1
"Lord St Ives",3,"Last Appearance",1
"Louisa Musgrove",5,"First Appearance",15
"Louisa Musgrove",23,"Last Appearance",15
"Mackenzie",5,"First Appearance",1
"Mackenzie",5,"Last Appearance",1
"Mary",21,"Last Appearance",1
"Mary",21,"First Appearance",1
"Mary Elliot",24,"Last Appearance",19
"Mary Elliot",1,"First Appearance",19
"Miss Atkinson",19,"First Appearance",1
"Miss Atkinson",19,"Last Appearance",1
"Mr Hayter",9,"First Appearance",2
"Mr Hayter",18,"Last Appearance",2
"Mr John Shepherd",13,"Last Appearance",5
"Mr John Shepherd",1,"First Appearance",5
"Mr Robinson",7,"Last Appearance",1
"Mr Robinson",7,"First Appearance",1
"Mr William Elliot",1,"First Appearance",13
"Mr William Elliot",24,"Last Appearance",13
"Mrs Croft",3,"First Appearance",12
"Mrs Croft",23,"Last Appearance",12
"Mrs Frankland",19,"Last Appearance",1
"Mrs Frankland",19,"First Appearance",1
"Mrs Hayter",18,"Last Appearance",2
"Mrs Hayter",9,"First Appearance",2
"Mrs Penelope Clay",2,"First Appearance",14
"Mrs Penelope Clay",24,"Last Appearance",14
"Mrs Shirley",12,"First Appearance",1
"Mrs Shirley",12,"Last Appearance",1
"Mrs Smith",17,"First Appearance",6
"Mrs Smith",24,"Last Appearance",6
"Mrs Speed",21,"Last Appearance",1
"Mrs Speed",21,"First Appearance",1
"Mrs William Elliot",15,"Last Appearance",1
"Mrs William Elliot",15,"First Appearance",1
"Nurse Rooke",17,"First Appearance",2
"Nurse Rooke",21,"Last Appearance",2
"Sarah",13,"First Appearance",2
"Sarah",23,"Last Appearance",2
"Sir Archibald Drew",18,"Last Appearance",1
"Sir Archibald Drew",18,"First Appearance",1
"Sir Basil Morley",3,"Last Appearance",1
"Sir Basil Morley",3,"First Appearance",1
"Sir Henry Russell",17,"First Appearance",1
"Sir Henry Russell",17,"Last Appearance",1
"Sir Walter Elliot",1,"First Appearance",17
"Sir Walter Elliot",24,"Last Appearance",17
"The Dowager Countess Dalrymple",23,"Last Appearance",8
"The Dowager Countess Dalrymple",16,"First Appearance",8
"The Honourable Miss Carteret",22,"Last Appearance",4
"The Honourable Miss Carteret",16,"First Appearance",4
"The Late Viscount Dalrymple",16,"First Appearance",2
"The Late Viscount Dalrymple",22,"Last Appearance",2
"The Miss Hayters",8,"First Appearance",1
"The Miss Hayters",8,"Last Appearance",1
"Walter Musgrove",1,"First Appearance",4
"Walter Musgrove",21,"Last Appearance",4
