"V1","V2"
"Mr Bumble","Mr Limbkins"
"Mr Bumble","Mrs Mann"
"Mr Bumble","Oliver Twist"
"Mr Limbkins","Mrs Mann"
"Mr Limbkins","Oliver Twist"
"Mrs Mann","Oliver Twist"
"Mr Bumble","Mr Gamfield"
"Mr Gamfield","Mr Limbkins"
"Mr Gamfield","Oliver Twist"
"Charlotte","Mr Bumble"
"Charlotte","Mr Sowerberry"
"Charlotte","Mrs Sowerberry"
"Charlotte","Oliver Twist"
"Mr Bumble","Mr Sowerberry"
"Mr Bumble","Mrs Sowerberry"
"Mr Sowerberry","Mrs Sowerberry"
"Mr Sowerberry","Oliver Twist"
"Mrs Sowerberry","Oliver Twist"
"Charlotte","Noah Claypole"
"Mr Bumble","Noah Claypole"
"Mr Sowerberry","Noah Claypole"
"Mrs Sowerberry","Noah Claypole"
"Noah Claypole","Oliver Twist"
"Charlotte","Dick"
"Dick","Mr Bumble"
"Dick","Mr Sowerberry"
"Dick","Mrs Sowerberry"
"Dick","Noah Claypole"
"Dick","Oliver Twist"
"Artful Dodger","Fagin"
"Artful Dodger","Mr Sowerberry"
"Artful Dodger","Oliver Twist"
"Fagin","Mr Sowerberry"
"Fagin","Oliver Twist"
"Artful Dodger","Bet"
"Artful Dodger","Charley Bates"
"Artful Dodger","Nancy"
"Bet","Charley Bates"
"Bet","Fagin"
"Bet","Nancy"
"Bet","Oliver Twist"
"Charley Bates","Fagin"
"Charley Bates","Nancy"
"Charley Bates","Oliver Twist"
"Fagin","Nancy"
"Nancy","Oliver Twist"
"Mr Brownlow","Mr Fang"
"Mr Brownlow","Oliver Twist"
"Mr Fang","Oliver Twist"
"Artful Dodger","Mr Brownlow"
"Artful Dodger","Mrs Bedwin"
"Charley Bates","Mr Brownlow"
"Charley Bates","Mrs Bedwin"
"Fagin","Mr Brownlow"
"Fagin","Mrs Bedwin"
"Mr Brownlow","Mrs Bedwin"
"Mrs Bedwin","Oliver Twist"
"Artful Dodger","Bill Sikes"
"Artful Dodger","Mr Fang"
"Bill Sikes","Charley Bates"
"Bill Sikes","Fagin"
"Bill Sikes","Mr Fang"
"Bill Sikes","Nancy"
"Bill Sikes","Oliver Twist"
"Charley Bates","Mr Fang"
"Fagin","Mr Fang"
"Mr Fang","Nancy"
"Mr Brownlow","Mr Bumble"
"Mr Brownlow","Mr Grimwig"
"Mr Bumble","Mr Grimwig"
"Mr Bumble","Mrs Bedwin"
"Mr Grimwig","Mrs Bedwin"
"Mr Grimwig","Oliver Twist"
"Barney","Bill Sikes"
"Barney","Dick"
"Barney","Fagin"
"Barney","Mrs Bedwin"
"Barney","Nancy"
"Barney","Oliver Twist"
"Bill Sikes","Dick"
"Bill Sikes","Mrs Bedwin"
"Dick","Fagin"
"Dick","Mrs Bedwin"
"Dick","Nancy"
"Mrs Bedwin","Nancy"
"Bet","Bill Sikes"
"Bet","Mr Brownlow"
"Bill Sikes","Mr Brownlow"
"Mr Brownlow","Nancy"
"Dick","Mr Brownlow"
"Dick","Mr Grimwig"
"Dick","Mr Mann"
"Dick","Mrs Mann"
"Mr Brownlow","Mr Mann"
"Mr Brownlow","Mrs Mann"
"Mr Bumble","Mr Mann"
