"root_node_id" "tag"
"1" "Kit Nubbles"
"1" "Little Nell"
"1" "Nell Trent"
"1" "Nell's Grandfather"
"2" "Dick Swiveller"
"3" "Daniel Quilp"
"3" "Mrs Betsy Quilp"
"4" "Mrs George"
"4" "Mrs Henrietta Simmons"
"4" "Mrs Jiniwin"
"6" "Frederick Trent"
"7" "Sophia Wackles"
"7" "The Bachelor"
"8" "Jane Wackles"
"8" "Melissa Wackles"
"8" "Miss Cheggs"
"8" "Mr Cheggs"
"8" "Mrs Wackles"
"10" "Mrs Nubbles"
"11" "Sampson Brass"
"13" "Jacob Nubbles"
"14" "Abel Garland"
"14" "Mr Chuckster"
"14" "Mr Garland"
"14" "Mr Tomkinley"
"14" "Mr Witherden"
"14" "Whisker"
"16" "The Clergyman"
"16" "Thomas Codlin"
"17" "Mr Grinder"
"17" "Mr Harris"
"18" "Jerry"
"18" "Tom Scott"
"19" "Maunders"
"19" "Mr Vuffin"
"19" "Sweet William"
"21" "Mrs Garland"
"22" "Barbara"
"25" "Dame West"
"25" "Harry"
"26" "George"
"27" "Mrs Jarley"
"28" "Mr Slum"
"29" "Isaac List"
"29" "James Groves"
"29" "Miss Monflathers"
"31" "Miss Edwards"
"33" "Sally Brass"
"36" "Foxey"
"42" "Joe Jowl"
"52" "John Owen"
"52" "Mr Marton"
"52" "Richard Evans"
"54" "Becky Morgan"
"54" "David"
"57" "Sophronia Sphynx"
