"V1","V2"
"1","Oliver Twist"
"2","Mr Bumble"
"2","Mr Limbkins"
"2","Oliver Twist"
"3","Mr Bumble"
"3","Oliver Twist"
"4","Charlotte"
"4","Mr Bumble"
"4","Mr Sowerberry"
"4","Mrs Sowerberry"
"4","Oliver Twist"
"5","Charlotte"
"5","Mr Bumble"
"5","Mr Sowerberry"
"5","Mrs Sowerberry"
"5","Noah Claypole"
"5","Oliver Twist"
"6","Charlotte"
"6","Mr Bumble"
"6","Mr Sowerberry"
"6","Mrs Sowerberry"
"6","Noah Claypole"
"6","Oliver Twist"
"7","Mr Sowerberry"
"7","Oliver Twist"
"8","Artful Dodger"
"8","Fagin"
"8","Oliver Twist"
"9","Artful Dodger"
"9","Charley Bates"
"9","Oliver Twist"
"10","Oliver Twist"
"10","Artful Dodger"
"10","Charley Bates"
"9","Fagin"
"11","Mr Brownlow"
"11","Oliver Twist"
"12","Artful Dodger"
"12","Charley Bates"
"12","Fagin"
"11","Mr Fang"
"9","Nancy"
"12","Oliver Twist"
"12","Mr Brownlow"
"7","Mr Bumble"
"12","Mrs Bedwin"
"13","Oliver Twist"
"13","Bill Sikes"
"7","Dick"
"13","Fagin"
"14","Mrs Bedwin"
"13","Nancy"
"14","Oliver Twist"
"13","Artful Dodger"
"9","Bet"
"15","Bill Sikes"
"13","Charley Bates"
"15","Fagin"
"14","Mr Brownlow"
"15","Nancy"
"15","Oliver Twist"
"15","Dick"
"16","Mr Brownlow"
"14","Mr Bumble"
"14","Mr Grimwig"
"15","Mrs Bedwin"
"2","Mrs Mann"
"16","Oliver Twist"
"16","Artful Dodger"
"16","Bet"
"16","Bill Sikes"
"16","Charley Bates"
"16","Fagin"
"16","Nancy"
"17","Oliver Twist"
"18","Artful Dodger"
"18","Bill Sikes"
"18","Fagin"
"18","Nancy"
"18","Oliver Twist"
"19","Bill Sikes"
"19","Fagin"
"19","Nancy"
"19","Oliver Twist"
"20","Bill Sikes"
"19","Ned"
"20","Oliver Twist"
"15","Barney"
"21","Bill Sikes"
"20","Fagin"
"21","Oliver Twist"
"19","Toby Crackit"
"17","Mr Bumble"
"22","Oliver Twist"
"23","Mrs Corney"
"23","Oliver Twist"
"23","Sally"
"19","Artful Dodger"
"18","Bet"
"22","Bill Sikes"
"18","Charley Bates"
"22","Fagin"
"24","Oliver Twist"
"22","Toby Crackit"
"18","Tom Chitling"
"25","Artful Dodger"
"22","Barney"
"25","Bill Sikes"
"25","Fagin"
"20","Nancy"
"25","Toby Crackit"
"7","Charlotte"
"23","Mr Bumble"
"8","Mr Sowerberry"
"24","Mrs Corney"
"7","Mrs Sowerberry"
"7","Noah Claypole"
"25","Oliver Twist"
"26","Toby Crackit"
"26","Bill Sikes"
"27","Oliver Twist"
"27","Toby Crackit"
"28","Brittles"
"28","Mr Giles"
"29","Brittles"
"29","Mr Giles"
"29","Mr Losberne"
"29","Mrs Maylie"
"28","Oliver Twist"
"29","Rose Maylie"
"30","Brittles"
"30","Mr Giles"
"30","Mr Losberne"
"30","Mrs Maylie"
"30","Oliver Twist"
"30","Rose Maylie"
"28","Bill Sikes"
"26","Fagin"
"17","Mr Brownlow"
"31","Mr Giles"
"31","Mr Losberne"
"17","Mrs Bedwin"
"31","Mrs Maylie"
"31","Oliver Twist"
"31","Rose Maylie"
"32","Mr Losberne"
"32","Mrs Maylie"
"32","Oliver Twist"
"32","Rose Maylie"
"33","Harry Maylie"
"32","Mr Giles"
"33","Mr Losberne"
"33","Mrs Maylie"
"33","Oliver Twist"
"33","Rose Maylie"
"31","Duff"
"34","Harry Maylie"
"34","Mr Giles"
"34","Mr Losberne"
"34","Mrs Maylie"
"34","Oliver Twist"
"34","Rose Maylie"
"35","Harry Maylie"
"35","Mr Giles"
"35","Mr Losberne"
"35","Oliver Twist"
"35","Rose Maylie"
"27","Mr Bumble"
"27","Mrs Corney"
"36","Oliver Twist"
"24","Sally"
"26","Edward Leeford"
"37","Mr Bumble"
"37","Sally"
"26","Artful Dodger"
"32","Bill Sikes"
"25","Charley Bates"
"38","Edward Leeford"
"32","Fagin"
"26","Nancy"
"28","Toby Crackit"
"25","Tom Chitling"
"39","Bill Sikes"
"39","Edward Leeford"
"39","Fagin"
"39","Nancy"
"37","Oliver Twist"
"36","Rose Maylie"
"31","Blathers"
"35","Duff"
"40","Edward Leeford"
"36","Harry Maylie"
"32","Mr Brownlow"
"36","Mr Giles"
"17","Mr Grimwig"
"36","Mr Losberne"
"32","Mrs Bedwin"
"35","Mrs Maylie"
"40","Nancy"
"40","Oliver Twist"
"40","Rose Maylie"
"26","Barney"
"40","Bill Sikes"
"27","Charlotte"
"40","Fagin"
"27","Mr Sowerberry"
"41","Nancy"
"27","Noah Claypole"
"41","Rose Maylie"
"39","Artful Dodger"
"39","Charley Bates"
"42","Fagin"
"42","Morris Bolter"
"42","Noah Claypole"
"42","Bill Sikes"
"43","Fagin"
"42","Nancy"
"42","Barney"
"44","Fagin"
"43","Morris Bolter"
"43","Noah Claypole"
"41","Edward Leeford"
"45","Fagin"
"41","Mr Brownlow"
"44","Nancy"
"45","Noah Claypole"
"41","Oliver Twist"
"42","Rose Maylie"
"43","Artful Dodger"
"25","Bet"
"44","Bill Sikes"
"43","Charley Bates"
"46","Edward Leeford"
"46","Fagin"
"46","Nancy"
"46","Noah Claypole"
"47","Bill Sikes"
"47","Fagin"
"47","Edward Leeford"
"46","Mr Brownlow"
"41","Mr Losberne"
"48","Bill Sikes"
"47","Charley Bates"
"48","Fagin"
"39","Toby Crackit"
"39","Tom Chitling"
"17","Dick"
"49","Edward Leeford"
"50","Fagin"
"41","Harry Maylie"
"49","Mr Brownlow"
"38","Mr Bumble"
"3","Mr Gamfield"
"41","Mr Grimwig"
"49","Mr Losberne"
"42","Mr Sowerberry"
"41","Mrs Bedwin"
"41","Mrs Maylie"
"46","Oliver Twist"
"46","Rose Maylie"
"38","Sally"
"50","Bill Sikes"
"51","Edward Leeford"
"51","Fagin"
"51","Mr Brownlow"
"51","Oliver Twist"
"52","Bill Sikes"
"31","Brittles"
"50","Charley Bates"
"42","Charlotte"
"52","Edward Leeford"
"52","Fagin"
"51","Harry Maylie"
"52","Mr Brownlow"
"51","Mr Bumble"
"41","Mr Giles"
"51","Mr Grimwig"
"51","Mr Losberne"
