"Character","Node","Type","Appearances"
"Anonymous Woman",16,"First Appearance",3
"Anonymous Woman",55,"Last Appearance",3
"Anthony Chuzzlewit",5,"First Appearance",14
"Anthony Chuzzlewit",52,"Last Appearance",14
"Augustus Moddle",10,"First Appearance",8
"Augustus Moddle",55,"Last Appearance",8
"Bullamy",28,"First Appearance",2
"Bullamy",52,"Last Appearance",2
"Captain Kedgick",35,"Last Appearance",2
"Captain Kedgick",23,"First Appearance",2
"Charity Pecksniff",3,"First Appearance",16
"Charity Pecksniff",55,"Last Appearance",16
"Chevy Slyme",5,"First Appearance",4
"Chevy Slyme",52,"Last Appearance",4
"Chiggle",35,"First Appearance",1
"Chiggle",35,"Last Appearance",1
"Chuffey",55,"Last Appearance",11
"Chuffey",12,"First Appearance",11
"Cicero",18,"First Appearance",1
"Cicero",18,"Last Appearance",1
"Colonel Diver",17,"First Appearance",2
"Colonel Diver",22,"Last Appearance",2
"Colonel Groper",35,"First Appearance",1
"Colonel Groper",35,"Last Appearance",1
"David Crimple",52,"Last Appearance",5
"David Crimple",28,"First Appearance",5
"Doctor Dunkle",35,"First Appearance",1
"Doctor Dunkle",35,"Last Appearance",1
"Doctor Jobling",20,"First Appearance",7
"Doctor Jobling",43,"Last Appearance",7
"General Choke",22,"First Appearance",2
"General Choke",34,"Last Appearance",2
"General Fladdock",18,"First Appearance",2
"General Fladdock",35,"Last Appearance",2
"George Chuzzlewit",55,"Last Appearance",2
"George Chuzzlewit",5,"First Appearance",2
"Jack Coach",37,"First Appearance",1
"Jack Coach",37,"Last Appearance",1
"Jane",32,"First Appearance",1
"Jane",32,"Last Appearance",1
"Jeff Brick",17,"First Appearance",3
"Jeff Brick",22,"Last Appearance",3
"Jodd",35,"Last Appearance",1
"Jodd",35,"First Appearance",1
"John Westlock",3,"First Appearance",19
"John Westlock",54,"Last Appearance",19
"Jonas Chuzzlewit",5,"First Appearance",25
"Jonas Chuzzlewit",55,"Last Appearance",25
"Julius Bib",35,"First Appearance",1
"Julius Bib",35,"Last Appearance",1
"La Fayette Kettle",22,"Last Appearance",1
"La Fayette Kettle",22,"First Appearance",1
"Lewsome",26,"First Appearance",5
"Lewsome",52,"Last Appearance",5
"Major Chollop",34,"First Appearance",2
"Major Chollop",35,"Last Appearance",2
"Major Pawkins",17,"First Appearance",2
"Major Pawkins",22,"Last Appearance",2
"Mark Tapley",6,"First Appearance",22
"Mark Tapley",55,"Last Appearance",22
"Martin Jr",54,"Last Appearance",30
"Martin Jr",4,"First Appearance",30
"Martin Sr",55,"Last Appearance",29
"Martin Sr",4,"First Appearance",29
"Mary",31,"First Appearance",4
"Mary",53,"Last Appearance",4
"Mercy Pecksniff",3,"First Appearance",20
"Mercy Pecksniff",55,"Last Appearance",20
"Miss Codger",35,"Last Appearance",1
"Miss Codger",35,"First Appearance",1
"Miss Toppit",35,"Last Appearance",1
"Miss Toppit",35,"First Appearance",1
"Misses Mould",26,"First Appearance",1
"Misses Mould",26,"Last Appearance",1
"Mr Bevan",18,"First Appearance",6
"Mr Bevan",44,"Last Appearance",6
"Mr Fips",54,"Last Appearance",5
"Mr Fips",40,"First Appearance",5
"Mr Gander",10,"Last Appearance",1
"Mr Gander",10,"First Appearance",1
"Mr Izzard",35,"First Appearance",1
"Mr Izzard",35,"Last Appearance",1
"Mr Jinkins",9,"First Appearance",6
"Mr Jinkins",55,"Last Appearance",6
"Mr Mould",20,"First Appearance",4
"Mr Mould",52,"Last Appearance",4
"Mr Norris",18,"First Appearance",2
"Mr Norris",34,"Last Appearance",2
"Mr Pip",29,"Last Appearance",1
"Mr Pip",29,"First Appearance",1
"Mr/Mrs Spottletoe",5,"First Appearance",2
"Mr/Mrs Spottletoe",55,"Last Appearance",2
"Mrs Gamp",20,"First Appearance",15
"Mrs Gamp",53,"Last Appearance",15
"Mrs Gill",30,"First Appearance",1
"Mrs Gill",30,"Last Appearance",1
"Mrs Hominy",35,"Last Appearance",3
"Mrs Hominy",23,"First Appearance",3
"Mrs Lupin",4,"First Appearance",16
"Mrs Lupin",54,"Last Appearance",16
"Mrs Mould",26,"First Appearance",2
"Mrs Mould",30,"Last Appearance",2
"Mrs Ned Chuzzlewit",1,"First Appearance",4
"Mrs Ned Chuzzlewit",55,"Last Appearance",4
"Mrs Norris",18,"Last Appearance",1
"Mrs Norris",18,"First Appearance",1
"Mrs Pawkins",17,"First Appearance",2
"Mrs Pawkins",18,"Last Appearance",2
"Mrs Prig",26,"First Appearance",5
"Mrs Prig",52,"Last Appearance",5
"Mrs Todgers",9,"First Appearance",13
"Mrs Todgers",55,"Last Appearance",13
"Nadgett",28,"First Appearance",13
"Nadgett",53,"Last Appearance",13
"Oscar Buffum",35,"Last Appearance",1
"Oscar Buffum",35,"First Appearance",1
"Pogram",35,"First Appearance",1
"Pogram",35,"Last Appearance",1
"Professor Mullit",17,"First Appearance",1
"Professor Mullit",17,"Last Appearance",1
"Professor Piper",35,"First Appearance",1
"Professor Piper",35,"Last Appearance",1
"Ruth Pinch",49,"Last Appearance",6
"Ruth Pinch",10,"First Appearance",6
"Seth Pecksniff",3,"First Appearance",37
"Seth Pecksniff",55,"Last Appearance",37
"Sophia",7,"First Appearance",1
"Sophia",7,"Last Appearance",1
"Tacker",20,"First Appearance",3
"Tacker",39,"Last Appearance",3
"Tigg Montague",53,"Last Appearance",15
"Tigg Montague",5,"First Appearance",15
"Tom Pinch",3,"First Appearance",21
"Tom Pinch",49,"Last Appearance",21
"William Simmons",14,"First Appearance",1
"William Simmons",14,"Last Appearance",1
"Young Bailey",9,"First Appearance",14
"Young Bailey",55,"Last Appearance",14
"Zephaniah Scadder",22,"First Appearance",5
"Zephaniah Scadder",35,"Last Appearance",5
