"source" "target" "tag"
"211" 31 32 "Lizzie Hexam"
"212" 28 32 "Miss Peecher"
"213" 22 32 "Mr Riah"
"214" 29 33 "Alfred Lammle"
"215" 20 33 "Analytical Chemist"
"216" 20 33 "Boots Brewer"
"217" 32 33 "Eugene Wrayburn"
"218" 22 33 "Fledgeby"
"219" 29 33 "Gaffer Hexam"
"220" 22 33 "Georgiana Podsnap"
"221" 32 33 "John Harmon"
"222" 23 33 "Lady Tippins"
"223" 32 33 "Lizzie Hexam"
"224" 22 33 "Lord Snigsworth"
"225" 20 33 "Melvin Twemlow"
"226" 31 33 "Mortimer Lightwood"
"227" 31 33 "Mr Boffin"
"228" 25 33 "Mr Veneering"
"229" 31 33 "Mr Wilfer"
"230" 20 33 "Mrs  Veneering"
"231" 31 33 "Rogue Riderhood"
"232" 22 33 "Sophronia Akershem"
"233" 33 34 "Alfred Lammle"
"234" 33 34 "Fledgeby"
"235" 33 34 "Georgiana Podsnap"
"236" 33 34 "Lizzie Hexam"
"237" 22 34 "Mr Podsnap"
"238" 32 34 "Mr Riah"
"239" 21 34 "Mrs Podsnap"
"240" 33 34 "Sophronia Akershem"
"241" 18 35 "Abbey Potterson"
"242" 13 35 "Bob Gliddery"
"243" 32 35 "Jenny Wren"
"244" 34 35 "Lizzie Hexam"
"245" 28 35 "Mr Dolls"
"246" 34 35 "Mr Riah"
"247" 33 35 "Rogue Riderhood"
"248" 6 35 "Tom Tootle"
"249" 35 36 "Abbey Potterson"
"250" 6 36 "Bob Glamour"
"251" 35 36 "Bob Gliddery"
"252" 29 36 "Captain Joey"
"253" 35 36 "Jenny Wren"
"254" 35 36 "Mr Riah"
"255" 31 36 "Pleasant Riderhood"
"256" 35 36 "Rogue Riderhood"
"257" 35 36 "Tom Tootle"
"258" 31 37 "Bella Wilfer"
"259" 31 37 "George Sampson"
"260" 33 37 "John Harmon"
"261" 30 37 "Lavinia Wilfer"
"262" 33 37 "Mortimer Lightwood"
"263" 33 37 "Mr Boffin"
"264" 33 37 "Mr Wilfer"
"265" 31 37 "Mrs Boffin"
"266" 30 37 "Mrs Wilfer"
"267" 34 37 "Sophronia Akershem"
"268" 34 38 "Alfred Lammle"
"269" 37 38 "Bella Wilfer"
"270" 34 38 "Fledgeby"
"271" 34 38 "Georgiana Podsnap"
"272" 37 38 "John Harmon"
"273" 37 38 "Mr Boffin"
"274" 37 38 "Mr Wilfer"
