"Character","Node","Appearances"
"Adam Smith Gradgrind",4,1
"Bitzer",2,9
"Bitzer",5,9
"Bitzer",37,9
"Bitzer",35,9
"Bitzer",17,9
"Bitzer",20,9
"Bitzer",36,9
"Bitzer",25,9
"Bitzer",24,9
"Bounderby",21,31
"Bounderby",4,31
"Bounderby",5,31
"Bounderby",27,31
"Bounderby",35,31
"Bounderby",15,31
"Bounderby",7,31
"Bounderby",9,31
"Bounderby",17,31
"Bounderby",33,31
"Bounderby",20,31
"Bounderby",3,31
"Bounderby",18,31
"Bounderby",25,31
"Bounderby",32,31
"Bounderby",16,31
"Bounderby",22,31
"Bounderby",11,31
"Bounderby",34,31
"Bounderby",36,31
"Bounderby",26,31
"Bounderby",6,31
"Bounderby",12,31
"Bounderby",24,31
"Bounderby",30,31
"Bounderby",37,31
"Bounderby",8,31
"Bounderby",23,31
"Bounderby",19,31
"Bounderby",14,31
"Bounderby",31,31
"E.W.B. Childers",36,3
"E.W.B. Childers",6,3
"E.W.B. Childers",35,3
"Emma Gordon",6,2
"Emma Gordon",35,2
"Harthouse",30,11
"Harthouse",26,11
"Harthouse",27,11
"Harthouse",25,11
"Harthouse",31,11
"Harthouse",21,11
"Harthouse",24,11
"Harthouse",19,11
"Harthouse",23,11
"Harthouse",18,11
"Harthouse",35,11
"Jane Gradgrind",4,3
"Jane Gradgrind",16,3
"Jane Gradgrind",25,3
"Kidderminster",6,2
"Kidderminster",35,2
"Lady Scadgers",31,4
"Lady Scadgers",16,4
"Lady Scadgers",37,4
"Lady Scadgers",7,4
"Louisa Gradgrind",14,27
"Louisa Gradgrind",9,27
"Louisa Gradgrind",25,27
"Louisa Gradgrind",28,27
"Louisa Gradgrind",33,27
"Louisa Gradgrind",18,27
"Louisa Gradgrind",37,27
"Louisa Gradgrind",6,27
"Louisa Gradgrind",31,27
"Louisa Gradgrind",7,27
"Louisa Gradgrind",3,27
"Louisa Gradgrind",32,27
"Louisa Gradgrind",35,27
"Louisa Gradgrind",26,27
"Louisa Gradgrind",16,27
"Louisa Gradgrind",29,27
"Louisa Gradgrind",34,27
"Louisa Gradgrind",24,27
"Louisa Gradgrind",4,27
"Louisa Gradgrind",8,27
"Louisa Gradgrind",30,27
"Louisa Gradgrind",27,27
"Louisa Gradgrind",21,27
"Louisa Gradgrind",15,27
"Louisa Gradgrind",23,27
"Louisa Gradgrind",22,27
"Louisa Gradgrind",36,27
"M’Choakumchild",1,6
"M’Choakumchild",2,6
"M’Choakumchild",14,6
"M’Choakumchild",8,6
"M’Choakumchild",5,6
"M’Choakumchild",9,6
"Malthus Gradgrind",4,1
"Mr Sleary",3,5
"Mr Sleary",9,5
"Mr Sleary",6,5
"Mr Sleary",36,5
"Mr Sleary",35,5
"Mrs Blackpool",37,4
"Mrs Blackpool",10,4
"Mrs Blackpool",13,4
"Mrs Blackpool",11,4
"Mrs Gradgrind",15,8
"Mrs Gradgrind",8,8
"Mrs Gradgrind",7,8
"Mrs Gradgrind",14,8
"Mrs Gradgrind",4,8
"Mrs Gradgrind",9,8
"Mrs Gradgrind",5,8
"Mrs Gradgrind",25,8
"Mrs Pegler",26,10
"Mrs Pegler",12,10
"Mrs Pegler",4,10
"Mrs Pegler",32,10
"Mrs Pegler",33,10
"Mrs Pegler",5,10
"Mrs Pegler",37,10
"Mrs Pegler",7,10
"Mrs Pegler",24,10
"Mrs Pegler",22,10
"Mrs Sparsit",18,15
"Mrs Sparsit",17,15
"Mrs Sparsit",37,15
"Mrs Sparsit",7,15
"Mrs Sparsit",24,15
"Mrs Sparsit",22,15
"Mrs Sparsit",33,15
"Mrs Sparsit",26,15
"Mrs Sparsit",25,15
"Mrs Sparsit",16,15
"Mrs Sparsit",11,15
"Mrs Sparsit",30,15
"Mrs Sparsit",27,15
"Mrs Sparsit",31,15
"Mrs Sparsit",14,15
"Nickits",24,2
"Nickits",23,2
"Rachael",33,10
"Rachael",12,10
"Rachael",22,10
"Rachael",34,10
"Rachael",20,10
"Rachael",37,10
"Rachael",10,10
"Rachael",13,10
"Rachael",32,10
"Rachael",35,10
"Signor Jupe",6,2
"Signor Jupe",3,2
"Sissy Jupe",9,19
"Sissy Jupe",29,19
"Sissy Jupe",3,19
"Sissy Jupe",32,19
"Sissy Jupe",5,19
"Sissy Jupe",6,19
"Sissy Jupe",2,19
"Sissy Jupe",7,19
"Sissy Jupe",35,19
"Sissy Jupe",15,19
"Sissy Jupe",30,19
"Sissy Jupe",37,19
"Sissy Jupe",14,19
"Sissy Jupe",36,19
"Sissy Jupe",34,19
"Sissy Jupe",31,19
"Sissy Jupe",8,19
"Sissy Jupe",33,19
"Sissy Jupe",25,19
"Slackbridge",32,3
"Slackbridge",21,3
"Slackbridge",20,3
"Stephen Blackpool",21,13
"Stephen Blackpool",10,13
"Stephen Blackpool",34,13
"Stephen Blackpool",31,13
"Stephen Blackpool",32,13
"Stephen Blackpool",35,13
"Stephen Blackpool",13,13
"Stephen Blackpool",11,13
"Stephen Blackpool",20,13
"Stephen Blackpool",37,13
"Stephen Blackpool",22,13
"Stephen Blackpool",12,13
"Stephen Blackpool",33,13
"Thomas Gradgrind",29,26
"Thomas Gradgrind",2,26
"Thomas Gradgrind",16,26
"Thomas Gradgrind",18,26
"Thomas Gradgrind",15,26
"Thomas Gradgrind",4,26
"Thomas Gradgrind",36,26
"Thomas Gradgrind",32,26
"Thomas Gradgrind",27,26
"Thomas Gradgrind",24,26
"Thomas Gradgrind",35,26
"Thomas Gradgrind",7,26
"Thomas Gradgrind",28,26
"Thomas Gradgrind",30,26
"Thomas Gradgrind",23,26
"Thomas Gradgrind",6,26
"Thomas Gradgrind",31,26
"Thomas Gradgrind",5,26
"Thomas Gradgrind",37,26
"Thomas Gradgrind",9,26
"Thomas Gradgrind",14,26
"Thomas Gradgrind",34,26
"Thomas Gradgrind",25,26
"Thomas Gradgrind",3,26
"Thomas Gradgrind",8,26
"Thomas Gradgrind",33,26
"Tom Gradgrind",26,22
"Tom Gradgrind",32,22
"Tom Gradgrind",14,22
"Tom Gradgrind",16,22
"Tom Gradgrind",7,22
"Tom Gradgrind",34,22
"Tom Gradgrind",30,22
"Tom Gradgrind",27,22
"Tom Gradgrind",36,22
"Tom Gradgrind",8,22
"Tom Gradgrind",19,22
"Tom Gradgrind",23,22
"Tom Gradgrind",22,22
"Tom Gradgrind",24,22
"Tom Gradgrind",33,22
"Tom Gradgrind",28,22
"Tom Gradgrind",4,22
"Tom Gradgrind",3,22
"Tom Gradgrind",18,22
"Tom Gradgrind",35,22
"Tom Gradgrind",37,22
"Tom Gradgrind",9,22
