"Character","Node","Appearances"
"Alfred Jingle",45,16
"Alfred Jingle",8,16
"Alfred Jingle",26,16
"Alfred Jingle",42,16
"Alfred Jingle",15,16
"Alfred Jingle",16,16
"Alfred Jingle",9,16
"Alfred Jingle",53,16
"Alfred Jingle",57,16
"Alfred Jingle",20,16
"Alfred Jingle",25,16
"Alfred Jingle",47,16
"Alfred Jingle",7,16
"Alfred Jingle",2,16
"Alfred Jingle",18,16
"Alfred Jingle",10,16
"Angelo Cyrus Bantam",37,2
"Angelo Cyrus Bantam",35,2
"Anthony Humm",33,1
"Arabella Allen",48,12
"Arabella Allen",32,12
"Arabella Allen",57,12
"Arabella Allen",56,12
"Arabella Allen",38,12
"Arabella Allen",54,12
"Arabella Allen",47,12
"Arabella Allen",52,12
"Arabella Allen",28,12
"Arabella Allen",39,12
"Arabella Allen",30,12
"Arabella Allen",53,12
"Augustus Snodgrass",1,28
"Augustus Snodgrass",3,28
"Augustus Snodgrass",12,28
"Augustus Snodgrass",26,28
"Augustus Snodgrass",35,28
"Augustus Snodgrass",57,28
"Augustus Snodgrass",2,28
"Augustus Snodgrass",15,28
"Augustus Snodgrass",14,28
"Augustus Snodgrass",28,28
"Augustus Snodgrass",13,28
"Augustus Snodgrass",24,28
"Augustus Snodgrass",25,28
"Augustus Snodgrass",31,28
"Augustus Snodgrass",30,28
"Augustus Snodgrass",54,28
"Augustus Snodgrass",47,28
"Augustus Snodgrass",34,28
"Augustus Snodgrass",8,28
"Augustus Snodgrass",11,28
"Augustus Snodgrass",5,28
"Augustus Snodgrass",19,28
"Augustus Snodgrass",4,28
"Augustus Snodgrass",7,28
"Augustus Snodgrass",6,28
"Augustus Snodgrass",44,28
"Augustus Snodgrass",18,28
"Augustus Snodgrass",32,28
"Benjamin Allen",48,10
"Benjamin Allen",50,10
"Benjamin Allen",43,10
"Benjamin Allen",51,10
"Benjamin Allen",54,10
"Benjamin Allen",38,10
"Benjamin Allen",57,10
"Benjamin Allen",47,10
"Benjamin Allen",30,10
"Benjamin Allen",32,10
"Betsy",32,2
"Betsy",46,2
"Bill",41,1
"Bob Sawyer",32,10
"Bob Sawyer",47,10
"Bob Sawyer",51,10
"Bob Sawyer",48,10
"Bob Sawyer",52,10
"Bob Sawyer",57,10
"Bob Sawyer",50,10
"Bob Sawyer",39,10
"Bob Sawyer",38,10
"Bob Sawyer",30,10
"Boffer",55,1
"Brooks",19,1
"Brother Mordlin",33,1
"Brother Tadger",33,1
"Bullman",20,1
"Chancery Prisoner",42,3
"Chancery Prisoner",45,3
"Chancery Prisoner",44,3
"Charley",20,1
"Clergyman",7,6
"Clergyman",18,6
"Clergyman",11,6
"Clergyman",29,6
"Clergyman",6,6
"Clergyman",28,6
"Colonel Bulder",4,2
"Colonel Bulder",2,2
"Count Smorltork",15,1
"Crookey",40,1
"Daniel Grummer",25,2
"Daniel Grummer",24,2
"Doctor Payne",2,2
"Doctor Payne",3,2
"Doctor Slammer",2,2
"Doctor Slammer",3,2
"Dodson",41,13
"Dodson",57,13
"Dodson",20,13
"Dodson",34,13
"Dodson",26,13
"Dodson",38,13
"Dodson",45,13
"Dodson",18,13
"Dodson",47,13
"Dodson",31,13
"Dodson",46,13
"Dodson",53,13
"Dodson",22,13
"Dowager Snuphanuph",36,2
"Dowager Snuphanuph",35,2
"Dubbley",25,2
"Dubbley",24,2
"Emily Wardle",8,11
"Emily Wardle",11,11
"Emily Wardle",56,11
"Emily Wardle",14,11
"Emily Wardle",54,11
"Emily Wardle",6,11
"Emily Wardle",30,11
"Emily Wardle",57,11
"Emily Wardle",9,11
"Emily Wardle",4,11
"Emily Wardle",28,11
"Emma",8,3
"Emma",5,3
"Emma",28,3
"Fogg",53,13
"Fogg",57,13
"Fogg",41,13
"Fogg",22,13
"Fogg",20,13
"Fogg",18,13
"Fogg",26,13
"Fogg",47,13
"Fogg",38,13
"Fogg",34,13
"Fogg",31,13
"Fogg",46,13
"Fogg",45,13
"Frank Simmery",55,1
"Gabriel Grub",29,2
"Gabriel Grub",28,2
"George Heyling",21,1
"Goodwin",18,1
"Harris",37,1
"Henry Beller",33,1
"Hon Slumkey",51,2
"Hon Slumkey",13,2
"Hon Snipe",2,1
"Horatio Fizkin",18,2
