"Character","Node"
"Alfred Jingle","45, 8, 26, 42, 15, 16, 9, 53, 57, 20, 25, 47, 7, 2, 18, 10"
"Angelo Cyrus Bantam","37, 35"
"Anthony Humm","33"
"Arabella Allen","48, 32, 57, 56, 38, 54, 47, 52, 28, 39, 30, 53"
"Augustus Snodgrass","1, 3, 12, 26, 35, 57, 2, 15, 14, 28, 13, 24, 25, 31, 30, 54, 47, 34, 8, 11, 5, 19, 4, 7, 6, 44, 18, 32"
"Benjamin Allen","48, 50, 43, 51, 54, 38, 57, 47, 30, 32"
"Betsy","32, 46"
"Bill","41"
"Bob Sawyer","32, 47, 51, 48, 52, 57, 50, 39, 38, 30"
"Boffer","55"
"Brooks","19"
"Brother Mordlin","33"
"Brother Tadger","33"
"Bullman","20"
"Chancery Prisoner","42, 45, 44"
"Charley","20"
"Clergyman","7, 18, 11, 29, 6, 28"
"Colonel Bulder","4, 2"
"Count Smorltork","15"
"Crookey","40"
"Daniel Grummer","25, 24"
"Doctor Payne","2, 3"
"Doctor Slammer","2, 3"
"Dodson","41, 57, 20, 34, 26, 38, 45, 18, 47, 31, 46, 53, 22"
"Dowager Snuphanuph","36, 35"
"Dubbley","25, 24"
"Emily Wardle","8, 11, 56, 14, 54, 6, 30, 57, 9, 4, 28"
"Emma","8, 5, 28"
"Fogg","53, 57, 41, 22, 20, 18, 26, 47, 38, 34, 31, 46, 45"
"Frank Simmery","55"
"Gabriel Grub","29, 28"
"George Heyling","21"
"Goodwin","18"
"Harris","37"
"Henry Beller","33"
"Hon Slumkey","51, 13"
"Hon Snipe","2"
"Horatio Fizkin","18, 13"
"Isabella Wardle","47, 6, 18, 54, 4, 7, 28, 8"
"Jack Bamber","20, 21"
"Jack Hopkins","32"
"Jack Martin","49"
"Jackson","34, 31, 20, 46"
"Jane1","5"
"Jem Hutley","3"
"Job Trotter","53, 47, 46, 42, 25, 23, 20, 57, 16, 45"
"Joe","5, 8, 28, 4, 30, 9, 56, 7, 54"
"Joe Smiggers","1"
"John Edmunds","6"
"John Smauker","37"
"Jonas Mudge","33"
"Kate","17"
"Lady Clubber","2"
"Lieutenant Tappleton","3, 2"
"Lord Mutanhed","36, 35"
"Lud Hudibaras","36"
"Maria Lobbs","17"
"Marquess of Filletoville","49"
"Martha Bardell","34, 47, 57, 12, 31, 18, 26, 46, 20, 33, 45, 48"
"Mary","21, 41, 46, 25, 33, 54, 39, 14, 5, 52, 57, 47, 56"
"Miss Bolo","35"
"Miss Bulder","2"
"Miss Gwynn","16"
"Miss Nupkins","25"
"Miss Smithers","20, 16"
"Miss Tomkins","16"
"Miss Witherfield","24"
"Misses Clubber","2"
"Misses Matinter","35"
"Misses Smithie","2"
"Mr Ayresleigh","40"
"Mr Blotton","11"
"Mr Crawley","35"
"Mr Crushton","36, 35"
"Mr Dowler","35, 39, 36, 38, 37"
"Mr Dumkins","7"
"Mr Grundy","20"
"Mr Gunter","32"
"Mr Hunter","15"
"Mr Jinkins","14"
"Mr Jinks","25, 24"
"Mr Lowten","47, 21, 54, 34, 40, 53, 31, 20"
"Mr Luffey","7"
"Mr Mallard","34, 31"
"Mr Miller","6"
"Mr Mivins","44, 45, 42, 41"
"Mr Namby","40"
"Mr Noddy","32"
"Mr Nupkins","39, 25, 24, 33"
"Mr Perker","46, 40, 11, 26, 31, 13, 57, 54, 20, 47, 35, 34, 53, 45, 10, 33"
"Mr Phunky","31, 34"
"Mr Podder","7"
"Mr Porkenham","25"
"Mr Pott","18, 13, 51, 15, 14"
"Mr Price","40"
