"t" "specificity" "diversity" "ShannonWiener" "Pielou" "Richness" "" "" ""
1 0 0 0.693147180559945 1 2 0 NA 0
2 0 1 2.56494935746154 1 13 0 0 0
3 0 2 2.83071340375463 0.979359625979408 18 1 0.333333333333333 0
4 0 3 3.08784758641828 0.971615885461641 24 2 0.25 0
5 0 4 3.20796007754347 0.973337033344312 27 2 0.15 0
6 0 5 3.41236014060578 0.967671943009064 34 2 0.133333333333333 0
7 0 6 3.44380988271572 0.968628056425237 35 2 0.119047619047619 0.319999992847443
8 0 7 3.45465012859969 0.964038473894061 36 3 0.142857142857143 0.2578125
9 0 8 3.52282745227181 0.961585416746976 39 3 0.138888888888889 0.284999996423721
10 0 9 3.5732145683415 0.962204180815218 41 3 0.155555555555556 0.127551034092903
11 0 10 3.61483716174651 0.961086102987088 43 3 0.145454545454545 0.228515625
12 0 11 3.62314967424836 0.96329617217941 43 3 0.159090909090909 0.153061211109161
13 0 12 3.6129577663469 0.960586423272688 43 3 0.147435897435897 0.225897938013077
14 0 13 3.58819965705985 0.954003920740119 43 4 0.137362637362637 0.158399984240532
15 0 14 3.58385439197281 0.952848633875987 43 4 0.133333333333333 0.187499985098839
16 0 15 3.66764207065197 0.947417109139423 48 4 0.1375 0.235537186264992
17 0 16 3.6889645429568 0.942981300937689 50 4 0.132352941176471 0.221836417913437
18 0 17 3.73521184291195 0.940790230099265 53 4 0.130718954248366 0.295625001192093
19 0 18 3.74809041231352 0.939610278848259 54 4 0.12280701754386 0.259920626878738
20 0 19 3.74889815051409 0.939812771059595 54 4 0.118421052631579 0.237283974885941
21 0 20 3.7622380371171 0.938838340415872 55 4 0.116666666666667 0.251561880111694
22 0 21 3.78283042480902 0.939751533640073 56 5 0.112554112554113 0.286797344684601
23 0 22 3.77450715375876 0.937683820881108 56 5 0.114624505928854 0.270659923553467
24 0 23 3.77618198608367 0.938099891936158 56 5 0.110507246376812 0.233539372682571
25 0 24 3.76505712016115 0.935336191574738 56 5 0.113333333333333 0.271518170833588
26 0 25 3.77470060829182 0.937731879919899 56 5 0.107692307692308 0.275408148765564
27 0 26 3.77993172257225 0.939031422092195 56 5 0.105413105413105 0.245525926351547
28 0 27 3.79221425354924 0.942082715971749 56 5 0.103174603174603 0.227646291255951
29 0 28 3.80781900137229 0.937784126382769 58 5 0.100985221674877 0.341909557580948
30 0 29 3.80899424529001 0.938073563745801 58 5 0.0988505747126437 0.334505140781403
31 0 30 3.79979353766669 0.935807626851865 58 5 0.0989247311827957 0.332939505577087
32 0 31 3.79962822619616 0.935766914183297 58 5 0.0957661290322581 0.32470914721489
33 0 32 3.79405638738498 0.934394689823368 58 5 0.0965909090909091 0.31314879655838
34 0 33 3.79783398459223 0.935325030970241 58 5 0.0944741532976827 0.312388777732849
35 0 34 3.80966298245327 0.9382382593619 58 5 0.0949579831932773 0.324731767177582
36 0 35 3.83671842028759 0.940940082848766 59 5 0.0928571428571429 0.318540424108505
37 0 36 3.83040187626928 0.939390975304026 59 5 0.0908408408408408 0.318284273147583
38 0 37 3.82328241925405 0.937644956508817 59 5 0.0881934566145092 0.316727370023727
39 0 38 3.82759311125261 0.938702136745139 59 5 0.0863697705802969 0.290802001953125
40 0 39 3.82309564654738 0.937599151238051 59 5 0.083974358974359 0.292989909648895
41 0 40 3.81881949585592 0.936550442121266 59 5 0.0823170731707317 0.295857340097427
42 0 41 3.81881798279942 0.936550071050118 59 5 0.0818815331010453 0.314320206642151
43 0 42 3.81612452450419 0.935889511010565 59 5 0.0813953488372093 0.33060297369957
44 0 43 3.81159836944226 0.934779489306485 59 5 0.0798097251585624 0.337923765182495
45 0 44 3.80830424018742 0.933971617079644 59 5 0.0782828282828283 0.344183146953583
46 0 45 3.80883570663581 0.934101957133094 59 5 0.0768115942028985 0.349392831325531
47 0 46 3.80881693377284 0.934097353162384 59 5 0.0749306197964847 0.335181385278702
48 0 47 3.80238366413535 0.932519619119228 59 5 0.0740248226950355 0.363620072603226
49 0 48 3.7974792813986 0.931316838567432 59 5 0.0727040816326531 0.360247611999512
50 0 49 3.80494549232304 0.933147897393291 59 5 0.073469387755102 0.356574088335037
51 0 50 3.8025624226231 0.932563458934364 59 5 0.0713725490196079 0.356448501348495
52 0 51 3.7966686662728 0.931118038400186 59 5 0.0697586726998492 0.360058456659317
53 0 52 3.7957389639888 0.930890032576379 59 6 0.0678519593613933 0.353513121604919
54 0 53 3.80033036971423 0.928190168648556 60 6 0.0660377358490566 0.357310831546783
55 0 54 3.7935566163322 0.926535751615722 60 6 0.064983164983165 0.36124461889267
56 0 55 3.78958647717587 0.92556608746167 60 6 0.0636363636363636 0.362127780914307
57 0 56 3.7933581730864 0.926487283969001 60 6 0.0629699248120301 0.360684156417847
58 0 57 3.7932445090437 0.926459522738608 60 6 0.0620084694494858 0.38355740904808
59 0 58 3.79209841271735 0.926179600932092 60 6 0.0610753945061368 0.388223707675934
60 0 59 3.78736534365117 0.925023599282928 60 6 0.0596045197740113 0.381404280662537
61 0 60 3.78824672034925 0.921518598117108 61 6 0.0584699453551913 0.384203851222992
62 0 61 3.79121147752724 0.922239796887964 61 6 0.0581702802749868 0.372799575328827
63 0 62 3.78693007393148 0.921198314289077 61 6 0.0570916538658474 0.382674098014832
64 0 63 3.78561112025892 0.920877469204518 61 6 0.0562996031746032 0.376389980316162
65 0 64 3.78387350611136 0.920454781911021 61 6 0.0552884615384615 0.409678637981415
66 0 65 3.78395335970117 0.920474206878181 61 6 0.0557109557109557 0.415714025497437
