"source" "target" "tag"
3 4 "Seth Pecksniff"
3 5 "Charity Pecksniff"
4 5 "Martin Sr"
3 5 "Mercy Pecksniff"
4 5 "Mrs Lupin"
1 5 "Mrs Ned Chuzzlewit"
4 5 "Seth Pecksniff"
5 6 "Charity Pecksniff"
4 6 "Martin Jr"
5 6 "Martin Sr"
5 6 "Mercy Pecksniff"
5 6 "Mrs Lupin"
5 6 "Seth Pecksniff"
3 6 "Tom Pinch"
6 7 "Charity Pecksniff"
3 7 "John Westlock"
6 7 "Martin Jr"
6 7 "Mercy Pecksniff"
6 7 "Seth Pecksniff"
6 7 "Tom Pinch"
5 8 "Chevy Slyme"
6 8 "Mark Tapley"
7 8 "Martin Jr"
6 8 "Mrs Lupin"
7 8 "Seth Pecksniff"
5 8 "Tigg Montague"
7 8 "Tom Pinch"
5 9 "Anthony Chuzzlewit"
7 9 "Charity Pecksniff"
5 9 "Jonas Chuzzlewit"
6 9 "Martin Sr"
7 9 "Mercy Pecksniff"
8 9 "Seth Pecksniff"
9 10 "Charity Pecksniff"
9 10 "Martin Sr"
9 10 "Mercy Pecksniff"
9 10 "Mr Jinkins"
9 10 "Mrs Todgers"
9 10 "Seth Pecksniff"
8 10 "Tom Pinch"
9 10 "Young Bailey"
10 11 "Augustus Moddle"
10 11 "Charity Pecksniff"
10 11 "Martin Sr"
10 11 "Mercy Pecksniff"
10 11 "Mr Jinkins"
10 11 "Mrs Todgers"
10 11 "Seth Pecksniff"
9 12 "Anthony Chuzzlewit"
11 12 "Augustus Moddle"
11 12 "Charity Pecksniff"
9 12 "Jonas Chuzzlewit"
11 12 "Martin Sr"
11 12 "Mercy Pecksniff"
11 12 "Mr Jinkins"
11 12 "Mrs Todgers"
11 12 "Seth Pecksniff"
10 12 "Young Bailey"
7 13 "John Westlock"
8 13 "Mark Tapley"
8 13 "Martin Jr"
12 13 "Martin Sr"
12 13 "Seth Pecksniff"
8 13 "Tigg Montague"
10 13 "Tom Pinch"
8 14 "Chevy Slyme"
13 14 "John Westlock"
13 14 "Mark Tapley"
13 14 "Martin Jr"
13 14 "Martin Sr"
13 14 "Seth Pecksniff"
13 14 "Tigg Montague"
13 14 "Tom Pinch"
14 15 "Mark Tapley"
14 15 "Martin Jr"
14 15 "Martin Sr"
8 15 "Mrs Lupin"
14 15 "Seth Pecksniff"
15 16 "Mark Tapley"
15 16 "Martin Jr"
16 17 "Mark Tapley"
16 17 "Martin Jr"
17 18 "Jeff Brick"
17 18 "Mark Tapley"
17 18 "Martin Jr"
17 18 "Mrs Pawkins"
12 19 "Anthony Chuzzlewit"
12 19 "Chuffey"
12 19 "Jonas Chuzzlewit"
18 19 "Martin Jr"
15 19 "Martin Sr"
12 19 "Mrs Todgers"
15 19 "Seth Pecksniff"
19 20 "Anthony Chuzzlewit"
19 20 "Chuffey"
19 20 "Jonas Chuzzlewit"
19 20 "Martin Sr"
19 20 "Seth Pecksniff"
20 21 "Anthony Chuzzlewit"
12 21 "Charity Pecksniff"
20 21 "Jonas Chuzzlewit"
19 21 "Martin Jr"
12 21 "Mercy Pecksniff"
20 21 "Seth Pecksniff"
14 21 "Tom Pinch"
17 22 "Colonel Diver"
18 22 "Jeff Brick"
17 22 "Major Pawkins"
18 22 "Mark Tapley"
21 22 "Martin Jr"
18 22 "Mr Bevan"
21 22 "Seth Pecksniff"
21 22 "Tom Pinch"
22 23 "Mark Tapley"
22 23 "Martin Jr"
20 23 "Mrs Gamp"
22 23 "Zephaniah Scadder"
23 24 "Mark Tapley"
23 24 "Martin Jr"
22 24 "Mr Bevan"
23 24 "Mrs Hominy"
23 24 "Zephaniah Scadder"
21 25 "Anthony Chuzzlewit"
21 25 "Charity Pecksniff"
21 25 "Jonas Chuzzlewit"
24 25 "Martin Jr"
20 25 "Martin Sr"
21 25 "Mercy Pecksniff"
23 25 "Mrs Gamp"
19 25 "Mrs Todgers"
22 25 "Seth Pecksniff"
22 25 "Tom Pinch"
25 26 "Anthony Chuzzlewit"
20 26 "Chuffey"
20 26 "Doctor Jobling"
14 26 "John Westlock"
25 26 "Martin Sr"
20 26 "Mr Mould"
25 26 "Mrs Gamp"
25 26 "Seth Pecksniff"
20 26 "Tacker"
26 27 "Chuffey"
25 27 "Jonas Chuzzlewit"
25 27 "Mercy Pecksniff"
26 27 "Mrs Gamp"
12 27 "Young Bailey"
26 28 "Anthony Chuzzlewit"
26 28 "Doctor Jobling"
26 28 "John Westlock"
27 28 "Jonas Chuzzlewit"
27 28 "Mrs Gamp"
14 28 "Tigg Montague"
27 28 "Young Bailey"
28 29 "David Crimple"
28 29 "Doctor Jobling"
28 29 "Jonas Chuzzlewit"
26 29 "Martin Sr"
27 29 "Mercy Pecksniff"
28 29 "Nadgett"
28 29 "Tigg Montague"
28 29 "Young Bailey"
29 30 "David Crimple"
28 30 "John Westlock"
26 30 "Lewsome"
29 30 "Martin Sr"
28 30 "Mrs Gamp"
26 30 "Mrs Mould"
26 30 "Mrs Prig"
29 30 "Nadgett"
29 30 "Young Bailey"
28 31 "Anthony Chuzzlewit"
25 31 "Charity Pecksniff"
29 31 "Jonas Chuzzlewit"
25 31 "Martin Jr"
30 31 "Martin Sr"
29 31 "Mercy Pecksniff"
15 31 "Mrs Lupin"
25 31 "Mrs Todgers"
26 31 "Seth Pecksniff"
25 31 "Tom Pinch"
