"source" "target" "tag"
1 2 "Little Nell"
1 2 "Nell Trent"
1 2 "Nell's Grandfather"
2 3 "Dick Swiveller"
1 3 "Kit Nubbles"
2 3 "Little Nell"
2 3 "Nell Trent"
2 3 "Nell's Grandfather"
3 4 "Daniel Quilp"
3 4 "Mrs Betsy Quilp"
4 5 "Daniel Quilp"
3 5 "Little Nell"
4 5 "Mrs Betsy Quilp"
4 5 "Mrs Jiniwin"
3 5 "Nell Trent"
5 6 "Daniel Quilp"
3 6 "Kit Nubbles"
5 6 "Little Nell"
5 6 "Mrs Betsy Quilp"
5 6 "Nell Trent"
3 6 "Nell's Grandfather"
3 7 "Dick Swiveller"
6 7 "Frederick Trent"
6 7 "Little Nell"
6 7 "Nell Trent"
6 7 "Nell's Grandfather"
7 8 "Dick Swiveller"
7 8 "Frederick Trent"
7 8 "Sophia Wackles"
6 9 "Daniel Quilp"
6 9 "Kit Nubbles"
7 9 "Little Nell"
6 9 "Mrs Betsy Quilp"
7 9 "Nell Trent"
7 9 "Nell's Grandfather"
9 10 "Daniel Quilp"
9 10 "Kit Nubbles"
9 10 "Little Nell"
9 10 "Nell Trent"
10 11 "Daniel Quilp"
10 11 "Kit Nubbles"
10 11 "Little Nell"
10 11 "Nell Trent"
9 11 "Nell's Grandfather"
11 12 "Daniel Quilp"
11 12 "Kit Nubbles"
11 12 "Little Nell"
11 12 "Nell Trent"
11 12 "Nell's Grandfather"
11 12 "Sampson Brass"
12 13 "Daniel Quilp"
8 13 "Dick Swiveller"
8 13 "Frederick Trent"
12 13 "Kit Nubbles"
12 13 "Little Nell"
9 13 "Mrs Betsy Quilp"
10 13 "Mrs Nubbles"
12 13 "Nell Trent"
12 13 "Sampson Brass"
8 13 "Sophia Wackles"
13 14 "Daniel Quilp"
13 14 "Kit Nubbles"
13 14 "Little Nell"
13 14 "Nell Trent"
7 14 "The Bachelor"
14 15 "Kit Nubbles"
14 15 "Little Nell"
14 15 "Nell Trent"
12 15 "Nell's Grandfather"
15 16 "Little Nell"
15 16 "Nell Trent"
15 16 "Nell's Grandfather"
16 17 "Little Nell"
16 17 "Nell Trent"
16 17 "Nell's Grandfather"
16 17 "Thomas Codlin"
17 18 "Little Nell"
17 18 "Mr Harris"
17 18 "Nell Trent"
17 18 "Thomas Codlin"
18 19 "Jerry"
18 19 "Little Nell"
18 19 "Mr Harris"
18 19 "Nell Trent"
17 19 "Nell's Grandfather"
18 19 "Thomas Codlin"
14 20 "Abel Garland"
14 20 "Daniel Quilp"
15 20 "Kit Nubbles"
19 20 "Little Nell"
14 20 "Mr Chuckster"
14 20 "Mr Garland"
14 20 "Mr Witherden"
19 20 "Nell Trent"
14 20 "Whisker"
20 21 "Abel Garland"
20 21 "Daniel Quilp"
13 21 "Dick Swiveller"
13 21 "Frederick Trent"
13 21 "Jacob Nubbles"
20 21 "Kit Nubbles"
20 21 "Little Nell"
8 21 "Mr Cheggs"
20 21 "Mr Garland"
13 21 "Mrs Betsy Quilp"
20 21 "Nell Trent"
13 21 "Sophia Wackles"
21 22 "Abel Garland"
21 22 "Jacob Nubbles"
21 22 "Kit Nubbles"
21 22 "Mr Garland"
13 22 "Mrs Nubbles"
20 22 "Whisker"
21 23 "Daniel Quilp"
21 23 "Dick Swiveller"
21 23 "Frederick Trent"
21 23 "Little Nell"
21 23 "Mrs Betsy Quilp"
5 23 "Mrs Jiniwin"
21 23 "Nell Trent"
19 23 "Nell's Grandfather"
21 23 "Sophia Wackles"
23 24 "Little Nell"
23 24 "Nell Trent"
23 24 "Nell's Grandfather"
24 25 "Little Nell"
24 25 "Nell Trent"
24 25 "Nell's Grandfather"
25 26 "Little Nell"
19 26 "Mr Harris"
25 26 "Nell Trent"
25 26 "Nell's Grandfather"
19 26 "Thomas Codlin"
23 27 "Daniel Quilp"
26 27 "Little Nell"
26 27 "Nell Trent"
26 27 "Nell's Grandfather"
27 28 "Daniel Quilp"
26 28 "George"
27 28 "Little Nell"
27 28 "Mrs Jarley"
27 28 "Nell Trent"
27 28 "Nell's Grandfather"
28 29 "Daniel Quilp"
22 29 "Kit Nubbles"
28 29 "Little Nell"
28 29 "Mrs Jarley"
28 29 "Nell Trent"
28 29 "Nell's Grandfather"
29 30 "Isaac List"
29 30 "James Groves"
29 30 "Little Nell"
29 30 "Mrs Jarley"
29 30 "Nell Trent"
29 30 "Nell's Grandfather"
30 31 "Little Nell"
29 31 "Miss Monflathers"
30 31 "Mrs Jarley"
30 31 "Nell Trent"
30 31 "Nell's Grandfather"
31 32 "Little Nell"
31 32 "Miss Edwards"
31 32 "Miss Monflathers"
31 32 "Mrs Jarley"
31 32 "Nell Trent"
31 32 "Nell's Grandfather"
29 33 "Daniel Quilp"
23 33 "Dick Swiveller"
13 33 "Sampson Brass"
33 34 "Daniel Quilp"
33 34 "Dick Swiveller"
33 34 "Sally Brass"
33 34 "Sampson Brass"
34 35 "Dick Swiveller"
34 35 "Sally Brass"
34 35 "Sampson Brass"
35 36 "Dick Swiveller"
35 36 "Sally Brass"
35 36 "Sampson Brass"
36 37 "Dick Swiveller"
19 37 "Jerry"
26 37 "Mr Harris"
36 37 "Sally Brass"
36 37 "Sampson Brass"
26 37 "Thomas Codlin"
18 37 "Tom Scott"
22 38 "Abel Garland"
22 38 "Barbara"
34 38 "Daniel Quilp"
37 38 "Dick Swiveller"
22 38 "Jacob Nubbles"
29 38 "Kit Nubbles"
32 38 "Little Nell"
20 38 "Mr Chuckster"
22 38 "Mr Garland"
20 38 "Mr Witherden"
21 38 "Mrs Garland"
32 38 "Nell Trent"
37 38 "Sampson Brass"
22 38 "Whisker"
38 39 "Abel Garland"
38 39 "Barbara"
38 39 "Jacob Nubbles"
38 39 "Kit Nubbles"
38 39 "Little Nell"
38 39 "Mr Garland"
38 39 "Mrs Garland"
22 39 "Mrs Nubbles"
38 39 "Nell Trent"
39 40 "Abel Garland"
39 40 "Barbara"
39 40 "Jacob Nubbles"
39 40 "Kit Nubbles"
39 40 "Little Nell"
38 40 "Mr Chuckster"
39 40 "Mr Garland"
38 40 "Mr Witherden"
39 40 "Mrs Garland"
39 40 "Nell Trent"
32 40 "Nell's Grandfather"
38 40 "Whisker"
40 41 "Abel Garland"
38 41 "Daniel Quilp"
38 41 "Dick Swiveller"
40 41 "Jacob Nubbles"
40 41 "Kit Nubbles"
40 41 "Little Nell"
39 41 "Mrs Nubbles"
40 41 "Nell Trent"
30 42 "Isaac List"
41 42 "Kit Nubbles"
41 42 "Little Nell"
41 42 "Nell Trent"
40 42 "Nell's Grandfather"
42 43 "Little Nell"
42 43 "Nell Trent"
42 43 "Nell's Grandfather"
43 44 "Little Nell"
43 44 "Nell Trent"
43 44 "Nell's Grandfather"
44 45 "Little Nell"
44 45 "Nell Trent"
44 45 "Nell's Grandfather"
45 46 "Little Nell"
45 46 "Nell Trent"
45 46 "Nell's Grandfather"
28 47 "George"
41 47 "Jacob Nubbles"
42 47 "Kit Nubbles"
46 47 "Little Nell"
28 47 "Mr Slum"
32 47 "Mrs Jarley"
46 47 "Nell Trent"
46 47 "Nell's Grandfather"
41 48 "Daniel Quilp"
41 48 "Dick Swiveller"
47 48 "Jacob Nubbles"
47 48 "Kit Nubbles"
47 48 "Little Nell"
23 48 "Mrs Betsy Quilp"
41 48 "Mrs Nubbles"
47 48 "Nell Trent"
38 48 "Sampson Brass"
48 49 "Daniel Quilp"
48 49 "Kit Nubbles"
48 49 "Mrs Betsy Quilp"
23 49 "Mrs Jiniwin"
48 49 "Sampson Brass"
49 50 "Daniel Quilp"
48 50 "Dick Swiveller"
49 50 "Kit Nubbles"
48 50 "Little Nell"
21 50 "Mr Cheggs"
49 50 "Mrs Betsy Quilp"
49 50 "Mrs Jiniwin"
48 50 "Nell Trent"
47 50 "Nell's Grandfather"
37 50 "Sally Brass"
49 50 "Sampson Brass"
23 50 "Sophia Wackles"
14 50 "The Bachelor"
37 50 "Thomas Codlin"
37 50 "Tom Scott"
50 51 "Daniel Quilp"
50 51 "Dick Swiveller"
50 51 "Kit Nubbles"
50 51 "Sally Brass"
50 51 "Sampson Brass"
50 51 "The Bachelor"
50 51 "Thomas Codlin"
50 51 "Tom Scott"
50 52 "Little Nell"
50 52 "Nell Trent"
50 52 "Nell's Grandfather"
51 52 "The Bachelor"
16 52 "The Clergyman"
52 53 "Little Nell"
52 53 "Nell Trent"
52 53 "The Bachelor"
53 54 "Little Nell"
53 54 "Nell Trent"
52 54 "Nell's Grandfather"
53 54 "The Bachelor"
54 55 "Little Nell"
54 55 "Nell Trent"
54 55 "The Bachelor"
41 56 "Abel Garland"
51 56 "Daniel Quilp"
51 56 "Dick Swiveller"
51 56 "Kit Nubbles"
40 56 "Mr Chuckster"
40 56 "Mr Garland"
40 56 "Mr Witherden"
51 56 "Sally Brass"
51 56 "Sampson Brass"
56 57 "Abel Garland"
40 57 "Barbara"
56 57 "Dick Swiveller"
48 57 "Jacob Nubbles"
56 57 "Kit Nubbles"
56 57 "Mr Chuckster"
56 57 "Mr Garland"
56 57 "Sally Brass"
56 57 "Sampson Brass"
56 58 "Daniel Quilp"
57 58 "Dick Swiveller"
57 58 "Kit Nubbles"
50 58 "Mr Cheggs"
57 58 "Mr Garland"
57 58 "Sally Brass"
57 58 "Sampson Brass"
50 58 "Sophia Wackles"
57 58 "Sophronia Sphynx"
57 59 "Abel Garland"
58 59 "Dick Swiveller"
58 59 "Kit Nubbles"
58 59 "Sally Brass"
58 59 "Sampson Brass"
59 60 "Abel Garland"
58 60 "Daniel Quilp"
59 60 "Dick Swiveller"
57 60 "Jacob Nubbles"
59 60 "Kit Nubbles"
57 60 "Mr Chuckster"
58 60 "Mr Garland"
56 60 "Mr Witherden"
59 60 "Sally Brass"
59 60 "Sampson Brass"
60 61 "Abel Garland"
57 61 "Barbara"
60 61 "Dick Swiveller"
60 61 "Jacob Nubbles"
60 61 "Kit Nubbles"
55 61 "Little Nell"
60 61 "Mr Garland"
40 61 "Mrs Garland"
48 61 "Mrs Nubbles"
55 61 "Nell Trent"
60 62 "Daniel Quilp"
36 62 "Foxey"
61 62 "Mr Garland"
60 62 "Sally Brass"
60 62 "Sampson Brass"
61 63 "Barbara"
61 63 "Dick Swiveller"
