"node_id" "tags" "dpub"
"1" "1" "Mr Gridley, Mr Tangle" "1"
"2" "2" "Bob Stables, Lady Dedlock, Mercury, Mr Tulkinghorn, Sir Dedlock, Sladdery" "2"
"3" "3" "Ada Clare, Conversation Kenge, Esther Summerson, John Jarndyce, Miss Barbary, Miss Donny, Mrs Chadband, Richard Carstone" "3"
"4" "4" "Ada Clare, Caroline Caddy, Conversation Kenge, Esther Summerson, John Jarndyce, Mr Jellyby, Mr Quale, Mrs Jellyby, Peepy Jellby, Priscilla, Richard Carstone, William Guppy" "4"
"5" "5" "Ada Clare, Captain Hawden, Caroline Caddy, John Jarndyce, Krook, Mr Quale, Mrs Jellyby, Peepy Jellby, Priscilla, Richard Carstone" "5"
"6" "6" "Ada Clare, Caroline Caddy, Coavinses, Conversation Kenge, Esther Summerson, John Jarndyce, Mr Skimpole, Mrs Jellyby, Mrs Skimpole, Peepy Jellby, Richard Carstone" "6"
"7" "7" "Esther Summerson, Lady Dedlock, Mr Rouncewell, Mr Tulkinghorn, Mrs Rouncewell, Rosa, Sir Dedlock, Watt Rouncewell, William Guppy" "7"
"8" "8" "Ada Clare, Alfred Pardiggle, Egbert Pardiggle, Esther Summerson, Francis Pardiggle, Jenny, John Jarndyce, Mr Gusher, Mr Jellyby, Mr Pardiggle, Mr Skimpole, Mrs Jellyby, Mrs Pardiggle, Oswald Pardiggle, Richard Carstone" "8"
"9" "9" "Ada Clare, Coavinses, Conversation Kenge, Esther Summerson, John Jarndyce, Lady Dedlock, Lawrence Boythorn, Mr Skimpole, Mrs Guppy, Richard Carstone, Sir Dedlock, William Guppy" "9"
"10" "10" "Captain Hawden, Coavinses, Guster, Krook, Mr Snagsby, Mr Tulkinghorn, Mrs Snagsby, Peffer" "10"
"11" "11" "Captain Hawden, Guster, Jo, Krook, Little Swills, Miss Flite, Mooney, Mr Snagsby, Mr Tulkinghorn, Mrs Perkins, Mrs Piper, Mrs Snagsby" "11"
"12" "12" "Lady Dedlock, Lawrence Boythorn, Lord Boodle, Mademoiselle Hortense, Mr Tulkinghorn, Mrs Rouncewell, Rosa, Sir Dedlock, Watt Rouncewell, William Buffy" "12"
"13" "13" "Ada Clare, Captain Swosser, Conversation Kenge, Esther Summerson, John Jarndyce, Lawrence Boythorn, Mr Badger, Mrs Badger, Professor Dingo, Richard Carstone, William Guppy" "13"
"14" "14" "Ada Clare, Allan Woodcourt, Caroline Caddy, Conversation Kenge, Esther Summerson, John Jarndyce, Krook, Miss Flite, Mr Badger, Mr Jellyby, Mr Quale, Mr Turveydrop, Mrs Jellyby, Peepy Jellby, Prince Turvey, Richard Carstone, William Guppy" "14"
"15" "15" "Ada Clare, Charley, Coavinses, Emma Neckett, John Jarndyce, Lawrence Boythorn, Mr Gridley, Mr Gusher, Mr Quale, Mr Skimpole, Mr Tulkinghorn, Mrs Blinder, Mrs Jellyby, Mrs Pardiggle, Tom Neckett" "15"
"16" "16" "Jo, Krook, Lady Dedlock, Lawrence Boythorn, Mercury, Mr Gridley, Mr Tulkinghorn, Mrs Rouncewell, Rosa, Sir Dedlock" "16"
