"Character","Node","Type","Appearances"
"Annamaria Middleton",21,"First Appearance",2
"Annamaria Middleton",23,"Last Appearance",2
"Anne Steele",47,"Last Appearance",12
"Anne Steele",21,"First Appearance",12
"Betty",40,"Last Appearance",4
"Betty",25,"First Appearance",4
"Biddy Henshawe",30,"Last Appearance",1
"Biddy Henshawe",30,"First Appearance",1
"Cartwright",26,"First Appearance",1
"Cartwright",26,"Last Appearance",1
"ColonelBrandon",50,"Last Appearance",30
"ColonelBrandon",7,"First Appearance",30
"Edward Ferrars",50,"Last Appearance",32
"Edward Ferrars",3,"First Appearance",32
"Elinor Dashwood",40,"Last Appearance",24
"Elinor Dashwood",1,"First Appearance",24
"ElizaBrandon",31,"First Appearance",4
"ElizaBrandon",47,"Last Appearance",4
"ElizaWilliams",32,"Last Appearance",4
"ElizaWilliams",13,"First Appearance",4
"Harry Dashwood",34,"Last Appearance",3
"Harry Dashwood",2,"First Appearance",3
"John Willoughby",50,"Last Appearance",28
"John Willoughby",9,"First Appearance",28
"Lady Mary Middleton",41,"Last Appearance",2
"Lady Mary Middleton",27,"First Appearance",2
"Lord Morton",33,"First Appearance",2
"Lord Morton",34,"Last Appearance",2
"LordCourtland",36,"Last Appearance",1
"LordCourtland",36,"First Appearance",1
"Lucy Steele",50,"Last Appearance",19
"Lucy Steele",21,"First Appearance",19
"Marianne Dashwood",50,"Last Appearance",50
"Marianne Dashwood",1,"First Appearance",50
"Martha Sharpe",38,"First Appearance",1
"Martha Sharpe",38,"Last Appearance",1
"Miss Godby",38,"Last Appearance",1
"Miss Godby",38,"First Appearance",1
"Miss Morton",50,"Last Appearance",7
"Miss Morton",33,"First Appearance",7
"Miss Sophia Grey",44,"Last Appearance",3
"Miss Sophia Grey",30,"First Appearance",3
"Miss Sparks",38,"First Appearance",1
"Miss Sparks",38,"Last Appearance",1
"Miss Walker",30,"Last Appearance",1
"Miss Walker",30,"First Appearance",1
"Mr Jennings",11,"Last Appearance",1
"Mr Jennings",11,"First Appearance",1
"Mr John Dashwood",49,"Last Appearance",6
"Mr John Dashwood",2,"First Appearance",6
"Mr Pratt",49,"Last Appearance",7
"Mr Pratt",22,"First Appearance",7
"Mr Richardson",38,"First Appearance",1
"Mr Richardson",38,"Last Appearance",1
"Mr Simpson",21,"Last Appearance",1
"Mr Simpson",21,"First Appearance",1
"Mr Thomas Palmer",46,"Last Appearance",13
"Mr Thomas Palmer",19,"First Appearance",13
"Mr. Rose",21,"Last Appearance",1
"Mr. Rose",21,"First Appearance",1
"Mrs Charlotte Palmer",19,"First Appearance",18
"Mrs Charlotte Palmer",46,"Last Appearance",18
"Mrs Dashwood",50,"Last Appearance",36
"Mrs Dashwood",1,"First Appearance",36
"Mrs Dennison",36,"Last Appearance",1
"Mrs Dennison",36,"First Appearance",1
"Mrs Fanny Dashwood",50,"Last Appearance",12
"Mrs Fanny Dashwood",1,"First Appearance",12
"Mrs Ferrars",4,"First Appearance",16
"Mrs Ferrars",50,"Last Appearance",16
"Mrs Jennings",50,"Last Appearance",38
"Mrs Jennings",7,"First Appearance",38
"Mrs Richardson",38,"Last Appearance",1
"Mrs Richardson",38,"First Appearance",1
"Mrs Taylor",30,"Last Appearance",1
"Mrs Taylor",30,"First Appearance",1
"MrsBurgess",49,"Last Appearance",1
"MrsBurgess",49,"First Appearance",1
"MrsClarke",38,"First Appearance",1
"MrsClarke",38,"Last Appearance",1
"Robert Ferrars",37,"Last Appearance",2
"Robert Ferrars",3,"First Appearance",2
"Sally",47,"Last Appearance",1
"Sally",47,"First Appearance",1
"Sir John Middleton",50,"Last Appearance",33
"Sir John Middleton",4,"First Appearance",33
"The Miss Careys",13,"First Appearance",3
"The Miss Careys",45,"Last Appearance",3
"The Westons",20,"Last Appearance",1
"The Westons",20,"First Appearance",1
"The Whitakers",18,"Last Appearance",1
"The Whitakers",18,"First Appearance",1
"TheOldGentlemanDashwood",1,"Last Appearance",1
"TheOldGentlemanDashwood",1,"First Appearance",1
"Thomas",47,"First Appearance",2
"Thomas",49,"Last Appearance",2
