"Character","Node"
"Abbey Potterson","12, 62, 36, 66, 6, 18, 13, 35"
"Alfred Lammle","10, 33, 47, 21, 41, 11, 45, 58, 12, 50, 52, 29, 34, 38, 22"
"Analytical Chemist","10, 2, 50, 20, 33"
"Bella Wilfer","61, 27, 37, 8, 15, 4, 38, 63, 40, 52, 67, 64, 55, 31, 66, 49, 16, 48, 54, 42, 17, 9, 62, 26, 30, 25"
"Betty Higden","41, 16, 66, 27, 26, 64, 42, 31, 67"
"Blight","16, 8, 50, 12, 66, 59"
"Bob Glamour","6, 36"
"Bob Gliddery","36, 35, 13, 6"
"Boots Brewer","67, 33, 50, 2, 20, 10"
"Bradley Headstone","28, 60, 65, 67, 19, 18, 51, 31, 4, 61, 8, 57, 32, 44, 43, 23"
"Captain Joey","36, 29, 39"
"Charley Hexam","18, 3, 23, 57, 6, 32, 28"
"Eugene Wrayburn","32, 61, 65, 13, 2, 31, 19, 44, 10, 28, 50, 51, 67, 14, 56, 8, 23, 33, 59, 3, 43, 18, 6, 29, 66, 57, 12, 60"
"Fledgeby","22, 50, 58, 46, 38, 33, 66, 59, 21, 34, 45"
"Gaffer Hexam","1, 44, 6, 12, 14, 29, 33, 3, 13"
"George Jones","6, 48, 12, 63, 23, 39"
"George Sampson","66, 9, 31, 49, 4, 37, 55"
"Georgiana Podsnap","45, 33, 21, 22, 38, 17, 34, 11, 52"
"Gruff and Glum","54"
"Jack Mullins","6"
"Jacob Kibble","30, 62, 3"
"Jenny Wren","59, 46, 35, 61, 43, 32, 25, 60, 66, 22, 18, 19, 36, 58, 28"
"Job Potterson","62, 3"
"John Harmon","31, 17, 38, 54, 27, 3, 4, 40, 64, 33, 15, 48, 39, 42, 30, 26, 45, 61, 66, 62, 49, 55, 63, 41, 37, 24, 32, 16, 25, 8, 67, 9"
"Johnny","16, 26, 27, 31, 41, 42, 66"
"Lady Tippins","33, 23, 10, 50, 2, 67, 20, 17, 3"
"Lavinia Wilfer","4, 30, 25, 55, 66, 37, 54, 49, 9, 42"
"Lizzie Hexam","1, 60, 6, 58, 56, 44, 34, 61, 55, 18, 35, 43, 66, 29, 46, 19, 33, 32, 23, 31, 3, 22, 42, 41, 28, 65, 59"
"Lord Snigsworth","46, 66, 33, 22, 20, 50, 2, 10"
"Mary Anne","57, 18, 28"
"Melvin Twemlow","50, 10, 33, 2, 66, 52, 3, 67, 20, 17, 46"
"Miss Peecher","32, 44, 57, 28, 65, 18"
"Mortimer Lightwood","3, 2, 62, 12, 66, 56, 37, 43, 60, 67, 65, 50, 33, 13, 4, 44, 59, 61, 10, 23, 16, 14, 8, 31, 25"
"Mr Boffin","67, 47, 27, 17, 53, 14, 24, 42, 64, 31, 61, 48, 37, 55, 33, 63, 66, 5, 41, 62, 30, 45, 52, 39, 16, 9, 40, 8, 38, 15, 25, 49"
"Mr Dolls","58, 59, 43, 50, 28, 19, 35"
"Mr Grompus","11"
"Mr Inspector","13, 3, 62, 66, 12, 14"
"Mr Podsnap","34, 10, 20, 12, 21, 50, 22, 2, 11"
"Mr Riah","66, 35, 42, 43, 36, 34, 50, 46, 59, 22, 32, 45, 58"
"Mr Veneering","21, 67, 11, 2, 49, 33, 10, 50, 66, 4, 20, 25, 17, 3"
"Mr Wilfer","8, 55, 4, 33, 31, 52, 30, 54, 48, 66, 38, 25, 37, 11, 49, 9, 16"
"Mrs  Veneering","2, 11, 17, 67, 33, 50, 10, 20"
"Mrs Boffin","31, 53, 17, 64, 5, 8, 66, 40, 27, 55, 16, 48, 30, 63, 25, 67, 42, 37, 49, 9, 26, 52, 62, 15, 38"
"Mrs Goody","9"
"Mrs Milvey","42, 61, 16, 9, 27"
"Mrs Podsnap","34, 11, 67, 10, 2, 21, 17, 20, 50"
"Mrs Sprodgkin","61"
"Mrs Swoshle","17"
"Mrs Wilfer","66, 30, 9, 49, 37, 4, 54, 55, 25, 16"
"MrVenus","24, 7, 39, 53, 64, 47, 40"
"Pleasant Riderhood","36, 31, 29, 64, 40, 30"
"Poddles","16"
"Reverend  FrankMilvey","16, 27, 9, 42, 65, 61"
"Rogue Riderhood","35, 29, 13, 12, 31, 30, 44, 19, 14, 36, 6, 51, 33, 67, 65, 57"
"Silas Wegg","64, 5, 39, 7, 38, 27, 15, 40, 53, 63, 47, 24"
"Sloppy","64, 27, 47, 31, 66, 42, 53, 26, 16"
"Sophronia Akershem","21, 22, 11, 47, 38, 50, 10, 67, 37, 45, 52, 48, 34, 33"
"The Tapkins","17"
"Toddles","16"
"Tom Tootle","6, 35, 36"
"William Williams","36"
