"Character","Node","Appearances"
"Abbey Potterson",12,8
"Abbey Potterson",62,8
"Abbey Potterson",36,8
"Abbey Potterson",66,8
"Abbey Potterson",6,8
"Abbey Potterson",18,8
"Abbey Potterson",13,8
"Abbey Potterson",35,8
"Alfred Lammle",10,15
"Alfred Lammle",33,15
"Alfred Lammle",47,15
"Alfred Lammle",21,15
"Alfred Lammle",41,15
"Alfred Lammle",11,15
"Alfred Lammle",45,15
"Alfred Lammle",58,15
"Alfred Lammle",12,15
"Alfred Lammle",50,15
"Alfred Lammle",52,15
"Alfred Lammle",29,15
"Alfred Lammle",34,15
"Alfred Lammle",38,15
"Alfred Lammle",22,15
"Analytical Chemist",10,5
"Analytical Chemist",2,5
"Analytical Chemist",50,5
"Analytical Chemist",20,5
"Analytical Chemist",33,5
"Bella Wilfer",61,26
"Bella Wilfer",27,26
"Bella Wilfer",37,26
"Bella Wilfer",8,26
"Bella Wilfer",15,26
"Bella Wilfer",4,26
"Bella Wilfer",38,26
"Bella Wilfer",63,26
"Bella Wilfer",40,26
"Bella Wilfer",52,26
"Bella Wilfer",67,26
"Bella Wilfer",64,26
"Bella Wilfer",55,26
"Bella Wilfer",31,26
"Bella Wilfer",66,26
"Bella Wilfer",49,26
"Bella Wilfer",16,26
"Bella Wilfer",48,26
"Bella Wilfer",54,26
"Bella Wilfer",42,26
"Bella Wilfer",17,26
"Bella Wilfer",9,26
"Bella Wilfer",62,26
"Bella Wilfer",26,26
"Bella Wilfer",30,26
"Bella Wilfer",25,26
"Betty Higden",41,9
"Betty Higden",16,9
"Betty Higden",66,9
"Betty Higden",27,9
"Betty Higden",26,9
"Betty Higden",64,9
"Betty Higden",42,9
"Betty Higden",31,9
"Betty Higden",67,9
"Blight",16,6
"Blight",8,6
"Blight",50,6
"Blight",12,6
"Blight",66,6
"Blight",59,6
"Bob Glamour",6,2
"Bob Glamour",36,2
"Bob Gliddery",36,4
"Bob Gliddery",35,4
"Bob Gliddery",13,4
"Bob Gliddery",6,4
"Boots Brewer",67,6
"Boots Brewer",33,6
"Boots Brewer",50,6
"Boots Brewer",2,6
"Boots Brewer",20,6
"Boots Brewer",10,6
"Bradley Headstone",28,16
"Bradley Headstone",60,16
"Bradley Headstone",65,16
"Bradley Headstone",67,16
"Bradley Headstone",19,16
"Bradley Headstone",18,16
"Bradley Headstone",51,16
"Bradley Headstone",31,16
"Bradley Headstone",4,16
"Bradley Headstone",61,16
"Bradley Headstone",8,16
"Bradley Headstone",57,16
"Bradley Headstone",32,16
"Bradley Headstone",44,16
"Bradley Headstone",43,16
"Bradley Headstone",23,16
"Captain Joey",36,3
"Captain Joey",29,3
"Captain Joey",39,3
"Charley Hexam",18,7
"Charley Hexam",3,7
"Charley Hexam",23,7
"Charley Hexam",57,7
"Charley Hexam",6,7
"Charley Hexam",32,7
"Charley Hexam",28,7
"Eugene Wrayburn",32,28
"Eugene Wrayburn",61,28
"Eugene Wrayburn",65,28
"Eugene Wrayburn",13,28
"Eugene Wrayburn",2,28
"Eugene Wrayburn",31,28
"Eugene Wrayburn",19,28
"Eugene Wrayburn",44,28
"Eugene Wrayburn",10,28
"Eugene Wrayburn",28,28
"Eugene Wrayburn",50,28
"Eugene Wrayburn",51,28
"Eugene Wrayburn",67,28
