"source" "target" "tag"
1 2 "Augustus Snodgrass"
1 2 "Nathaniel Winkle"
1 2 "Samuel Pickwick"
1 2 "Tracy Tupman"
2 3 "Augustus Snodgrass"
2 3 "Doctor Payne"
2 3 "Doctor Slammer"
2 3 "Lieutenant Tappleton"
2 3 "Nathaniel Winkle"
2 3 "Samuel Pickwick"
2 3 "Tracy Tupman"
3 4 "Augustus Snodgrass"
2 4 "Colonel Bulder"
3 4 "Nathaniel Winkle"
3 4 "Samuel Pickwick"
3 4 "Tracy Tupman"
4 5 "Augustus Snodgrass"
4 5 "Joe"
4 5 "Mr Wardle"
4 5 "Nathaniel Winkle"
4 5 "Samuel Pickwick"
4 5 "Tracy Tupman"
5 6 "Augustus Snodgrass"
4 6 "Emily Wardle"
4 6 "Isabella Wardle"
4 6 "Mr Trundle"
5 6 "Mr Wardle"
5 6 "Nathaniel Winkle"
5 6 "Samuel Pickwick"
5 6 "Tracy Tupman"
2 7 "Alfred Jingle"
6 7 "Augustus Snodgrass"
6 7 "Clergyman"
6 7 "Isabella Wardle"
5 7 "Joe"
6 7 "Mr Wardle"
6 7 "Nathaniel Winkle"
4 7 "Rachael Wardle"
6 7 "Samuel Pickwick"
6 7 "Tracy Tupman"
7 8 "Alfred Jingle"
7 8 "Augustus Snodgrass"
6 8 "Emily Wardle"
5 8 "Emma"
7 8 "Isabella Wardle"
7 8 "Joe"
6 8 "Mr Trundle"
7 8 "Mr Wardle"
6 8 "Mrs Wardle"
7 8 "Nathaniel Winkle"
7 8 "Rachael Wardle"
7 8 "Samuel Pickwick"
7 8 "Tracy Tupman"
8 9 "Alfred Jingle"
8 9 "Emily Wardle"
8 9 "Joe"
8 9 "Mr Wardle"
8 9 "Mrs Wardle"
8 9 "Rachael Wardle"
8 9 "Samuel Pickwick"
8 9 "Tracy Tupman"
9 10 "Alfred Jingle"
9 10 "Mr Wardle"
9 10 "Rachael Wardle"
9 10 "Samuel Pickwick"
8 11 "Augustus Snodgrass"
7 11 "Clergyman"
9 11 "Emily Wardle"
10 11 "Mr Perker"
8 11 "Mr Trundle"
10 11 "Mr Wardle"
9 11 "Mrs Wardle"
8 11 "Nathaniel Winkle"
10 11 "Samuel Pickwick"
9 11 "Tracy Tupman"
11 12 "Augustus Snodgrass"
11 12 "Nathaniel Winkle"
10 12 "Sam Weller"
11 12 "Samuel Pickwick"
10 12 "Tony Weller"
11 12 "Tracy Tupman"
12 13 "Augustus Snodgrass"
11 13 "Mr Perker"
12 13 "Nathaniel Winkle"
12 13 "Sam Weller"
12 13 "Samuel Pickwick"
12 13 "Tony Weller"
12 13 "Tracy Tupman"
13 14 "Augustus Snodgrass"
11 14 "Emily Wardle"
5 14 "Mary"
13 14 "Mr Pott"
13 14 "Mrs Pott"
13 14 "Nathaniel Winkle"
13 14 "Samuel Pickwick"
13 14 "Tony Weller"
13 14 "Tracy Tupman"
10 15 "Alfred Jingle"
14 15 "Augustus Snodgrass"
14 15 "Mr Pott"
14 15 "Mrs Pott"
14 15 "Nathaniel Winkle"
13 15 "Sam Weller"
14 15 "Samuel Pickwick"
14 15 "Tony Weller"
14 15 "Tracy Tupman"
15 16 "Alfred Jingle"
11 16 "Mr Trundle"
11 16 "Mr Wardle"
