"t" "specificity" "diversity" "ShannonWiener" "Pielou" "Richness" "" "" ""
1 0 0 0 0 1 0 NA 0
2 0 1 1.33217904021012 0.960964047443681 4 1 0.5 0
3 0 2 2.13833305950803 0.973197315178593 9 2 0.333333333333333 0
4 0 3 2.55750773907562 0.969098969687209 14 3 0.25 0.16666667163372
5 0 4 2.53348451560049 0.959996013413562 14 3 0.3 0.111111089587212
6 0 5 2.69072914643186 0.949709329894525 17 3 0.3 0.12345677614212
7 0 6 2.74750348493331 0.933116123096266 19 3 0.285714285714286 0.111111134290695
8 0 7 2.70123669621067 0.917402844930201 19 3 0.25 0.102040827274323
9 0 8 2.66604333341362 0.905450359908075 19 4 0.222222222222222 0.09375
10 0 9 2.78177898372934 0.89994848848065 22 4 0.177777777777778 0.09375
11 0 10 2.81792378238563 0.911641889396908 22 4 0.172727272727273 0.170360118150711
12 0 11 2.83232760433801 0.916301748382905 22 4 0.166666666666667 0.234504133462906
13 1 9 2.8500107982688 0.92202253488054 22 5 0.153846153846154 0.294270813465118
14 0 12 2.82419317377113 0.913670134391956 22 5 0.148351648351648 0.310013711452484
15 0 13 2.79572285755176 0.904459547138959 22 6 0.133333333333333 0.326530605554581
16 0 14 2.80853700245987 0.908605121035618 22 6 0.133333333333333 0.31689453125
17 0 15 2.81206639764523 0.909746934918352 22 6 0.125 0.271193772554398
18 0 16 2.81980285123815 0.89931687225344 23 6 0.117647058823529 0.349151223897934
19 0 17 2.8227644362604 0.900261407570136 23 6 0.108187134502924 0.331263691186905
20 0 18 2.85512163538879 0.898386807713763 24 6 0.105263157894737 0.3671875
21 0 19 2.86600590997152 0.901811631572566 24 6 0.102380952380952 0.38318008184433
22 0 20 2.8593764210901 0.89972560998976 24 6 0.103896103896104 0.411892354488373
23 0 21 2.86967946406875 0.891516051007109 25 6 0.100790513833992 0.430603593587875
24 0 22 2.87370951608855 0.892768057061105 25 6 0.0978260869565217 0.442729771137238
25 0 23 2.87197418328004 0.8922289456126 25 6 0.095 0.44706067442894
26 0 24 2.86252541571146 0.889293520923154 25 6 0.0907692307692308 0.426026999950409
27 1 16 2.84713185957414 0.884511243825541 25 6 0.0868945868945869 0.444369792938232
28 0 25 2.83714937017017 0.881410009125264 25 7 0.082010582010582 0.446279942989349
29 0 26 2.82911642558659 0.878914434576683 25 7 0.0788177339901478 0.4710693359375
30 0 27 2.81360521296032 0.874095605435642 25 7 0.0770114942528736 0.486856758594513
31 0 28 2.8107598184741 0.873211633937196 25 7 0.0752688172043011 0.480510205030441
32 0 29 2.81186845870568 0.873556052390066 25 7 0.0756048387096774 0.444177746772766
33 0 30 2.80316584627535 0.870852433827618 25 7 0.0729166666666667 0.466183185577393
34 0 31 2.79318869582423 0.867752857766296 25 7 0.0695187165775401 0.441239327192307
35 0 32 2.82361022912749 0.87720383846839 25 7 0.0697478991596639 0.479242265224457
36 0 33 2.82598201960355 0.877940676608506 25 7 0.0666666666666667 0.466269820928574
37 0 34 2.83117497180427 0.879553957916407 25 7 0.0668168168168168 0.439338505268097
