"root_node_id" "tag"
"1" "Jack Chinaman"
"2" "Edwin Drood"
"2" "John Jasper"
"2" "Miss Dean"
"2" "Mr Tope"
"2" "Mrs Dean"
"2" "Mrs Tope"
"2" "Septimus Crisparkle"
"2" "The Dean"
"3" "Miss Twinkleton"
"3" "Mr Porters"
"3" "Mrs Tisher"
"3" "Rosa Bud"
"4" "Durdles"
"4" "Miss Brobity"
"4" "Thomas Sapsea"
"5" "Deputy"
"6" "Helena Landless"
"6" "Joe"
"6" "Luke Honeythunder"
"6" "Mrs Crisparkle"
"6" "Neville Landless"
"9" "Hiram Grewgious"
"9" "Miss Ferdinand"
"9" "Miss Giggles"
"9" "Miss Jennings"
"9" "Miss Reynolds"
"11" "Bazzard"
"13" "Miss Rickitts"
"17" "Lieutenant Tartar"
"18" "Dick Datchery"
"22" "Lobley"
"22" "Mrs Billickin"
"23" "Princess Puffer"
