"root_node_id" "tag"
"1" "Oliver Twist"
"2" "Mr Bumble"
"2" "Mr Limbkins"
"2" "Mrs Mann"
"3" "Mr Gamfield"
"4" "Charlotte"
"4" "Mr Sowerberry"
"4" "Mrs Sowerberry"
"5" "Noah Claypole"
"7" "Dick"
"8" "Artful Dodger"
"8" "Fagin"
"9" "Bet"
"9" "Charley Bates"
"9" "Nancy"
"11" "Mr Brownlow"
"11" "Mr Fang"
"12" "Mrs Bedwin"
"13" "Bill Sikes"
"14" "Mr Grimwig"
"15" "Barney"
"17" "Mr Mann"
"18" "Tom Chitling"
"19" "Ned"
"19" "Toby Crackit"
"23" "Grannett"
"23" "Mrs Corney"
"23" "Sally"
"24" "Anny"
"24" "Martha"
"26" "Edward Leeford"
"26" "Mr Lively"
"26" "Phil Barker"
"27" "Mr Slout"
"28" "Brittles"
"28" "Mr Giles"
"29" "Mr Losberne"
"29" "Mrs Maylie"
"29" "Rose Maylie"
"31" "Blathers"
"31" "Conkey Chickweed"
"31" "Duff"
"31" "Jem Spyers"
"33" "Harry Maylie"
"42" "Morris Bolter"
"42" "Mrs Bolter"
"50" "Kags"
