"t" "specificity" "diversity" "ShannonWiener" "Pielou" "Richness" "" "" ""
1 0 0 0.693147180559945 1 2 0 NA 0
2 0 1 2.07944154167984 1 8 0 0 0
3 0 2 2.77258872223978 1 16 0 0 0
4 0 3 3.08465194568951 0.983784926158898 23 1 0.0833333333333333 0
5 0 4 3.12201849851975 0.969909579735833 25 2 0.1 0
6 0 5 3.15942631064736 0.948148980952324 28 2 0.133333333333333 0
7 0 6 3.3073081241903 0.954287405892225 32 2 0.166666666666667 0.122448980808258
8 0 7 3.48618819210546 0.945053433019497 40 2 0.178571428571429 0
9 0 8 3.49207390176022 0.934291753524234 42 3 0.180555555555556 0.0355029404163361
10 0 9 3.59291402128157 0.938430542117711 46 3 0.177777777777778 0
11 0 10 3.72426456391304 0.942555010312076 52 4 0.154545454545455 0.0743944570422173
12 0 11 3.78698492597376 0.945013741290412 55 4 0.151515151515152 0.194999977946281
13 0 12 3.81796380863467 0.936340588200115 59 4 0.141025641025641 0.210743814706802
14 0 13 3.83409069666454 0.928995845291006 62 4 0.148351648351648 0.0905349776148796
15 0 14 3.88377370307147 0.926991349457352 66 4 0.161904761904762 0.151384085416794
16 0 15 3.88804821113752 0.928011602516196 66 4 0.1625 0.168639063835144
17 0 16 3.90434806387501 0.928569200485465 67 4 0.154411764705882 0.180839002132416
18 0 17 3.88953277978729 0.925045688678826 67 4 0.156862745098039 0.152126714587212
19 0 18 3.91352455386805 0.927483684664753 68 4 0.154970760233918 0.213421136140823
20 0 19 3.95985327629817 0.925920604063716 72 4 0.152631578947368 0.232907235622406
21 0 20 4.01528352229679 0.927160184383765 76 4 0.145238095238095 0.240257993340492
22 0 21 4.05133930347691 0.927197083079845 79 4 0.142857142857143 0.253902673721313
23 0 22 4.05243014572697 0.927446735275475 79 4 0.146245059288538 0.230734124779701
24 0 23 4.04476806394754 0.925693176922533 79 4 0.143115942028986 0.246114417910576
25 0 24 4.04931576610196 0.926733972535153 79 4 0.136666666666667 0.259220689535141
26 0 25 4.05892241782399 0.928932568798663 79 4 0.130769230769231 0.275294125080109
27 0 26 4.10265312781162 0.925936077718817 84 4 0.123931623931624 0.241973847150803
28 0 27 4.12189391922444 0.927800468966075 85 4 0.123015873015873 0.271418660879135
29 0 28 4.11135195531077 0.925427569698264 85 4 0.123152709359606 0.255500018596649
30 0 29 4.1219494528753 0.925376756397556 86 4 0.120689655172414 0.229387760162354
31 0 30 4.13204150215691 0.927642419268096 86 4 0.119354838709677 0.271000742912292
32 0 31 4.13801198932942 0.928982792340832 86 4 0.115927419354839 0.284574687480927
33 0 32 4.1518085124752 0.92966724844442 87 4 0.114583333333333 0.283792078495026
34 0 33 4.17343257802222 0.934509279442929 87 4 0.111408199643494 0.290912002325058
35 0 34 4.1633873082467 0.932259956458973 87 4 0.110084033613445 0.283899545669556
36 0 35 4.15358400370625 0.930064813997465 87 5 0.106349206349206 0.28703498840332
37 0 36 4.15688882425626 0.926091686171568 89 5 0.103603603603604 0.283947706222534
38 0 37 4.15454406523178 0.925569309478216 89 5 0.101706970128023 0.30979511141777
39 0 38 4.15438955741262 0.925534887483109 89 5 0.0991902834008097 0.310264229774475
40 0 39 4.16522168487403 0.925643969418895 90 5 0.0974358974358974 0.314490973949432
41 0 40 4.16361996147852 0.925288015831329 90 5 0.0932926829268293 0.313661396503448
42 0 41 4.16191066591319 0.924908156306025 90 5 0.0917537746806039 0.330636143684387
43 0 42 4.17342150550859 0.920756733925593 93 5 0.0908084163898117 0.324639350175858
44 0 43 4.16447581515566 0.918783100392244 93 5 0.0898520084566596 0.337698936462402
45 0 44 4.15785091505535 0.917321488769527 93 5 0.0878787878787879 0.334340751171112
46 0 45 4.15816635500217 0.917391082376309 93 5 0.0859903381642512 0.345600306987762
47 0 46 4.15774198944137 0.917297457170411 93 5 0.0864939870490287 0.343146800994873
48 0 47 4.15466153422433 0.916617834975311 93 5 0.0855496453900709 0.377446353435516
49 0 48 4.16971923280893 0.917774309754468 94 5 0.0837585034013605 0.381135821342468
50 0 49 4.16435830977011 0.916594346028641 94 5 0.0828571428571429 0.381312340497971
51 0 50 4.1571372979784 0.915004968244948 94 5 0.0803921568627451 0.382617473602295
52 0 51 4.16069381531762 0.91578777400809 94 6 0.0780542986425339 0.379227042198181
53 0 52 4.16447478325803 0.916619982377041 94 6 0.0769230769230769 0.352883577346802
54 0 53 4.16768991354567 0.917327647285816 94 6 0.076869322152341 0.377902865409851
55 0 54 4.17131094409562 0.918124652702256 94 6 0.0760942760942761 0.376076817512512
56 0 55 4.16753492783394 0.917293534220485 94 6 0.075 0.364723265171051
57 0 56 4.16173172053001 0.916016221701259 94 6 0.074874686716792 0.361697107553482
58 0 57 4.16645074734533 0.917054901126978 94 6 0.074107683000605 0.377950847148895
59 0 58 4.1600647506083 0.915649313983051 94 6 0.0733489187609585 0.385716110467911
60 0 59 4.15581459267895 0.914713834747598 94 6 0.0725988700564972 0.401073426008224
61 0 60 4.1601058196145 0.915658353459503 94 6 0.0713114754098361 0.389065027236938
62 0 61 4.15299594145089 0.914093436696593 94 6 0.0708619777895294 0.3898905813694
63 0 62 4.1539088050724 0.914294362162638 94 6 0.0696364567332309 0.399762094020844
64 0 63 4.14998278699642 0.913430227594198 94 6 0.0689484126984127 0.400451600551605
65 0 64 4.1434310250109 0.911988154759502 94 6 0.0677884615384615 0.410435855388641
66 0 65 4.14600047090391 0.912553701574348 94 6 0.0668997668997669 0.415241181850433
67 0 66 4.14521759783606 0.912381387624809 94 6 0.0660334690185437 0.411046862602234
