"node_id" "tags" "dpub"
"1" "Anne Elliot, Charles Musgrove, Elizabeth Elliot, Lady Elliot, Lady Russell, Mary Elliot, Mr John Shepherd, Mr William Elliot, Sir Walter Elliot, Walter Musgrove" "1"
"2" "Anne Elliot, Elizabeth Elliot, Lady Russell, Mary Elliot, Mr John Shepherd, Mrs Penelope Clay, Sir Walter Elliot" "2"
"3" "Admiral Baldwin, Admiral Croft, Anne Elliot, Captain Frederick Wentworth, Edward Wentworth, Elizabeth Elliot, Governor Trent, Lord St Ives, Mr John Shepherd, Mrs Croft, Mrs Penelope Clay, Sir Basil Morley, Sir Walter Elliot" "3"
"4" "Admiral Croft, Anne Elliot, Captain Frederick Wentworth, Edward Wentworth, Elizabeth Elliot, Lady Russell, Mary Elliot, Mrs Croft, Sir Walter Elliot" "4"
"5" "Admiral Croft, Anne Elliot, Charles Musgrove, Elder Mr Charles Musgrove, Elizabeth Elliot, Henrietta Musgrove, Lady Russell, Little Charles Musgrove, Louisa Musgrove, Mackenzie, Mary Elliot, Mr John Shepherd, Mrs Croft, Mrs Penelope Clay, Sir Walter Elliot, Walter Musgrove" "5"
"6" "Admiral Croft, Anne Elliot, Captain Frederick Wentworth, Charles Musgrove, Edward Wentworth, Elder Mr Charles Musgrove, Elizabeth Elliot, Henrietta Musgrove, Jemima, Lady Russell, Louisa Musgrove, Mary Elliot, Mrs Croft, Sir Walter Elliot" "6"
"7" "Admiral Croft, Anne Elliot, Captain Frederick Wentworth, Charles Musgrove, Elder Mr Charles Musgrove, Henrietta Musgrove, Jemima, Louisa Musgrove, Mary Elliot, Mr Robinson, Mrs Croft" "7"
"8" "Admiral Croft, Anne Elliot, Captain Frederick Wentworth, Captain Harville, Charles Musgrove, Elder Mr Charles Musgrove, Henrietta Musgrove, Lady Mary Grierson, Louisa Musgrove, Mrs Croft, The Miss Hayters" "8"
"9" "Admiral Croft, Anne Elliot, Captain Frederick Wentworth, Charles Hayter, Charles Musgrove, Doctor Shirley, Edward Wentworth, Elder Mr Charles Musgrove, Henrietta Musgrove, Louisa Musgrove, Mary Elliot, Mr Hayter, Mrs Croft, Mrs Hayter, Walter Musgrove" "9"
"10" "Admiral Croft, Anne Elliot, Captain Frederick Wentworth, Charles Hayter, Charles Musgrove, Elder Mr Charles Musgrove, Henrietta Musgrove, Lady Russell, Louisa Musgrove, Mary Elliot, Mrs Croft" "10"
"11" "Anne Elliot, Captain Benwick, Captain Frederick Wentworth, Captain Harville, Charles Musgrove, Elder Mr Charles Musgrove, Fanny Harville, Henrietta Musgrove, Lady Russell, Louisa Musgrove, Mary Elliot" "11"
"12" "Anne Elliot, Captain Benwick, Captain Frederick Wentworth, Captain Harville, Charles Musgrove, Doctor Shirley, Elder Mr Charles Musgrove, Elizabeth Elliot, Henrietta Musgrove, Lady Russell, Louisa Musgrove, Mary Elliot, Mr William Elliot, Mrs Shirley, Sir Walter Elliot" "12"
"13" "Admiral Croft, Anne Elliot, Captain Benwick, Captain Frederick Wentworth, Captain Harville, Charles Hayter, Charles Musgrove, Elder Mr Charles Musgrove, Harry Musgrove, Henrietta Musgrove, Lady Russell, Louisa Musgrove, Mary Elliot, Mr John Shepherd, Mrs Croft, Mrs Penelope Clay, Sarah, Sir Walter Elliot" "13"
"14" "Anne Elliot, Captain Benwick, Captain Frederick Wentworth, Captain Harville, Charles Hayter, Charles Musgrove, Elder Mr Charles Musgrove, Elizabeth Elliot, Fanny Harville, Henrietta Musgrove, Lady Russell, Louisa Musgrove, Mary Elliot, Mr William Elliot" "14"
"15" "Anne Elliot, Colonel Wallis, Elizabeth Elliot, Lady Russell, Mary Elliot, Mr William Elliot, Mrs Penelope Clay, Mrs William Elliot, Sir Walter Elliot" "15"
"16" "Anne Elliot, Colonel Wallis, Elizabeth Elliot, Lady Elliot, Lady Russell, Mary Elliot, Mr William Elliot, Mrs Penelope Clay, Sir Walter Elliot, The Dowager Countess Dalrymple, The Honourable Miss Carteret, The Late Viscount Dalrymple" "16"
"17" "Anne Elliot, Colonel Wallis, Elizabeth Elliot, Lady Elliot, Lady Russell, Mr William Elliot, Mrs Penelope Clay, Mrs Smith, Nurse Rooke, Sir Henry Russell, Sir Walter Elliot, The Dowager Countess Dalrymple" "17"
"18" "Admiral Brand, Admiral Croft, Anne Elliot, Captain Benwick, Captain Brigden, Captain Frederick Wentworth, Captain Harville, Charles Hayter, Charles Musgrove, Edward Wentworth, Elder Mr Charles Musgrove, Elizabeth Elliot, Henrietta Musgrove, Jemima, Lady Russell, Louisa Musgrove, Mary Elliot, Mr Hayter, Mr William Elliot, Mrs Croft, Mrs Hayter, Mrs Penelope Clay, Sir Archibald Drew, Sir Walter Elliot, The Dowager Countess Dalrymple" "18"
"19" "Admiral Croft, Anne Elliot, Captain Benwick, Captain Frederick Wentworth, Charles Musgrove, Elder Mr Charles Musgrove, Elizabeth Elliot, Henrietta Musgrove, Lady Alicia, Lady Russell, Louisa Musgrove, Mary Elliot, Miss Atkinson, Mr William Elliot, Mrs Croft, Mrs Frankland, Mrs Penelope Clay, Mrs Smith, Sir Walter Elliot, The Dowager Countess Dalrymple, The Honourable Miss Carteret" "19"
"20" "Anne Elliot, Captain Benwick, Captain Frederick Wentworth, Captain Harville, Colonel Wallis, Edward Wentworth, Elder Mr Charles Musgrove, Elizabeth Elliot, Fanny Harville, Lady Russell, Louisa Musgrove, Mr William Elliot, Mrs Penelope Clay, Sir Walter Elliot, The Dowager Countess Dalrymple, The Honourable Miss Carteret" "20"
"21" "Anne Elliot, Captain Frederick Wentworth, Charles Musgrove, Charles Smith, Colonel Wallis, Elizabeth Elliot, Lady Elliot, Lady Russell, Mary, Mr William Elliot, Mrs Penelope Clay, Mrs Smith, Mrs Speed, Nurse Rooke, Sir Walter Elliot, The Dowager Countess Dalrymple, Walter Musgrove" "21"
"22" "Anne Elliot, Captain Benwick, Captain Frederick Wentworth, Captain Harville, Charles Hayter, Charles Musgrove, Elder Mr Charles Musgrove, Elizabeth Elliot, Henrietta Musgrove, Lady Alicia, Lady Russell, Louisa Musgrove, Mary Elliot, Mr William Elliot, Mrs Penelope Clay, Mrs Smith, Sir Walter Elliot, The Dowager Countess Dalrymple, The Honourable Miss Carteret, The Late Viscount Dalrymple" "22"
"23" "Admiral Croft, Anne Elliot, Captain Benwick, Captain Frederick Wentworth, Captain Harville, Charles Hayter, Charles Musgrove, Edward Wentworth, Elder Mr Charles Musgrove, Henrietta Musgrove, Lady Russell, Louisa Musgrove, Mary Elliot, Mr William Elliot, Mrs Croft, Mrs Penelope Clay, Mrs Smith, Sarah, The Dowager Countess Dalrymple" "23"
"24" "Anne Elliot, Captain Benwick, Captain Frederick Wentworth, Charles Hayter, Elizabeth Elliot, Lady Russell, Mary Elliot, Mr William Elliot, Mrs Penelope Clay, Mrs Smith, Sir Walter Elliot" "24"
