"Character","Node"
"Alice",1
"Alphonse",2
"Arthur Gride",10
"Augustus Borum",1
"Baron Von Koeldwethout",2
"Baron Von Swillenhausen",1
"Baroness Von Koeldwethout",1
"Baroness Von Swillenhausen",1
"Belling",2
"Bolder",3
"Brooks",1
"Captain Adams",1
"Cecilia Bobster",2
"Charles Cheeryble",11
"Charley",1
"Charlotte Borum",1
"Cobbey",2
"Colonel Chowser",2
"David",1
"Doctor Lumbey",1
"Dorker",1
"Edwin Cheeryble",14
"Fanny Squeers",7
"Fluggers",1
"Frank Cheeryble",11
"Graymarsh",2
"Great Ralph Nickleby",1
"Hannah",1
"Henrietta Petowker",8
"Henry Wititterly",4
"Horatio Peltirogus",1
"Jane",1
"Jane Dibabs",1
"Jenkins",1
"Jennings",1
"John Browdie",11
"John La Creevy",1
"Julia Wititterly",3
"Kate Nickleby",36
"Lord Frederick Verisopht",7
"Madame Mantalini",8
"Madeline Bray",15
"Matilda Price",7
"Miss Belvawney",2
"Miss Bravassa",5
"Miss Browndock",1
"Miss Cropley",1
"Miss Gazingi",1
"Miss Knag",8
"Miss La Creevy",17
"Miss Lane",1
"Miss Ledrook",3
"Miss Simmonds",1
"Miss Snevellicci",6
"Mobbs",1
"Morleena Kenwigs",5
"Mortimer Knag",1
"Mr Bobster",1
"Mr Bonney",1
"Mr Borum",1
"Mr Brooker",4
"Mr Bulph",2
"Mr Crowl",3
"Mr Crummles",8
"Mr Curdle",2
"Mr Cutler",1
"Mr Folair",5
"Mr Gallanbile",1
"Mr Glavormelly",1
"Mr Godfrey Nickleby",1
"Mr Gregsbury",1
"Mr Kenwigs",5
"Mr Lenville",4
"Mr Lillyvick",7
"Mr Mantalini",6
"Mr Nickleby",2
"Mr Pluck",6
"Mr Pugstyles",1
"Mr Pyke",8
"Mr Scaley",1
"Mr Snawley",7
"Mr Snevellicci",1
"Mr Snobb",1
"Mr Trimmers",2
"Mr Watkins",1
"Mr Westwood",1
"Mrs Blockson",1
"Mrs Borum",1
"Mrs Crummles",6
"Mrs Curdle",1
"Mrs Cutler",1
"Mrs Gallanbile",1
"Mrs Godfrey Nickleby",1
"Mrs Gregsbury",1
"Mrs Grudden",7
"Mrs Kenwigs",5
"Mrs Lenville",2
"Mrs Nickleby",29
"Mrs Snawley",2
"Mrs Snevellicci",1
"Mrs Squeers",13
"Newman Noggs",33
"Nicholas Nickleby",57
"Ninetta Crummles",6
"Palmer",1
"Peg Sliderskew",7
"Phoebe",1
"Ralph Nickleby",46
"Richard",1
"Sir Matthew Pupker",1
"Sir Mulberry Hawk",11
"Sir Thomas Grimble",1
"Sir Tumley Snuffim",3
"Smike",31
"Snittle Timberry",1
"Sprouter",1
"The African Swallower",1
"The Hawkinses",1
"The Master Crummleses",6
"The Miss Dowdles",1
"The Misses Kenwigses",6
"Thomas",1
"Tim Linkinwater",15
"Tom",3
"Tom Tix",1
"Wackford Squeers",24
"Wackford SqueersJunior",10
"Walter Bray",4
"William",1
"William2",1
"young Lillyvick",1
