"Character","Node"
"Abel Garland","60, 57, 40, 64, 68, 73, 41, 20, 22, 61, 39, 65, 14, 56, 38, 69, 59, 66, 21"
"Barbara","68, 40, 38, 57, 39, 69, 63, 73, 22, 61"
"Becky Morgan","54"
"Dame West","25"
"Daniel Quilp","49, 28, 11, 6, 48, 3, 5, 58, 34, 14, 50, 4, 12, 9, 27, 66, 13, 38, 60, 56, 64, 20, 67, 29, 21, 73, 41, 33, 62, 23, 51, 10"
"David","54"
"Dick Swiveller","58, 23, 41, 13, 65, 33, 50, 64, 61, 34, 8, 3, 63, 37, 73, 7, 2, 38, 66, 36, 57, 35, 48, 59, 56, 51, 60, 21"
"Foxey","36, 62"
"Frederick Trent","73, 6, 7, 8, 13, 21, 23"
"George","28, 47, 26"
"Harry","25"
"Isaac List","42, 29, 30, 73"
"Jacob Nubbles","68, 40, 61, 13, 41, 47, 57, 21, 39, 63, 69, 22, 48, 73, 60, 38"
"James Groves","73, 29, 30"
"Jane Wackles","8"
"Jerry","19, 37, 18"
"Joe Jowl","73, 42"
"John Owen","52"
"Kit Nubbles","1, 56, 21, 20, 72, 61, 40, 68, 9, 60, 3, 57, 15, 73, 10, 59, 47, 69, 66, 41, 11, 13, 63, 65, 70, 12, 22, 6, 64, 29, 14, 38, 71, 49, 58, 67, 50, 51, 42, 39, 48"
"Little Nell","69, 61, 9, 30, 45, 29, 47, 16, 43, 23, 5, 68, 2, 55, 1, 21, 26, 71, 32, 44, 17, 20, 52, 13, 6, 28, 73, 10, 54, 7, 19, 25, 15, 3, 24, 41, 11, 27, 18, 31, 39, 14, 38, 40, 42, 53, 50, 46, 12, 48"
"Maunders","19"
"Melissa Wackles","8"
"Miss Cheggs","8"
"Miss Edwards","31, 32"
"Miss Monflathers","32, 31, 29"
"Mr Cheggs","8, 21, 58, 50"
"Mr Chuckster","14, 20, 60, 69, 56, 40, 38, 73, 64, 65, 57"
"Mr Garland","40, 21, 14, 61, 63, 68, 56, 69, 66, 20, 71, 58, 60, 39, 64, 73, 22, 62, 70, 57, 38"
"Mr Grinder","17"
"Mr Harris","26, 37, 19, 18, 17"
"Mr Marton","52"
"Mr Slum","28, 47"
"Mr Tomkinley","14"
"Mr Vuffin","19"
"Mr Witherden","20, 63, 38, 40, 14, 56, 66, 60"
"Mrs Betsy Quilp","73, 49, 4, 13, 21, 6, 23, 5, 3, 67, 9, 48, 50"
"Mrs Garland","66, 61, 68, 73, 40, 39, 69, 21, 38"
"Mrs George","4"
"Mrs Henrietta Simmons","4"
"Mrs Jarley","30, 47, 32, 73, 29, 27, 28, 31"
"Mrs Jiniwin","73, 5, 23, 50, 4, 49"
"Mrs Nubbles","41, 10, 39, 61, 48, 13, 22"
"Mrs Wackles","8"
"Nell Trent","10, 18, 17, 16, 6, 27, 44, 41, 20, 43, 48, 38, 40, 29, 28, 5, 25, 32, 46, 71, 26, 54, 53, 52, 73, 47, 2, 68, 39, 42, 23, 12, 19, 14, 31, 50, 3, 9, 11, 1, 15, 30, 13, 69, 45, 21, 61, 24, 55, 7"
"Nell's Grandfather","6, 25, 28, 2, 30, 27, 23, 44, 16, 52, 54, 11, 29, 46, 32, 24, 42, 12, 43, 1, 9, 50, 17, 69, 26, 7, 3, 40, 15, 31, 45, 47, 19"
"Richard Evans","52"
"Sally Brass","50, 73, 67, 65, 62, 33, 36, 60, 58, 34, 64, 66, 59, 63, 56, 37, 35, 51, 57"
"Sampson Brass","66, 64, 36, 12, 50, 38, 56, 34, 59, 35, 73, 51, 37, 67, 57, 63, 58, 13, 62, 49, 60, 33, 11, 48"
"Sophia Wackles","58, 21, 13, 50, 7, 8, 23"
"Sophronia Sphynx","64, 66, 57, 58, 65, 73"
"Sweet William","19"
"The Bachelor","71, 52, 50, 55, 73, 51, 7, 14, 54, 53"
"The Clergyman","16, 52, 68, 73"
"Thomas Codlin","37, 18, 16, 73, 67, 26, 51, 50, 17, 19"
"Tom Scott","67, 18, 37, 51, 50, 73"
"Whisker","20, 22, 38, 65, 68, 40, 14"
