"Character","Node"
"Abel Magwitch","1, 54, 52, 47, 2, 3, 5, 51, 46, 53, 10, 28, 42, 56, 40, 45, 43, 41, 55, 16, 50, 39"
"Avenger","30, 28, 40, 27, 34, 2"
"Bentley Drummle","48, 43, 25, 26, 44, 38, 27, 34, 11, 23"
"Biddy","16, 58, 7, 12, 19, 34, 39, 35, 53, 18, 57, 22, 27, 17, 15, 59, 10"
"Black Bill","32"
"Camilla","11, 25, 57, 18, 34, 44"
"Clara Barley","53, 55, 52, 45, 58, 30, 31, 46, 59"
"Compeyson","5, 16, 47, 41, 39, 54, 46, 42, 55, 43, 53, 50, 28"
"Dunstable","23, 4"
"Estella","29, 12, 11, 47, 48, 9, 53, 30, 13, 49, 18, 37, 44, 46, 27, 14, 19, 38, 32, 15, 8, 22, 51, 33, 31, 59, 17, 43, 57, 36, 45, 34, 50, 39"
"Flopson","23, 33, 22"
"Georiana Pocket","44, 11, 25, 57"
"Herbert Pocket","11, 42, 37, 55, 46, 24, 23, 47, 15, 38, 58, 51, 28, 45, 21, 57, 44, 20, 49, 52, 26, 41, 12, 36, 30, 27, 29, 43, 34, 31, 22, 25, 39, 53, 59, 40, 54, 50"
"Jack","54, 47"
"Joe Gargery","17, 34, 2, 15, 9, 29, 1, 57, 52, 22, 7, 43, 5, 11, 16, 8, 13, 4, 28, 14, 12, 58, 39, 6, 35, 3, 18, 54, 10, 23, 30, 19, 53, 27, 59"
"John Wemmick","44, 39, 36, 47, 26, 32, 46, 25, 37, 24, 40, 51, 54, 52, 21, 45, 48, 20, 55"
"Mary Anne","45"
"Mike","51, 20"
"Millers","23, 22, 33"
"Miss Havisham","7, 33, 12, 8, 25, 52, 30, 11, 15, 22, 10, 51, 18, 34, 29, 50, 49, 39, 48, 53, 57, 13, 44, 19, 40, 14, 32, 36, 9, 42, 17, 38, 43, 28, 31, 37, 27"
"Miss Skiffins","48, 55, 45, 37"
"Molly","26, 48"
"Mr Camilla","25, 11, 18"
"Mr Clarriker","41, 52, 45, 58, 37"
"Mr Havisham","22, 42"
"Mr Hubble","35, 4, 5"
"Mr Jaggers","26, 44, 30, 22, 36, 32, 19, 40, 51, 56, 38, 20, 37, 39, 48, 21, 24, 49, 29, 42, 33, 55, 25, 18, 50"
"Mr Pocket","57, 24, 22, 32, 49, 25, 21, 44, 23, 18, 29, 26, 11, 34, 28, 33"
"Mr Trabb","35, 19, 22, 34, 53, 30"
"Mr Wopsle","18, 37, 47, 13, 10, 15, 31, 30, 4, 5, 16, 6, 7, 27, 17"
"Mrs Brandley","43, 38"
"Mrs Coiler","23"
"Mrs Hubble","4, 18, 35"
"Mrs Joe Gargery","15, 10, 1, 8, 4, 17, 12, 13, 35, 7, 11, 5, 58, 18, 9, 14, 6, 19, 16, 2, 53"
"Mrs Pocket","23, 34, 26, 22, 33, 25"
"Old Barley","53, 46, 58, 52, 50"
"Orlick Dolge","43, 29, 53, 17, 57, 16, 15, 35, 30"
"Pip","10, 42, 1, 35, 38, 57, 19, 25, 37, 34, 4, 47, 23, 5, 49, 39, 51, 46, 8, 15, 28, 48, 44, 2, 27, 33, 22, 55, 41, 11, 18, 45, 13, 24, 7, 32, 17, 20, 30, 9, 29, 50, 31, 26, 59, 53, 58, 40, 36"
"Sarah Pocket","19, 44, 11, 57, 17, 29, 15"
"Skiffins","52, 37"
"Sophia","23"
"Startop","34, 25, 53, 54, 52, 26, 23"
"The Aged","55, 45, 25, 48, 37, 36, 32"
"Trabb's Boy","53, 30, 19, 28"
"Uncle Pumblechook","4, 28, 15, 52, 11, 27, 19, 18, 7, 12, 5, 35, 57, 13, 9, 22, 30, 8, 58, 6"
"William Potkins","58"
