"V1","V2"
"1","Little Nell"
"1","Nell Trent"
"1","Nell's Grandfather"
"2","Dick Swiveller"
"1","Kit Nubbles"
"2","Little Nell"
"2","Nell Trent"
"2","Nell's Grandfather"
"3","Daniel Quilp"
"3","Mrs Betsy Quilp"
"4","Daniel Quilp"
"3","Little Nell"
"4","Mrs Betsy Quilp"
"4","Mrs Jiniwin"
"3","Nell Trent"
"5","Daniel Quilp"
"3","Kit Nubbles"
"5","Little Nell"
"5","Mrs Betsy Quilp"
"5","Nell Trent"
"3","Nell's Grandfather"
"3","Dick Swiveller"
"6","Frederick Trent"
"6","Little Nell"
"6","Nell Trent"
"6","Nell's Grandfather"
"7","Dick Swiveller"
"7","Frederick Trent"
"7","Sophia Wackles"
"6","Daniel Quilp"
"6","Kit Nubbles"
"7","Little Nell"
"6","Mrs Betsy Quilp"
"7","Nell Trent"
"7","Nell's Grandfather"
"9","Daniel Quilp"
"9","Kit Nubbles"
"9","Little Nell"
"9","Nell Trent"
"10","Daniel Quilp"
"10","Kit Nubbles"
"10","Little Nell"
"10","Nell Trent"
"9","Nell's Grandfather"
"11","Daniel Quilp"
"11","Kit Nubbles"
"11","Little Nell"
"11","Nell Trent"
"11","Nell's Grandfather"
"11","Sampson Brass"
"12","Daniel Quilp"
"8","Dick Swiveller"
"8","Frederick Trent"
"12","Kit Nubbles"
"12","Little Nell"
"9","Mrs Betsy Quilp"
"10","Mrs Nubbles"
"12","Nell Trent"
"12","Sampson Brass"
"8","Sophia Wackles"
"13","Daniel Quilp"
"13","Kit Nubbles"
"13","Little Nell"
"13","Nell Trent"
"7","The Bachelor"
"14","Kit Nubbles"
"14","Little Nell"
"14","Nell Trent"
"12","Nell's Grandfather"
"15","Little Nell"
"15","Nell Trent"
"15","Nell's Grandfather"
"16","Little Nell"
"16","Nell Trent"
"16","Nell's Grandfather"
"16","Thomas Codlin"
"17","Little Nell"
"17","Mr Harris"
"17","Nell Trent"
"17","Thomas Codlin"
"18","Jerry"
"18","Little Nell"
"18","Mr Harris"
"18","Nell Trent"
"17","Nell's Grandfather"
"18","Thomas Codlin"
"14","Abel Garland"
"14","Daniel Quilp"
"15","Kit Nubbles"
"19","Little Nell"
"14","Mr Chuckster"
"14","Mr Garland"
"14","Mr Witherden"
"19","Nell Trent"
"14","Whisker"
"20","Abel Garland"
"20","Daniel Quilp"
"13","Dick Swiveller"
"13","Frederick Trent"
"13","Jacob Nubbles"
"20","Kit Nubbles"
"20","Little Nell"
"8","Mr Cheggs"
"20","Mr Garland"
"13","Mrs Betsy Quilp"
"20","Nell Trent"
"13","Sophia Wackles"
"21","Abel Garland"
"21","Jacob Nubbles"
"21","Kit Nubbles"
"21","Mr Garland"
"13","Mrs Nubbles"
"20","Whisker"
"21","Daniel Quilp"
"21","Dick Swiveller"
"21","Frederick Trent"
"21","Little Nell"
"21","Mrs Betsy Quilp"
"5","Mrs Jiniwin"
