"t" "specificity" "diversity" "ShannonWiener" "Pielou" "Richness" "" "" ""
1 0 0 1.79175946922805 1 6 0 NA 0
2 0 1 2.24595208072891 0.975404595279694 10 1 0.5 0
3 0 2 2.51322315592057 0.952318514538281 14 2 0.333333333333333 0
4 0 3 2.62940467721736 0.948357272077931 16 3 0.25 0.16666667163372
5 0 4 3.04030574258222 0.933153977207956 26 4 0.2 0.21875
6 0 5 3.16206054151168 0.939050413495858 29 5 0.166666666666667 0.259999990463257
7 0 6 3.18234929053156 0.945075648593768 29 5 0.19047619047619 0.3046875
8 0 7 3.17519876394715 0.942952126650512 29 5 0.214285714285714 0.20833332836628
9 0 8 3.25752417674834 0.931650831431947 33 5 0.208333333333333 0.157777786254883
10 0 9 3.25402958225912 0.930651378569975 33 5 0.211111111111111 0.182825490832329
11 0 10 3.41852944868843 0.91461520086371 42 5 0.190909090909091 0.224489793181419
12 0 11 3.45151308996366 0.923439854897841 42 5 0.181818181818182 0.238715261220932
13 0 12 3.51131655294067 0.917118160024229 46 5 0.173076923076923 0.275034308433533
14 0 13 3.50329156305385 0.915022118881755 46 5 0.164835164835165 0.301666676998138
15 0 14 3.54052525674583 0.909735030279959 49 5 0.147619047619048 0.27939647436142
16 0 15 3.63075726152573 0.910195984527166 54 5 0.145833333333333 0.311428606510162
17 0 16 3.64498563685283 0.909578881607614 55 5 0.150735294117647 0.305472910404205
18 0 17 3.72556837248772 0.906271633619418 61 5 0.143790849673203 0.302944183349609
19 0 18 3.74940734832045 0.908477165634984 62 5 0.137426900584795 0.319375306367874
20 0 19 3.75844013302012 0.903713823564365 64 5 0.131578947368421 0.331400007009506
21 0 20 3.78278577192962 0.906189466226547 65 5 0.130952380952381 0.307603299617767
22 0 21 3.83943246881743 0.906786937137434 69 5 0.132034632034632 0.282585322856903
23 0 22 3.86146820561433 0.902915518339025 72 5 0.128458498023715 0.283195286989212
24 0 23 3.87950582462681 0.901358539105808 74 5 0.121376811594203 0.283916234970093
25 0 24 3.93724392833691 0.898498401899817 80 5 0.118333333333333 0.331085115671158
26 0 25 3.94205388098944 0.897053018988287 81 5 0.115384615384615 0.296533346176147
27 0 26 3.95900425071156 0.898401742559242 82 5 0.112535612535613 0.303477019071579
28 0 27 3.94931011410908 0.896201889094899 82 5 0.10978835978836 0.341123521327972
29 0 28 3.94831619992644 0.895976343938317 82 5 0.108374384236453 0.377066105604172
30 0 29 3.94444816424652 0.895098585346748 82 5 0.108045977011494 0.381394296884537
31 0 30 3.93343315959379 0.892598992331022 82 5 0.105376344086022 0.373594343662262
32 0 31 3.92989679741581 0.891796499142881 82 5 0.10383064516129 0.380573093891144
33 0 32 3.94802667386341 0.888664548696163 85 5 0.101325757575758 0.392479687929153
34 0 33 3.95163251029354 0.884844113515713 87 5 0.0998217468805704 0.403659105300903
35 0 34 3.95030357648722 0.884546540486665 87 5 0.0991596638655462 0.404050558805466
36 0 35 3.95850395201978 0.886382757290656 87 5 0.0984126984126984 0.402412831783295
37 0 36 3.95510628258069 0.885621955825687 87 5 0.0960960960960961 0.405487060546875
38 0 37 3.97051036528225 0.884569396633748 89 5 0.0938833570412518 0.408689171075821
39 0 38 3.97343471057398 0.885220896343425 89 5 0.0917678812415655 0.431309461593628
40 0 39 3.9650658993132 0.883356452318238 89 5 0.091025641025641 0.440314412117004
41 0 40 3.98871623096349 0.884247497666683 91 6 0.0890243902439024 0.449169635772705
42 0 41 3.99724295231404 0.886137763000424 91 6 0.0871080139372822 0.449333310127258
43 0 42 3.9955944151632 0.885772303347235 91 6 0.0852713178294574 0.455641776323318
44 0 43 3.99696384641481 0.883934261478289 92 6 0.0824524312896406 0.417221426963806
45 0 44 3.99679209576795 0.883896278577511 92 6 0.0803030303030303 0.448439568281174
46 0 45 3.99387215924313 0.883250530445978 92 6 0.0792270531400966 0.466463416814804
47 0 46 3.98880715337594 0.882130397166661 92 6 0.0767807585568918 0.467919886112213
48 0 47 3.98618227094283 0.881549900668786 92 6 0.0757978723404255 0.470606327056885
49 0 48 3.9798532915127 0.880150237831328 92 6 0.0739795918367347 0.480380535125732
50 0 49 3.97548787333175 0.879184819367691 92 6 0.0722448979591837 0.482332646846771
51 0 50 3.96975975874361 0.877918038647953 92 6 0.072156862745098 0.481052130460739
52 0 51 3.96571218537503 0.877022912018387 92 6 0.0716440422322775 0.487645417451859
53 0 52 3.96049307681053 0.875868698707532 92 7 0.0693033381712627 0.48525258898735
54 0 53 3.95064310104722 0.873690362503735 92 7 0.0677847658979734 0.484150797128677
55 0 54 3.94307021002131 0.872015606840821 92 7 0.065993265993266 0.482559323310852
56 0 55 3.94473820238159 0.872384485732846 92 7 0.0646103896103896 0.490214914083481
57 0 56 3.93764943036387 0.870816793679817 92 7 0.0635964912280702 0.491712987422943
58 0 57 3.93590568652854 0.870431162240927 92 7 0.0617059891107078 0.490136027336121
59 0 58 3.95473390846743 0.868432327576046 95 7 0.0619520748100526 0.490232288837433
60 0 59 3.95359345113477 0.868181891000837 95 7 0.0615819209039548 0.489994555711746
61 0 60 3.95383012785205 0.868233863577811 95 7 0.0609289617486339 0.464970171451569
62 0 61 3.94870375830573 0.867108148133949 95 7 0.0602855631940772 0.482109904289246
63 0 62 3.94247219322957 0.865739739363907 95 7 0.0593958013312852 0.491611540317535
64 0 63 3.94818355457841 0.866993914978399 95 7 0.0590277777777778 0.486503422260284
