"t" "specificity" "diversity" "ShannonWiener" "Pielou" "Richness" "" "" ""
1 0 0 0 0 1 0 NA 0
2 0 1 2.19722457733622 1 9 0 0 0
3 0 2 2.52321095295289 0.983727396259413 13 1 0.166666666666667 0
4 0 3 2.69231099414179 0.971045929944797 16 1 0.25 0
5 0 4 2.71595570997465 0.958613199981017 17 2 0.2 0
6 0 5 2.94810191888398 0.953756528216222 22 2 0.233333333333333 0
7 0 6 2.95510480011812 0.95602206851203 22 3 0.214285714285714 0.0679012089967728
8 0 7 2.92570984475727 0.94651234620818 22 4 0.178571428571429 0.11999998986721
9 0 8 3.06280493477141 0.929295065045062 27 4 0.166666666666667 0.277777761220932
10 1 7 3.01896539563264 0.915993575644613 27 5 0.155555555555556 0.346938788890839
11 0 9 3.03515921847892 0.910856224223564 28 5 0.145454545454545 0.375
12 0 10 3.03800423602262 0.91171001862154 28 5 0.166666666666667 0.252066105604172
13 0 11 3.06569006470205 0.910430867820236 29 5 0.166666666666667 0.271449685096741
14 0 12 3.0552229050636 0.90732239141456 29 5 0.159340659340659 0.263971447944641
15 0 13 3.03954892785832 0.902667624504654 29 5 0.147619047619048 0.265868902206421
16 0 14 3.0314459763924 0.900261256939988 29 5 0.141666666666667 0.304065763950348
17 0 15 3.04060120745221 0.893979639007682 30 5 0.136029411764706 0.280131489038467
18 0 16 3.0689777534805 0.893706810984065 31 5 0.133986928104575 0.348304569721222
19 0 17 3.05383796590533 0.889298003765623 31 5 0.134502923976608 0.364603042602539
20 0 18 3.05456032757739 0.889508360307173 31 5 0.131578947368421 0.36379998922348
21 0 19 3.0526413943003 0.888949554125663 31 5 0.123809523809524 0.371116876602173
22 0 20 3.08345947426023 0.881868384396396 33 5 0.116883116883117 0.370198905467987
23 0 21 3.11223228025373 0.882562136947835 34 5 0.114624505928854 0.372919142246246
