"V1","V2"
"Bitzer","M’Choakumchild"
"Bitzer","Sissy Jupe"
"Bitzer","Thomas Gradgrind"
"M’Choakumchild","Sissy Jupe"
"M’Choakumchild","Thomas Gradgrind"
"Sissy Jupe","Thomas Gradgrind"
"Bounderby","Louisa Gradgrind"
"Bounderby","Mr Sleary"
"Bounderby","Signor Jupe"
"Bounderby","Sissy Jupe"
"Bounderby","Thomas Gradgrind"
"Bounderby","Tom Gradgrind"
"Louisa Gradgrind","Mr Sleary"
"Louisa Gradgrind","Signor Jupe"
"Louisa Gradgrind","Sissy Jupe"
"Louisa Gradgrind","Thomas Gradgrind"
"Louisa Gradgrind","Tom Gradgrind"
"Mr Sleary","Signor Jupe"
"Mr Sleary","Sissy Jupe"
"Mr Sleary","Thomas Gradgrind"
"Mr Sleary","Tom Gradgrind"
"Signor Jupe","Sissy Jupe"
"Signor Jupe","Thomas Gradgrind"
"Signor Jupe","Tom Gradgrind"
"Sissy Jupe","Tom Gradgrind"
"Thomas Gradgrind","Tom Gradgrind"
"Adam Smith Gradgrind","Bounderby"
"Adam Smith Gradgrind","Jane Gradgrind"
"Adam Smith Gradgrind","Louisa Gradgrind"
"Adam Smith Gradgrind","Malthus Gradgrind"
"Adam Smith Gradgrind","Mrs Gradgrind"
"Adam Smith Gradgrind","Mrs Pegler"
"Adam Smith Gradgrind","Thomas Gradgrind"
"Adam Smith Gradgrind","Tom Gradgrind"
"Bounderby","Jane Gradgrind"
"Bounderby","Malthus Gradgrind"
"Bounderby","Mrs Gradgrind"
"Bounderby","Mrs Pegler"
"Jane Gradgrind","Louisa Gradgrind"
"Jane Gradgrind","Malthus Gradgrind"
"Jane Gradgrind","Mrs Gradgrind"
"Jane Gradgrind","Mrs Pegler"
"Jane Gradgrind","Thomas Gradgrind"
"Jane Gradgrind","Tom Gradgrind"
"Louisa Gradgrind","Malthus Gradgrind"
"Louisa Gradgrind","Mrs Gradgrind"
"Louisa Gradgrind","Mrs Pegler"
"Malthus Gradgrind","Mrs Gradgrind"
"Malthus Gradgrind","Mrs Pegler"
"Malthus Gradgrind","Thomas Gradgrind"
"Malthus Gradgrind","Tom Gradgrind"
"Mrs Gradgrind","Mrs Pegler"
"Mrs Gradgrind","Thomas Gradgrind"
"Mrs Gradgrind","Tom Gradgrind"
"Mrs Pegler","Thomas Gradgrind"
"Mrs Pegler","Tom Gradgrind"
"Bitzer","Bounderby"
"Bitzer","Mrs Gradgrind"
"Bitzer","Mrs Pegler"
"Bounderby","M’Choakumchild"
"M’Choakumchild","Mrs Gradgrind"
"M’Choakumchild","Mrs Pegler"
"Mrs Gradgrind","Sissy Jupe"
"Mrs Pegler","Sissy Jupe"
"Bounderby","E.W.B. Childers"
"Bounderby","Emma Gordon"
"Bounderby","Kidderminster"
"E.W.B. Childers","Emma Gordon"
"E.W.B. Childers","Kidderminster"
"E.W.B. Childers","Louisa Gradgrind"
"E.W.B. Childers","Mr Sleary"
"E.W.B. Childers","Signor Jupe"
"E.W.B. Childers","Sissy Jupe"
"E.W.B. Childers","Thomas Gradgrind"
"Emma Gordon","Kidderminster"
"Emma Gordon","Louisa Gradgrind"
"Emma Gordon","Mr Sleary"
