"Character","Node"
"AnnedeBourgh","31, 16, 18, 21, 19, 37, 52"
"CaptainCarter","9, 7"
"CarolineBingley","8, 9, 55, 10, 30, 27, 12, 6, 61, 24, 23, 18, 3, 31, 5, 35, 21, 25, 60, 26, 4, 33, 11, 16, 45, 7"
"Chamberlayne","39"
"CharlotteLucas","22, 27, 34, 24, 9, 25, 53, 18, 32, 37, 20, 31, 23, 30, 39, 28, 47, 57, 6, 38, 56, 48, 3, 21, 13, 33, 40, 36, 60, 5, 26, 29"
"ColonelFitzwilliam","31, 33, 30, 47, 35, 41, 32, 34, 36"
"ColonelForster","12, 48, 7, 6, 39, 50, 9, 14, 47, 46, 41"
"ColonelMillar","41"
"Dawson","37"
"ElizabethBennet","1, 49, 35, 56, 13, 44, 24, 17, 2, 60, 43, 21, 36, 47, 6, 14, 25, 3, 4, 10, 61, 37, 15, 58, 16, 7, 51, 42, 26, 45, 48, 28, 41, 39, 38, 31, 19, 53, 5, 46, 33, 57, 20, 32, 18, 55, 29, 8, 59, 9, 40, 50, 54, 52, 30, 34, 11, 23, 27, 22, 12"
"Haggerston","50, 49"
"JaneBennet","41, 1, 24, 13, 56, 3, 4, 35, 32, 45, 33, 10, 55, 38, 20, 25, 9, 21, 51, 46, 42, 26, 49, 23, 58, 50, 44, 36, 5, 54, 31, 6, 53, 47, 52, 48, 11, 27, 60, 15, 37, 8, 7, 30, 34, 40, 17, 39, 61, 57, 22, 59, 16, 12, 18"
"John","46, 37"
"KittyBennet","49, 55, 56, 26, 48, 53, 3, 41, 7, 58, 39, 20, 42, 5, 59, 46, 22, 15, 17, 19, 2, 23, 61, 47"
"LadyCatherinedeBourgh","19, 15, 23, 33, 22, 34, 29, 28, 16, 32, 58, 60, 38, 13, 56, 30, 57, 37, 27, 26, 18, 31, 17, 61, 14"
"LadyMariaLucas","49, 25, 57, 26, 9, 1, 6, 22, 23, 3, 39, 51, 58, 5, 18"
"LydiaBennet","49, 14, 1, 48, 20, 42, 47, 26, 57, 41, 9, 7, 46, 51, 12, 55, 37, 61, 17, 58, 13, 50, 5, 15, 39, 3, 59, 52, 23, 18, 60, 2, 16, 22, 53"
"MaryBennet","22, 47, 55, 15, 6, 5, 58, 59, 39, 49, 13, 12, 7, 18, 17, 3, 61, 2"
"MaryKing","39"
"MasterLucas","5"
"Miss Lucas","26, 28, 37, 58, 32, 27, 3, 38, 29, 39"
"MissAWebb","29"
"MissBWebb","29"
"MissGeorgianaDarcy","26, 24, 23, 47, 21, 33, 31, 44, 45, 37, 8, 46, 36, 61, 52, 10, 35, 58, 60, 43"
"MissPope","29"
"MrBennet","49, 48"
"MrCharlesBingley","44, 32, 35, 56, 6, 33, 37, 5, 58, 57, 26, 13, 45, 7, 11, 15, 25, 1, 54, 59, 4, 55, 23, 24, 16, 61, 36, 60, 17, 9, 40, 21, 30, 43, 38, 10, 3, 8, 18, 2, 53, 12"
"MrCollins","28, 56, 59, 30, 14, 48, 20, 57, 21, 25, 23, 39, 18, 17, 16, 32, 33, 29, 15, 19, 13, 55, 40, 60, 27, 37, 38, 47, 22, 26, 24"
"MrDarcy","56, 30, 43, 25, 57, 5, 41, 42, 35, 16, 33, 47, 12, 6, 37, 40, 15, 31, 17, 44, 3, 36, 45, 29, 9, 58, 51, 46, 11, 24, 32, 52, 50, 7, 10, 59, 38, 53, 18, 21, 8, 61, 54, 4, 60, 55, 34, 26, 48"
"MrDenny","46, 15, 47, 16, 18, 14, 39"
"MrGardiner","38, 25, 47, 44, 53, 43, 26, 52, 42, 27, 49, 45, 50, 61, 46, 48"
"MrHurst","11, 7, 10, 21, 3, 8"
"MrJones","9, 15, 8"
"MrMorris","1"
"MrRobinson","5"
"MrsAnnesley","54, 45"
"MrsBennet","16, 20, 59, 23, 14, 15, 52, 53, 17, 57, 37, 42, 21, 26, 58, 49, 61, 12, 40, 51, 7, 2, 3, 55, 22, 39, 54, 47, 10, 50, 24, 9, 19, 56, 41, 25, 18, 13, 5, 48"
"MrsGardiner","38, 47, 44, 27, 25, 45, 52, 58, 26, 42, 60, 48, 46, 53, 61, 43, 50"
"MrsHarrietForster","47, 50, 39, 42, 41"
"MrsHill","13, 51, 49"
"MrsLong","53, 2, 49, 1, 54, 5"
"MrsLouisaHurst","4, 7, 6, 21, 45, 8, 10, 3, 11, 33, 18, 26"
"MrsNicholls","11, 53"
"MrsReynolds","44, 43, 52"
"MrsYounge","52, 35"
"MrWickham","32, 53, 15, 51, 37, 24, 48, 47, 16, 35, 42, 49, 46, 18, 55, 43, 59, 40, 57, 61, 44, 21, 26, 34, 50, 39, 52, 17, 27, 41, 29, 25, 45, 36"
"Pratt","47, 39"
"Richard","14"
"Sally","47"
"Sarah","55"
"SirLewisdeBourgh","13, 29"
"SirWilliamLucas","18, 22, 60, 53, 30, 58, 27, 23, 35, 1, 29, 51, 57, 7, 5, 3, 28, 26, 56, 6, 9"
"TheHarringtons","39"
"WilliamGoulding","53, 50, 51"
