"Character","Node","Appearances"
"ColonelCampbell",19,19
"ColonelCampbell",12,19
"ColonelCampbell",21,19
"ColonelCampbell",55,19
"ColonelCampbell",26,19
"ColonelCampbell",52,19
"ColonelCampbell",38,19
"ColonelCampbell",27,19
"ColonelCampbell",28,19
"ColonelCampbell",44,19
"ColonelCampbell",35,19
"ColonelCampbell",33,19
"ColonelCampbell",23,19
"ColonelCampbell",41,19
"ColonelCampbell",46,19
"ColonelCampbell",20,19
"ColonelCampbell",24,19
"ColonelCampbell",54,19
"ColonelCampbell",48,19
"DrHughes",38,1
"ElizabethMartin",4,7
"ElizabethMartin",27,7
"ElizabethMartin",8,7
"ElizabethMartin",21,7
"ElizabethMartin",55,7
"ElizabethMartin",23,7
"ElizabethMartin",22,7
"EmmaWoodhouse",1,55
"EmmaWoodhouse",16,55
"EmmaWoodhouse",5,55
"EmmaWoodhouse",21,55
"EmmaWoodhouse",50,55
"EmmaWoodhouse",55,55
"EmmaWoodhouse",41,55
"EmmaWoodhouse",32,55
"EmmaWoodhouse",14,55
"EmmaWoodhouse",2,55
"EmmaWoodhouse",24,55
"EmmaWoodhouse",44,55
"EmmaWoodhouse",13,55
"EmmaWoodhouse",18,55
"EmmaWoodhouse",35,55
"EmmaWoodhouse",51,55
"EmmaWoodhouse",10,55
"EmmaWoodhouse",47,55
"EmmaWoodhouse",3,55
"EmmaWoodhouse",27,55
"EmmaWoodhouse",25,55
"EmmaWoodhouse",17,55
"EmmaWoodhouse",33,55
"EmmaWoodhouse",26,55
"EmmaWoodhouse",11,55
"EmmaWoodhouse",36,55
"EmmaWoodhouse",54,55
"EmmaWoodhouse",48,55
"EmmaWoodhouse",52,55
"EmmaWoodhouse",4,55
"EmmaWoodhouse",15,55
"EmmaWoodhouse",45,55
"EmmaWoodhouse",38,55
"EmmaWoodhouse",34,55
"EmmaWoodhouse",20,55
"EmmaWoodhouse",7,55
"EmmaWoodhouse",37,55
"EmmaWoodhouse",12,55
"EmmaWoodhouse",31,55
"EmmaWoodhouse",43,55
"EmmaWoodhouse",46,55
"EmmaWoodhouse",40,55
"EmmaWoodhouse",28,55
"EmmaWoodhouse",39,55
"EmmaWoodhouse",29,55
"EmmaWoodhouse",19,55
"EmmaWoodhouse",6,55
"EmmaWoodhouse",49,55
