"V1","V2"
"Edwin Drood","John Jasper"
"Edwin Drood","Miss Dean"
"Edwin Drood","Mr Tope"
"Edwin Drood","Mrs Dean"
"Edwin Drood","Mrs Tope"
"Edwin Drood","Septimus Crisparkle"
"Edwin Drood","The Dean"
"John Jasper","Miss Dean"
"John Jasper","Mr Tope"
"John Jasper","Mrs Dean"
"John Jasper","Mrs Tope"
"John Jasper","Septimus Crisparkle"
"John Jasper","The Dean"
"Miss Dean","Mr Tope"
"Miss Dean","Mrs Dean"
"Miss Dean","Mrs Tope"
"Miss Dean","Septimus Crisparkle"
"Miss Dean","The Dean"
"Mr Tope","Mrs Dean"
"Mr Tope","Mrs Tope"
"Mr Tope","Septimus Crisparkle"
"Mr Tope","The Dean"
"Mrs Dean","Mrs Tope"
"Mrs Dean","Septimus Crisparkle"
"Mrs Dean","The Dean"
"Mrs Tope","Septimus Crisparkle"
"Mrs Tope","The Dean"
"Septimus Crisparkle","The Dean"
"Edwin Drood","Miss Twinkleton"
"Edwin Drood","Mr Porters"
"Edwin Drood","Mrs Tisher"
"Edwin Drood","Rosa Bud"
"John Jasper","Miss Twinkleton"
"John Jasper","Mr Porters"
"John Jasper","Mrs Tisher"
"John Jasper","Rosa Bud"
"Miss Twinkleton","Mr Porters"
"Miss Twinkleton","Mrs Tisher"
"Miss Twinkleton","Rosa Bud"
"Mr Porters","Mrs Tisher"
"Mr Porters","Rosa Bud"
"Mrs Tisher","Rosa Bud"
"Durdles","John Jasper"
"Durdles","Miss Brobity"
"Durdles","The Dean"
"Durdles","Thomas Sapsea"
"John Jasper","Miss Brobity"
"John Jasper","Thomas Sapsea"
"Miss Brobity","The Dean"
"Miss Brobity","Thomas Sapsea"
"The Dean","Thomas Sapsea"
"Deputy","Durdles"
"Deputy","John Jasper"
"Deputy","Thomas Sapsea"
"Helena Landless","Joe"
"Helena Landless","John Jasper"
"Helena Landless","Luke Honeythunder"
"Helena Landless","Miss Twinkleton"
"Helena Landless","Mr Tope"
"Helena Landless","Mrs Crisparkle"
"Helena Landless","Neville Landless"
"Helena Landless","Septimus Crisparkle"
"Helena Landless","Thomas Sapsea"
"Joe","John Jasper"
"Joe","Luke Honeythunder"
"Joe","Miss Twinkleton"
"Joe","Mr Tope"
"Joe","Mrs Crisparkle"
"Joe","Neville Landless"
"Joe","Septimus Crisparkle"
"Joe","Thomas Sapsea"
"John Jasper","Luke Honeythunder"
"John Jasper","Mrs Crisparkle"
"John Jasper","Neville Landless"
"Luke Honeythunder","Miss Twinkleton"
"Luke Honeythunder","Mr Tope"
"Luke Honeythunder","Mrs Crisparkle"
"Luke Honeythunder","Neville Landless"
"Luke Honeythunder","Septimus Crisparkle"
"Luke Honeythunder","Thomas Sapsea"
"Miss Twinkleton","Mr Tope"
"Miss Twinkleton","Mrs Crisparkle"
"Miss Twinkleton","Neville Landless"
"Miss Twinkleton","Septimus Crisparkle"
"Miss Twinkleton","Thomas Sapsea"
"Mr Tope","Mrs Crisparkle"
"Mr Tope","Neville Landless"
"Mr Tope","Thomas Sapsea"
"Mrs Crisparkle","Neville Landless"
"Mrs Crisparkle","Septimus Crisparkle"
"Mrs Crisparkle","Thomas Sapsea"
"Neville Landless","Septimus Crisparkle"
"Neville Landless","Thomas Sapsea"
"Septimus Crisparkle","Thomas Sapsea"
"Edwin Drood","Helena Landless"
"Edwin Drood","Luke Honeythunder"
"Edwin Drood","Mrs Crisparkle"
"Edwin Drood","Neville Landless"
"Helena Landless","Mrs Tisher"
"Helena Landless","Rosa Bud"
"Luke Honeythunder","Mrs Tisher"
"Luke Honeythunder","Rosa Bud"
"Mr Tope","Mrs Tisher"
"Mr Tope","Rosa Bud"
"Mrs Crisparkle","Mrs Tisher"
"Mrs Crisparkle","Rosa Bud"
"Mrs Tisher","Neville Landless"
"Mrs Tisher","Septimus Crisparkle"
"Neville Landless","Rosa Bud"
"Rosa Bud","Septimus Crisparkle"
"Edwin Drood","Hiram Grewgious"
"Edwin Drood","Miss Ferdinand"
"Edwin Drood","Miss Giggles"
"Edwin Drood","Miss Jennings"
"Edwin Drood","Miss Reynolds"
"Helena Landless","Hiram Grewgious"
"Helena Landless","Miss Ferdinand"
"Helena Landless","Miss Giggles"
"Helena Landless","Miss Jennings"
"Helena Landless","Miss Reynolds"
"Hiram Grewgious","John Jasper"
"Hiram Grewgious","Miss Ferdinand"
"Hiram Grewgious","Miss Giggles"
"Hiram Grewgious","Miss Jennings"
"Hiram Grewgious","Miss Reynolds"
"Hiram Grewgious","Miss Twinkleton"
"Hiram Grewgious","Mrs Tisher"
"Hiram Grewgious","Neville Landless"
"Hiram Grewgious","Rosa Bud"
"Hiram Grewgious","Septimus Crisparkle"
"John Jasper","Miss Ferdinand"
"John Jasper","Miss Giggles"
"John Jasper","Miss Jennings"
"John Jasper","Miss Reynolds"
"Miss Ferdinand","Miss Giggles"
"Miss Ferdinand","Miss Jennings"
"Miss Ferdinand","Miss Reynolds"
"Miss Ferdinand","Miss Twinkleton"
"Miss Ferdinand","Mrs Tisher"
"Miss Ferdinand","Neville Landless"
"Miss Ferdinand","Rosa Bud"
"Miss Ferdinand","Septimus Crisparkle"
"Miss Giggles","Miss Jennings"
"Miss Giggles","Miss Reynolds"
"Miss Giggles","Miss Twinkleton"
"Miss Giggles","Mrs Tisher"
"Miss Giggles","Neville Landless"
"Miss Giggles","Rosa Bud"
"Miss Giggles","Septimus Crisparkle"
"Miss Jennings","Miss Reynolds"
"Miss Jennings","Miss Twinkleton"
"Miss Jennings","Mrs Tisher"
"Miss Jennings","Neville Landless"
"Miss Jennings","Rosa Bud"
"Miss Jennings","Septimus Crisparkle"
"Miss Reynolds","Miss Twinkleton"
"Miss Reynolds","Mrs Tisher"
"Miss Reynolds","Neville Landless"
"Miss Reynolds","Rosa Bud"
"Miss Reynolds","Septimus Crisparkle"
"Bazzard","Edwin Drood"
"Bazzard","Hiram Grewgious"
"Bazzard","John Jasper"
"Bazzard","Rosa Bud"
"Deputy","Mr Tope"
"Deputy","Neville Landless"
"Deputy","Septimus Crisparkle"
"Deputy","The Dean"
"Durdles","Mr Tope"
"Durdles","Neville Landless"
"Durdles","Septimus Crisparkle"
"Neville Landless","The Dean"
"Edwin Drood","Miss Rickitts"
"Edwin Drood","Thomas Sapsea"
"Helena Landless","Miss Rickitts"
"Hiram Grewgious","Miss Rickitts"
"Hiram Grewgious","Thomas Sapsea"
"John Jasper","Miss Rickitts"
"Miss Ferdinand","Miss Rickitts"
"Miss Ferdinand","Thomas Sapsea"
"Miss Giggles","Miss Rickitts"
"Miss Giggles","Thomas Sapsea"
"Miss Rickitts","Miss Twinkleton"
"Miss Rickitts","Mrs Tisher"
