"Character","Node","Type","Appearances"
"Alex Macstinger",18,"First Appearance",5
"Alex Macstinger",60,"Last Appearance",5
"Alice Brown",34,"First Appearance",5
"Alice Brown",58,"Last Appearance",5
"Anne",59,"First Appearance",1
"Anne",59,"Last Appearance",1
"Barnet Skettles Jr",28,"Last Appearance",3
"Barnet Skettles Jr",14,"First Appearance",3
"Berinthia",8,"First Appearance",3
"Berinthia",59,"Last Appearance",3
"Bill Bitherstone",10,"First Appearance",1
"Bill Bitherstone",10,"Last Appearance",1
"Briggs",12,"First Appearance",4
"Briggs",60,"Last Appearance",4
"Captain Bunsby",60,"Last Appearance",5
"Captain Bunsby",15,"First Appearance",5
"Captain Cuttle",62,"Last Appearance",23
"Captain Cuttle",4,"First Appearance",23
"Charles Macstinger",39,"First Appearance",1
"Charles Macstinger",39,"Last Appearance",1
"Cornelia Blimber",11,"First Appearance",6
"Cornelia Blimber",60,"Last Appearance",6
"Cousin Feenix",61,"Last Appearance",8
"Cousin Feenix",21,"First Appearance",8
"Diogenes",56,"Last Appearance",14
"Diogenes",14,"First Appearance",14
"Doctor Blimber",11,"First Appearance",9
"Doctor Blimber",60,"Last Appearance",9
"Doctor Parker Peps",1,"First Appearance",2
"Doctor Parker Peps",8,"Last Appearance",2
"Florence Dombey",1,"First Appearance",51
"Florence Dombey",62,"Last Appearance",51
"Flowers",40,"Last Appearance",3
"Flowers",36,"First Appearance",3
"Harriet Carker",22,"First Appearance",5
"Harriet Carker",58,"Last Appearance",5
"James Carker",13,"First Appearance",6
"James Carker",58,"Last Appearance",6
"Jemima",2,"First Appearance",2
"Jemima",6,"Last Appearance",2
"Joe",6,"Last Appearance",1
"Joe",6,"First Appearance",1
"John",39,"Last Appearance",5
"John",4,"First Appearance",5
"Johnson",12,"First Appearance",3
"Johnson",41,"Last Appearance",3
"Juliana Macstinger",25,"First Appearance",3
"Juliana Macstinger",60,"Last Appearance",3
"Kate",24,"Last Appearance",1
"Kate",24,"First Appearance",1
"Lady Skettles",60,"Last Appearance",6
"Lady Skettles",14,"First Appearance",6
"Lucretia Tox",1,"First Appearance",19
"Lucretia Tox",62,"Last Appearance",19
"Major Bagstock",7,"First Appearance",21
"Major Bagstock",59,"Last Appearance",21
"Martha",24,"First Appearance",1
"Martha",24,"Last Appearance",1
"Mary Daws",59,"Last Appearance",2
"Mary Daws",28,"First Appearance",2
"Master Bitherstone",8,"First Appearance",7
"Master Bitherstone",60,"Last Appearance",7
"Melia",41,"First Appearance",1
"Melia",41,"Last Appearance",1
"Miss Pankey",8,"First Appearance",2
"Miss Pankey",11,"Last Appearance",2
"Mr Baps",14,"Last Appearance",1
"Mr Baps",14,"First Appearance",1
"Mr Brogley",49,"Last Appearance",6
"Mr Brogley",9,"First Appearance",6
"Mr Carker",58,"Last Appearance",29
"Mr Carker",4,"First Appearance",29
"Mr Chick",2,"First Appearance",8
"Mr Chick",59,"Last Appearance",8
"Mr Clark",6,"Last Appearance",1
"Mr Clark",6,"First Appearance",1
"Mr Dombey",62,"Last Appearance",54
"Mr Dombey",1,"First Appearance",54
"Mr Feeder",60,"Last Appearance",6
"Mr Feeder",11,"First Appearance",6
"Mr Morfin",4,"First Appearance",4
"Mr Morfin",58,"Last Appearance",4
"Mr Perch",13,"First Appearance",13
"Mr Perch",59,"Last Appearance",13
"Mr Pilkins",1,"First Appearance",2
"Mr Pilkins",8,"Last Appearance",2
"Mr Sownds",57,"Last Appearance",2
"Mr Sownds",31,"First Appearance",2
"Mr Toodle",2,"First Appearance",8
"Mr Toodle",59,"Last Appearance",8
"Mr Toots",11,"First Appearance",18
"Mr Toots",62,"Last Appearance",18
"Mrs Baps",14,"First Appearance",1
"Mrs Baps",14,"Last Appearance",1
"Mrs Blimber",60,"Last Appearance",7
"Mrs Blimber",11,"First Appearance",7
"Mrs Blockitt",1,"Last Appearance",1
"Mrs Blockitt",1,"First Appearance",1
"Mrs Bokum",60,"First Appearance",1
"Mrs Bokum",60,"Last Appearance",1
"Mrs Brown",6,"First Appearance",6
"Mrs Brown",52,"Last Appearance",6
"Mrs Chick",59,"Last Appearance",16
"Mrs Chick",1,"First Appearance",16
"Mrs Dombey I",29,"Last Appearance",7
"Mrs Dombey I",1,"First Appearance",7
"Mrs Dombey II",10,"First Appearance",26
"Mrs Dombey II",61,"Last Appearance",26
"Mrs Miff",31,"First Appearance",2
"Mrs Miff",57,"Last Appearance",2
"Mrs Perch",13,"First Appearance",11
"Mrs Perch",59,"Last Appearance",11
"Mrs Polly Toodle",59,"Last Appearance",17
"Mrs Polly Toodle",2,"First Appearance",17
"Mrs Skewton",21,"First Appearance",15
"Mrs Skewton",47,"Last Appearance",15
"Mrs Wickam",8,"First Appearance",6
"Mrs Wickam",58,"Last Appearance",6
"Old Glubb",12,"First Appearance",2
"Old Glubb",14,"Last Appearance",2
"Paul Dombey",62,"Last Appearance",31
"Paul Dombey",1,"First Appearance",31
"Reverend Feeder",60,"Last Appearance",1
"Reverend Feeder",60,"First Appearance",1
"Reverend Melchisedech",15,"First Appearance",3
"Reverend Melchisedech",60,"Last Appearance",3
"Robin Toodle",2,"First Appearance",15
"Robin Toodle",59,"Last Appearance",15
"Sir Barnet Skettles",60,"Last Appearance",3
"Sir Barnet Skettles",14,"First Appearance",3
"Solomon Gills",62,"Last Appearance",15
"Solomon Gills",4,"First Appearance",15
"Susan Nipper",3,"First Appearance",24
"Susan Nipper",62,"Last Appearance",24
"The Game Chicken",22,"First Appearance",1
"The Game Chicken",22,"Last Appearance",1
"The Native",20,"First Appearance",6
"The Native",59,"Last Appearance",6
"Towlinson",59,"Last Appearance",14
"Towlinson",5,"First Appearance",14
"Tozer",12,"First Appearance",4
"Tozer",60,"Last Appearance",4
"Walter Gay",4,"First Appearance",28
