"source" "target" "tag"
2 3 "Edwin Drood"
2 3 "John Jasper"
3 4 "John Jasper"
2 4 "The Dean"
4 5 "Durdles"
4 5 "John Jasper"
4 5 "Thomas Sapsea"
5 6 "John Jasper"
3 6 "Miss Twinkleton"
2 6 "Mr Tope"
2 6 "Septimus Crisparkle"
5 6 "Thomas Sapsea"
3 7 "Edwin Drood"
6 7 "Helena Landless"
6 7 "John Jasper"
6 7 "Luke Honeythunder"
6 7 "Miss Twinkleton"
6 7 "Mr Tope"
6 7 "Mrs Crisparkle"
3 7 "Mrs Tisher"
6 7 "Neville Landless"
3 7 "Rosa Bud"
6 7 "Septimus Crisparkle"
7 8 "Edwin Drood"
7 8 "Helena Landless"
7 8 "John Jasper"
7 8 "Mrs Crisparkle"
7 8 "Neville Landless"
7 8 "Rosa Bud"
7 8 "Septimus Crisparkle"
8 9 "Edwin Drood"
8 9 "Helena Landless"
8 9 "John Jasper"
7 9 "Miss Twinkleton"
7 9 "Mrs Tisher"
8 9 "Neville Landless"
8 9 "Rosa Bud"
8 9 "Septimus Crisparkle"
9 10 "Edwin Drood"
9 10 "Helena Landless"
9 10 "John Jasper"
8 10 "Mrs Crisparkle"
9 10 "Neville Landless"
9 10 "Rosa Bud"
9 10 "Septimus Crisparkle"
10 11 "Edwin Drood"
9 11 "Hiram Grewgious"
10 11 "John Jasper"
10 11 "Rosa Bud"
5 12 "Deputy"
5 12 "Durdles"
11 12 "John Jasper"
7 12 "Mr Tope"
10 12 "Neville Landless"
10 12 "Septimus Crisparkle"
4 12 "The Dean"
6 12 "Thomas Sapsea"
11 13 "Edwin Drood"
10 13 "Helena Landless"
11 13 "Hiram Grewgious"
12 13 "John Jasper"
9 13 "Miss Ferdinand"
9 13 "Miss Giggles"
9 13 "Miss Twinkleton"
9 13 "Mrs Tisher"
11 13 "Rosa Bud"
12 13 "Septimus Crisparkle"
12 13 "Thomas Sapsea"
12 14 "Durdles"
13 14 "Edwin Drood"
13 14 "Helena Landless"
13 14 "Hiram Grewgious"
13 14 "John Jasper"
13 14 "Miss Twinkleton"
12 14 "Mr Tope"
2 14 "Mrs Tope"
12 14 "Neville Landless"
13 14 "Rosa Bud"
13 14 "Septimus Crisparkle"
12 14 "The Dean"
13 14 "Thomas Sapsea"
14 15 "Edwin Drood"
14 15 "Helena Landless"
14 15 "Hiram Grewgious"
6 15 "Joe"
14 15 "John Jasper"
14 15 "Neville Landless"
14 15 "Rosa Bud"
14 15 "Septimus Crisparkle"
14 15 "Thomas Sapsea"
15 16 "Edwin Drood"
15 16 "Hiram Grewgious"
15 16 "John Jasper"
14 16 "Mr Tope"
10 16 "Mrs Crisparkle"
14 16 "Mrs Tope"
15 16 "Neville Landless"
15 16 "Septimus Crisparkle"
14 16 "The Dean"
15 16 "Thomas Sapsea"
16 17 "Edwin Drood"
15 17 "Helena Landless"
16 17 "Hiram Grewgious"
16 17 "John Jasper"
7 17 "Luke Honeythunder"
16 17 "Mrs Crisparkle"
16 17 "Neville Landless"
16 17 "Septimus Crisparkle"
12 18 "Deputy"
14 18 "Durdles"
17 18 "John Jasper"
16 18 "Mr Tope"
16 18 "Mrs Tope"
16 18 "The Dean"
16 18 "Thomas Sapsea"
17 19 "Helena Landless"
18 19 "John Jasper"
14 19 "Miss Twinkleton"
13 19 "Mrs Tisher"
17 19 "Neville Landless"
15 19 "Rosa Bud"
17 19 "Septimus Crisparkle"
18 19 "Thomas Sapsea"
11 20 "Bazzard"
19 20 "Helena Landless"
17 20 "Hiram Grewgious"
15 20 "Joe"
19 20 "John Jasper"
19 20 "Miss Twinkleton"
19 20 "Neville Landless"
19 20 "Rosa Bud"
19 20 "Septimus Crisparkle"
20 21 "Helena Landless"
20 21 "Hiram Grewgious"
17 21 "Lieutenant Tartar"
20 21 "Miss Twinkleton"
20 21 "Neville Landless"
20 21 "Rosa Bud"
20 21 "Septimus Crisparkle"
20 22 "Bazzard"
21 22 "Helena Landless"
21 22 "Hiram Grewgious"
20 22 "John Jasper"
21 22 "Lieutenant Tartar"
21 22 "Miss Twinkleton"
21 22 "Neville Landless"
21 22 "Rosa Bud"
21 22 "Septimus Crisparkle"
18 23 "Deputy"
18 23 "Dick Datchery"
18 23 "Durdles"
17 23 "Edwin Drood"
22 23 "Helena Landless"
22 23 "Hiram Grewgious"
1 23 "Jack Chinaman"
22 23 "John Jasper"
18 23 "Mr Tope"
18 23 "Mrs Tope"
22 23 "Neville Landless"
22 23 "Rosa Bud"
22 23 "Septimus Crisparkle"
18 23 "The Dean"
