"ShannonWiener";"Pielou";"Richness"
1.6094379124341;1;5
3.0904599236162;0.985637258686632;23
3.05985576013579;0.962808033934649;24
3.22590471774132;0.94846148451544;30
3.27085092313426;0.935462276467215;33
3.34814905198146;0.927229345274609;37
3.46584079333737;0.921472053261987;43
3.43344108962678;0.912857860261355;43
3.40680433074604;0.905775876303734;43
3.46997502030912;0.901257660555121;47
3.46237811739634;0.894393783128386;48
3.4851710306161;0.890887151169672;50
3.53687241231115;0.886659954270177;54
3.56236513082554;0.884982333102663;56
3.60466081857047;0.880399967269519;60
3.64972797991468;0.877574076202768;64
3.68506210910202;0.873339348232857;68
3.72030303746877;0.869907290851294;72
3.72009537704167;0.8643213558539;74
3.8168480488387;0.868561204031773;81
3.83294316433771;0.86979518078381;82
3.83927550954845;0.868842271154664;83
3.83075864382671;0.866914872889446;83
3.87387505136482;0.863040516600366;89
3.91509686434959;0.863764131435738;93
3.92351637833548;0.861577172973705;95
3.92432764436046;0.85977832534692;96
3.92134433787669;0.855261101876713;98
3.92634212119849;0.856351138686145;98
3.92310132870218;0.851890629501335;100
3.94804884456699;0.85006816400766;104
4.00191520663683;0.849748283920481;111
4.05458326763156;0.849895473458526;118
4.11251210398496;0.851749146335035;125
4.16265187465865;0.848607277405937;135
4.19384969110431;0.851153595711504;138
4.21644514127003;0.850805545121442;142
4.21987558049307;0.850293711546652;143
4.22119735657212;0.849367391111504;144
4.24308401130197;0.847947550168661;149
4.25786101161933;0.846419551966312;153
4.2789309176862;0.846266396534777;157
4.28212071031035;0.845835126526018;158
4.27595818070333;0.844617859577581;158
4.2746534870047;0.844360147141544;158
4.28862945711385;0.846066385558319;159
4.28191588436776;0.843698371771033;160
4.27829781390664;0.842985475899317;160
4.29088361579439;0.843400956573415;162
4.28339033237312;0.841928103200718;162
4.27848105053473;0.840963152069592;162
4.27316466596104;0.839918182260005;162
4.27110401955501;0.838498915568836;163
4.26286797362785;0.83688202318062;163
4.27613863491124;0.836492341521413;166
4.26610118004253;0.834528828445038;166
4.2484468959651;0.831075321745034;166
