"root_node_id" "tag"
"1" "Clara Copperfield"
"1" "Clara Peggotty"
"1" "David Copperfield"
"1" "Ham Peggotty"
"1" "Miss Betsey Trotwood"
"1" "Mr Chillip"
"2" "Mr Murdstone"
"2" "Mr Passnidge"
"2" "Mr Quinion"
"2" "Mrs Grayper"
"3" "Daniel Peggotty"
"3" "Little Emily"
"3" "Mr Gummidge"
"3" "Mrs Gummidge"
"4" "Jane Murdstone"
"4" "Tom Jones"
"5" "Barkis"
"5" "George Demple"
"5" "James Steerforth"
"5" "Miss Creakle"
"5" "Mr Creakle"
"5" "Mr Mell"
"5" "Mrs Creakle"
"5" "Mrs Fibbitson"
"5" "Tommy Traddles"
"5" "Topsawyer"
"6" "Mr Sharp"
"6" "Mrs Mell"
"6" "Tungay"
"9" "Minnie Joram"
"9" "Mr Grayper"
"9" "Mr Joram"
"9" "Mr Omer"
"11" "Captain Hopkins"
"11" "Clickett"
"11" "Gregory"
"11" "Mealy Potatoes"
"11" "Mick Walker"
"11" "Miss Micawber"
"11" "Mr Micawber"
"11" "Mrs Micawber"
"11" "Tipp"
"13" "Charley Pyegrave"
"13" "Janet"
"13" "Mr Dick"
"13" "Mr Dolloby"
"15" "Agnes Wickfield"
"15" "Mr Wickfield"
"15" "Uriah"
"16" "Adams"
"16" "Annie Strong"
"16" "Doctor Strong"
"16" "Jack Maldon"
"16" "Mrs Markleham"
"17" "Mrs Heep"
"18" "Captain Bailey"
"18" "Miss Larkins"
"18" "Miss Shepherd"
"18" "Misses Nettingall"
"18" "Mr Chestle"
"18" "Mr Larkins"
"19" "William"
"20" "Mrs Steerforth"
"20" "Rosa Dartle"
"21" "Littimer"
"22" "Lady Mithers"
"22" "Martha Endell"
"22" "Miss Mowcher"
"22" "Mithers"
"23" "Mr Jorkins"
"23" "Mr Spenlow"
"23" "Mrs Crupp"
"24" "Grainger"
"24" "Markham"
"25" "Mr Gulpidge"
"25" "Mr Henry Spiker"
"25" "Mr Waterbrook"
"25" "Mrs Gulpidge"
"25" "Mrs Henry Spiker"
"25" "Mrs Waterbrook"
"26" "Mr Tiffey"
"27" "Yawler"
"33" "Julia Mills"
"33" "Miss Kitt"
"33" "Mr Mills"
"34" "Sarah Crewler"
"34" "Sophy Crewler"
"38" "Clarissa Spenlow"
"38" "Lavinia Spenlow"
"41" "Mrs Crewler"
"41" "Reverend Crewler"
"44" "Mary Anne Paragon"
"59" "Caroline Crewler"
"59" "Louisa Crewler"
"59" "Mrs Chillip"
