"","V1","V2"
"1","Clara Copperfield","David Copperfield"
"2","Clara Copperfield","Miss Betsey Trotwood"
"3","David Copperfield","Miss Betsey Trotwood"
"4","Clara Copperfield","Clara Peggotty"
"5","Clara Peggotty","Miss Betsey Trotwood"
"6","Clara Copperfield","Ham Peggotty"
"7","Clara Copperfield","Mr Chillip"
"8","Clara Peggotty","Ham Peggotty"
"9","Clara Peggotty","Mr Chillip"
"10","Ham Peggotty","Miss Betsey Trotwood"
"11","Ham Peggotty","Mr Chillip"
"12","Miss Betsey Trotwood","Mr Chillip"
"13","Clara Peggotty","David Copperfield"
"14","David Copperfield","Mr Chillip"
"15","Clara Copperfield","Mr Murdstone"
"16","Clara Peggotty","Mr Murdstone"
"17","David Copperfield","Mr Murdstone"
"18","Clara Copperfield","Mr Passnidge"
"19","Clara Copperfield","Mr Quinion"
"20","David Copperfield","Mr Passnidge"
"21","David Copperfield","Mr Quinion"
"22","Mr Murdstone","Mr Passnidge"
"23","Mr Murdstone","Mr Quinion"
"24","Mr Passnidge","Mr Quinion"
"25","Clara Copperfield","Mrs Grayper"
"26","Clara Peggotty","Mrs Grayper"
"27","David Copperfield","Ham Peggotty"
"28","David Copperfield","Mrs Grayper"
"29","Ham Peggotty","Mr Murdstone"
"30","Ham Peggotty","Mrs Grayper"
"31","Mr Murdstone","Mrs Grayper"
"32","Clara Copperfield","Daniel Peggotty"
"33","Clara Copperfield","Little Emily"
"34","Clara Peggotty","Daniel Peggotty"
"35","Clara Peggotty","Little Emily"
"36","Daniel Peggotty","Ham Peggotty"
"37","Daniel Peggotty","Little Emily"
"38","Ham Peggotty","Little Emily"
"39","Clara Copperfield","Mrs Gummidge"
"40","Clara Peggotty","Mrs Gummidge"
"41","Daniel Peggotty","Mrs Gummidge"
"42","Ham Peggotty","Mrs Gummidge"
"43","Little Emily","Mrs Gummidge"
"44","Daniel Peggotty","David Copperfield"
"45","David Copperfield","Little Emily"
"46","David Copperfield","Mrs Gummidge"
"47","Clara Copperfield","Mr Gummidge"
"48","Clara Peggotty","Mr Gummidge"
"49","Daniel Peggotty","Mr Gummidge"
"50","David Copperfield","Mr Gummidge"
"51","Ham Peggotty","Mr Gummidge"
"52","Little Emily","Mr Gummidge"
"53","Mr Gummidge","Mrs Gummidge"
"54","Little Emily","Mr Murdstone"
"55","Mr Gummidge","Mr Murdstone"
"56","Mr Murdstone","Mrs Gummidge"
"57","Clara Copperfield","Jane Murdstone"
"58","Clara Peggotty","Jane Murdstone"
"59","Jane Murdstone","Mrs Gummidge"
"60","Jane Murdstone","Mr Murdstone"
"61","Clara Copperfield","Tom Jones"
"62","David Copperfield","Jane Murdstone"
"63","David Copperfield","Tom Jones"
"64","Jane Murdstone","Tom Jones"
"65","Mr Murdstone","Tom Jones"
"66","Daniel Peggotty","Jane Murdstone"
"67","Daniel Peggotty","Mr Murdstone"
"68","Ham Peggotty","Jane Murdstone"
"69","Jane Murdstone","Little Emily"
"70","Barkis","Clara Copperfield"
"71","Barkis","Clara Peggotty"
"72","Barkis","David Copperfield"
"73","Barkis","Daniel Peggotty"
"74","Barkis","Little Emily"
"75","Barkis","Topsawyer"
"76","Daniel Peggotty","Topsawyer"
"77","Little Emily","Topsawyer"
"78","Clara Peggotty","George Demple"
"79","Clara Peggotty","Mrs Fibbitson"
"80","Mr Murdstone","Mrs Fibbitson"
"81","David Copperfield","Mr Mell"
"82","David Copperfield","Mrs Fibbitson"
"83","Mr Mell","Mrs Fibbitson"
"84","Clara Copperfield","George Demple"
"85","Clara Copperfield","Miss Creakle"
"86","Clara Copperfield","Mr Creakle"
"87","Clara Copperfield","Mr Mell"
"88","Clara Copperfield","Mrs Creakle"
"89","Clara Copperfield","Tommy Traddles"
"90","Clara Peggotty","Miss Creakle"
"91","Clara Peggotty","Mr Creakle"
"92","Clara Peggotty","Mr Mell"
"93","Clara Peggotty","Mrs Creakle"
"94","Clara Peggotty","Tommy Traddles"
"95","David Copperfield","George Demple"
"96","David Copperfield","Miss Creakle"
"97","David Copperfield","Mr Creakle"
"98","David Copperfield","Mrs Creakle"
"99","David Copperfield","Tommy Traddles"
"100","George Demple","Miss Creakle"
"101","George Demple","Mr Creakle"
"102","George Demple","Mr Mell"
"103","George Demple","Mrs Creakle"
"104","George Demple","Tommy Traddles"
"105","Miss Creakle","Mr Creakle"
"106","Miss Creakle","Mr Mell"
"107","Miss Creakle","Mrs Creakle"
"108","Miss Creakle","Tommy Traddles"
"109","Mr Creakle","Mr Mell"
"110","Mr Creakle","Mrs Creakle"
"111","Mr Creakle","Tommy Traddles"
"112","Mr Mell","Mrs Creakle"
"113","Mr Mell","Tommy Traddles"
"114","Mrs Creakle","Tommy Traddles"
"115","Clara Peggotty","James Steerforth"
"116","James Steerforth","Jane Murdstone"
"117","James Steerforth","Mr Creakle"
"118","James Steerforth","Mr Mell"
"119","James Steerforth","Mr Murdstone"
"120","Jane Murdstone","Mr Creakle"
"121","Jane Murdstone","Mr Mell"
"122","Mr Creakle","Mr Murdstone"
"123","Mr Mell","Mr Murdstone"
"124","Clara Copperfield","James Steerforth"
"125","Clara Copperfield","Mr Sharp"
"126","Clara Peggotty","Mr Sharp"
"127","David Copperfield","James Steerforth"
"128","David Copperfield","Mr Sharp"
"129","James Steerforth","Mr Sharp"
"130","James Steerforth","Tommy Traddles"
"131","Mr Creakle","Mr Sharp"
"132","Mr Mell","Mr Sharp"
"133","Mr Sharp","Tommy Traddles"
"134","David Copperfield","Mrs Mell"
"135","David Copperfield","Tungay"
"136","James Steerforth","Miss Creakle"
"137","James Steerforth","Mrs Creakle"
"138","James Steerforth","Mrs Mell"
"139","James Steerforth","Tungay"
"140","Miss Creakle","Mr Sharp"
"141","Miss Creakle","Mrs Mell"
"142","Miss Creakle","Tungay"
"143","Mr Creakle","Mrs Mell"
"144","Mr Creakle","Tungay"
"145","Mr Mell","Mrs Mell"
"146","Mr Mell","Tungay"
"147","Mr Sharp","Mrs Creakle"
"148","Mr Sharp","Mrs Mell"
"149","Mr Sharp","Tungay"
"150","Mrs Creakle","Mrs Mell"
"151","Mrs Creakle","Tungay"
"152","Mrs Mell","Tommy Traddles"
"153","Mrs Mell","Tungay"
"154","Tommy Traddles","Tungay"
"155","James Steerforth","Little Emily"
"156","Little Emily","Miss Creakle"
"157","Little Emily","Mr Creakle"
"158","Little Emily","Mr Mell"
"159","Little Emily","Mr Sharp"
"160","Little Emily","Tommy Traddles"
"161","Clara Peggotty","Tungay"
"162","Daniel Peggotty","James Steerforth"
"163","Daniel Peggotty","Mr Creakle"
"164","Daniel Peggotty","Mr Mell"
"165","Daniel Peggotty","Tommy Traddles"
"166","Daniel Peggotty","Tungay"
"167","Ham Peggotty","James Steerforth"
"168","Ham Peggotty","Mr Creakle"
"169","Ham Peggotty","Mr Mell"
"170","Ham Peggotty","Tommy Traddles"
"171","Ham Peggotty","Tungay"
"172","James Steerforth","Mrs Gummidge"
