"Character","Node","Type","Appearances"
"Abel Magwitch",1,"First Appearance",46
"Abel Magwitch",202,"Last Appearance",46
"Avenger",3,"First Appearance",8
"Avenger",143,"Last Appearance",8
"Bentley Drummle",35,"First Appearance",18
"Bentley Drummle",171,"Last Appearance",18
"Biddy",212,"Last Appearance",33
"Biddy",19,"First Appearance",33
"Black Bill",112,"First Appearance",1
"Black Bill",112,"Last Appearance",1
"Camilla",34,"First Appearance",9
"Camilla",205,"Last Appearance",9
"Clara Barley",107,"First Appearance",12
"Clara Barley",212,"Last Appearance",12
"Compeyson",198,"Last Appearance",18
"Compeyson",15,"First Appearance",18
"Dunstable",82,"Last Appearance",2
"Dunstable",11,"First Appearance",2
"Estella",25,"First Appearance",68
"Estella",213,"Last Appearance",68
"Flopson",80,"First Appearance",4
"Flopson",117,"Last Appearance",4
"Georiana Pocket",205,"Last Appearance",4
"Georiana Pocket",37,"First Appearance",4
"Herbert Pocket",212,"Last Appearance",80
"Herbert Pocket",38,"First Appearance",80
"Jack",167,"First Appearance",3
"Jack",194,"Last Appearance",3
"Joe Gargery",1,"First Appearance",80
"Joe Gargery",212,"Last Appearance",80
"John Wemmick",71,"First Appearance",43
"John Wemmick",199,"Last Appearance",43
"Mary Anne",161,"Last Appearance",1
"Mary Anne",161,"First Appearance",1
"Mike",70,"First Appearance",3
"Mike",181,"Last Appearance",3
"Millers",80,"First Appearance",5
"Millers",117,"Last Appearance",5
"Miss Havisham",22,"First Appearance",78
"Miss Havisham",205,"Last Appearance",78
"Miss Skiffins",199,"Last Appearance",6
"Miss Skiffins",128,"First Appearance",6
"Molly",170,"Last Appearance",2
"Molly",92,"First Appearance",2
"Mr Camilla",34,"First Appearance",5
"Mr Camilla",88,"Last Appearance",5
"Mr Clarriker",130,"First Appearance",5
"Mr Clarriker",210,"Last Appearance",5
"Mr Havisham",154,"Last Appearance",4
"Mr Havisham",77,"First Appearance",4
"Mr Hubble",122,"Last Appearance",7
"Mr Hubble",9,"First Appearance",7
"Mr Jaggers",59,"First Appearance",49
"Mr Jaggers",200,"Last Appearance",49
"Mr Pocket",37,"First Appearance",20
"Mr Pocket",204,"Last Appearance",20
"Mr Trabb",65,"First Appearance",8
"Mr Trabb",189,"Last Appearance",8
"Mr Wopsle",168,"Last Appearance",30
"Mr Wopsle",9,"First Appearance",30
"Mrs Brandley",132,"First Appearance",3
"Mrs Brandley",155,"Last Appearance",3
"Mrs Coiler",82,"First Appearance",1
"Mrs Coiler",82,"Last Appearance",1
"Mrs Hubble",9,"First Appearance",6
"Mrs Hubble",122,"Last Appearance",6
"Mrs Joe Gargery",208,"Last Appearance",46
"Mrs Joe Gargery",1,"First Appearance",46
"Mrs Pocket",118,"Last Appearance",9
"Mrs Pocket",80,"First Appearance",9
"Old Barley",163,"First Appearance",7
"Old Barley",210,"Last Appearance",7
"Orlick Dolge",48,"First Appearance",18
"Orlick Dolge",205,"Last Appearance",18
"Pip",212,"Last Appearance",106
"Pip",1,"First Appearance",106
"Sarah Pocket",205,"Last Appearance",11
"Sarah Pocket",35,"First Appearance",11
"Skiffins",129,"First Appearance",3
"Skiffins",182,"Last Appearance",3
"Sophia",83,"First Appearance",1
"Sophia",83,"Last Appearance",1
"Startop",81,"First Appearance",15
"Startop",196,"Last Appearance",15
"The Aged",199,"Last Appearance",12
"The Aged",89,"First Appearance",12
"Trabb's Boy",65,"First Appearance",6
"Trabb's Boy",189,"Last Appearance",6
"Uncle Pumblechook",9,"First Appearance",35
"Uncle Pumblechook",209,"Last Appearance",35
"William Potkins",208,"First Appearance",2
"William Potkins",209,"Last Appearance",2
