"Character","Node","Type","Appearances"
"ColonelCampbell",39,"First Appearance",26
"ColonelCampbell",186,"Last Appearance",26
"DrHughes",123,"First Appearance",1
"DrHughes",123,"Last Appearance",1
"ElizabethMartin",9,"First Appearance",8
"ElizabethMartin",186,"Last Appearance",8
"EmmaWoodhouse",187,"Last Appearance",171
"EmmaWoodhouse",1,"First Appearance",171
"FarmerMitchell",3,"Last Appearance",1
"FarmerMitchell",3,"First Appearance",1
"FrankChurchill",5,"First Appearance",87
"FrankChurchill",186,"Last Appearance",87
"Hannah",2,"First Appearance",1
"Hannah",2,"Last Appearance",1
"Harriet Smith",187,"Last Appearance",103
"Harriet Smith",7,"First Appearance",103
"Harry",176,"Last Appearance",1
"Harry",176,"First Appearance",1
"HenryKnightley",16,"First Appearance",11
"HenryKnightley",182,"Last Appearance",11
"JohnKnightley",14,"First Appearance",34
"JohnKnightley",187,"Last Appearance",34
"JohnSaunders",89,"Last Appearance",1
"JohnSaunders",89,"First Appearance",1
"LitteIsabellaKnightley",38,"Last Appearance",2
"LitteIsabellaKnightley",16,"First Appearance",2
"LittleEmmaKnightley",37,"First Appearance",1
"LittleEmmaKnightley",37,"Last Appearance",1
"LittleGeorgeKnightley",16,"First Appearance",1
"LittleGeorgeKnightley",16,"Last Appearance",1
"LittleJohnKnightley",29,"First Appearance",6
"LittleJohnKnightley",182,"Last Appearance",6
"LiutenantFairfax",62,"Last Appearance",1
"LiutenantFairfax",62,"First Appearance",1
"Miss Martin",186,"Last Appearance",7
"Miss Martin",9,"First Appearance",7
"MissBates",6,"First Appearance",57
"MissBates",180,"Last Appearance",57
"MissBickerton",127,"First Appearance",2
"MissBickerton",128,"Last Appearance",2
"MissCaroline Otway",123,"Last Appearance",1
"MissCaroline Otway",123,"First Appearance",1
"MissGilbert",94,"Last Appearance",1
"MissGilbert",94,"First Appearance",1
"MissJaneFairfax",32,"First Appearance",88
"MissJaneFairfax",186,"Last Appearance",88
"MissNash",10,"First Appearance",8
"MissNash",88,"Last Appearance",8
"MissOtway",126,"Last Appearance",2
"MissOtway",123,"First Appearance",2
"MissPrince",10,"Last Appearance",1
"MissPrince",10,"First Appearance",1
"MissRichardson",10,"First Appearance",1
"MissRichardson",10,"Last Appearance",1
"Mr. Wingfield",34,"First Appearance",4
"Mr. Wingfield",174,"Last Appearance",4
"MrBragge",117,"First Appearance",2
"MrBragge",146,"Last Appearance",2
"MrCole",175,"Last Appearance",18
"MrCole",28,"First Appearance",18
"MrCoxe",84,"Last Appearance",2
"MrCoxe",81,"First Appearance",2
"MrGeorgeKnightley",187,"Last Appearance",100
"MrGeorgeKnightley",2,"First Appearance",100
"MrGeorgeOtway",123,"First Appearance",2
"MrGeorgeOtway",125,"Last Appearance",2
"MrGraham",39,"Last Appearance",1
"MrGraham",39,"First Appearance",1
"MrOtway",123,"Last Appearance",1
"MrOtway",123,"First Appearance",1
"MrPerry",185,"Last Appearance",25
"MrPerry",6,"First Appearance",25
"MrPhillipElton",4,"First Appearance",74
"MrPhillipElton",187,"Last Appearance",74
"MrsBates",175,"Last Appearance",35
"MrsBates",7,"First Appearance",35
"MrsBird",105,"Last Appearance",1
"MrsBird",105,"First Appearance",1
"MrsBragge",175,"Last Appearance",4
"MrsBragge",114,"First Appearance",4
"MrsBrown",69,"First Appearance",1
"MrsBrown",69,"Last Appearance",1
"MrsCampbell",39,"First Appearance",20
"MrsCampbell",186,"Last Appearance",20
"MrsChurchill",5,"First Appearance",24
"MrsChurchill",185,"Last Appearance",24
"MrsCole",180,"Last Appearance",16
"MrsCole",58,"First Appearance",16
"MrsElton",187,"Last Appearance",45
"MrsElton",66,"First Appearance",45
"MrsFordEM",89,"First Appearance",1
"MrsFordEM",89,"Last Appearance",1
"MrsGilbert",94,"First Appearance",2
"MrsGilbert",124,"Last Appearance",2
"MrsGoddard",183,"Last Appearance",31
"MrsGoddard",7,"First Appearance",31
"MrsHodges",176,"Last Appearance",5
"MrsHodges",90,"First Appearance",5
"MrsHughes",123,"First Appearance",1
"MrsHughes",123,"Last Appearance",1
"MrsIsabellaKnightley",1,"First Appearance",31
"MrsIsabellaKnightley",186,"Last Appearance",31
"MrsJamesCooper",105,"Last Appearance",1
"MrsJamesCooper",105,"First Appearance",1
"MrsMartin",186,"Last Appearance",8
"MrsMartin",9,"First Appearance",8
"MrsPartridge",105,"First Appearance",2
"MrsPartridge",114,"Last Appearance",2
"MrsPerry",6,"First Appearance",8
"MrsPerry",180,"Last Appearance",8
"MrsSmallridge",146,"First Appearance",3
"MrsSmallridge",172,"Last Appearance",3
"MrsStokes",123,"Last Appearance",3
"MrsStokes",95,"First Appearance",3
"MrsSuckling",146,"Last Appearance",3
"MrsSuckling",135,"First Appearance",3
"MrSuckling",103,"First Appearance",9
"MrSuckling",146,"Last Appearance",9
"MrsWeston",1,"First Appearance",92
"MrsWeston",185,"Last Appearance",92
"MrWeston",185,"Last Appearance",73
"MrWeston",1,"First Appearance",73
"MrWoodhouse",178,"Last Appearance",14
"MrWoodhouse",2,"First Appearance",14
"OldJohnAbdy",147,"First Appearance",1
"OldJohnAbdy",147,"Last Appearance",1
"OldMrChurchill",5,"First Appearance",17
"OldMrChurchill",186,"Last Appearance",17
"Patty",174,"Last Appearance",7
"Patty",66,"First Appearance",7
"RobertMartin",187,"Last Appearance",25
"RobertMartin",9,"First Appearance",25
"Serle",8,"First Appearance",3
"Serle",80,"Last Appearance",3
"WilliamCox",88,"First Appearance",3
"WilliamCox",125,"Last Appearance",3
"WilliamLarkins",90,"First Appearance",7
