"node_id" "tags" "dpub"
"1" "CatherineMorland, GeorgeMorland, HarrietMorland, JamesMorland, LittleRichardMorland, MrRichardMorland, SarahMoreland" "1"
"2" "CatherineMorland, GeorgeMorland, HarrietMorland, JamesMorland, LittleRichardMorland, MrAllen, MrRichardMorland" "2"
"3" "CatherineMorland, JamesMorland, MrAllen, MrsAllen, SarahMoreland" "3"
"4" "CatherineMorland, GeorgeParry, MrAllen, MrsAllen" "4"
"5" "" "5"
"6" "MrHenryTilney, MrKing, MrsAllen" "6"
"7" "CatherineMorland, MrAllen, MrHenryTilney, MrsAllen" "7"
"8" "AnneThorpe, CatherineMorland, EdwardThorpe, IsabellaThorpe, JamesMorland, JohnThorpe, MariaThorpe, MrHenryTilney, MrsAllen, MrsThorpe, WilliamThorpe" "8"
"9" "CatherineMorland, IsabellaThorpe, MrAllen, MrsThorpe" "9"
"10" "AnneThorpe, IsabellaThorpe, JohnThorpe, MariaThorpe, MrAllen, MrHenryTilney, MrsAllen, MrsThorpe" "10"
"11" "" "11"
"12" "" "12"
"13" "CaptainHunt, IsabellaThorpe, JamesMorland, MissAndrews, MrHenryTilney" "13"
"14" "IsabellaThorpe, MissAndrews" "14"
"15" "CatherineMorland, IsabellaThorpe, JamesMorland, JohnThorpe" "15"
"16" "CatherineMorland, Freeman, IsabellaThorpe, Jackson, JamesMorland, JohnThorpe, MrsThorpe" "16"
"17" "AnneThorpe, CatherineMorland, IsabellaThorpe, JamesMorland, JohnThorpe, MariaThorpe, MrAllen, MrsAllen, MrsThorpe" "17"
"18" "AnneThorpe, IsabellaThorpe, JamesMorland, JohnThorpe, MariaThorpe, MrAllen, MrHenryTilney, MrsAllen, MrsThorpe" "18"
"19" "CatherineMorland, EleanorTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MrHenryTilney, MrsAllen, MrsHughes, MrsThorpe" "19"
"20" "CatherineMorland, EleanorTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MrHenryTilney, MrsAllen, MrsThorpe" "20"
"21" "CatherineMorland, EleanorTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MrsAllen" "21"
"22" "JamesMorland, JohnThorpe, MrAllen" "22"
"23" "EleanorTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MrsAllen, MrsHughes, MrsThorpe" "23"
"24" "EleanorTilney, JohnThorpe, MrDrummond, MrHenryTilney, MrsAllen, MrsHughes, MrsTilney" "24"
"25" "AnneThorpe, EleanorTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MariaThorpe, MrAllen, MrsAllen, MrsHughes, MrsThorpe" "25"
"26" "AnneThorpe, EleanorTilney, IsabellaThorpe, JohnThorpe, MrHenryTilney, MrsHughes, MrsThorpe" "26"
"27" "" "27"
"28" "EleanorTilney, GeneralTilney, IsabellaThorpe, JamesMorland, MrAllen, MrHenryTilney, MrsAllen" "28"
"29" "CatherineMorland, EleanorTilney, JamesMorland, JohnThorpe, MrAllen, MrsAllen" "29"
"30" "EleanorTilney, IsabellaThorpe, JohnThorpe, MrHenryTilney, MrsAllen" "30"
"31" "EleanorTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MrAllen, MrHenryTilney" "31"
"32" "" "32"
"33" "EleanorTilney, GeneralTilney, IsabellaThorpe, MrHenryTilney, MrsAllen" "33"
"34" "EleanorTilney, GeneralTilney, JohnThorpe, MrAllen, MrHenryTilney, MrsAllen" "34"
"35" "" "35"
"36" "EleanorTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MrHenryTilney" "36"
"37" "EleanorTilney, GeneralTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MrHenryTilney" "37"
"38" "EleanorTilney, GeneralTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MrAllen, MrsAllen, MrsThorpe, William" "38"
"39" "EleanorTilney, IsabellaThorpe, MrAllen, MrHenryTilney" "39"
"40" "CatherineMorland, EleanorTilney, MrAllen, MrHenryTilney" "40"
"41" "EleanorTilney, MrAllen, MrHenryTilney" "41"
"42" "CaptainFrederickTilney, CatherineMorland, EleanorTilney, GeorgeMorland, IsabellaThorpe, JamesMorland, MrHenryTilney, MrsAllen" "42"
"43" "AnneThorpe, Emily, IsabellaThorpe, JamesMorland, JohnThorpe, MariaThorpe, MrsAllen, Sophia" "43"
"44" "AnneThorpe, IsabellaThorpe, JamesMorland, JohnThorpe, MariaThorpe, MissAndrews" "44"
"45" "AnneThorpe, IsabellaThorpe, JamesMorland, MariaThorpe, MrsThorpe" "45"
"46" "CatherineMorland, EleanorTilney, IsabellaThorpe, JamesMorland, JohnThorpe" "46"
"47" "IsabellaThorpe, JamesMorland, MrAllen, MrsAllen" "47"
"48" "CaptainFrederickTilney, CharlesHodges, EleanorTilney, GeneralTilney, IsabellaThorpe, JohnThorpe, MrHenryTilney" "48"
"49" "CaptainFrederickTilney, IsabellaThorpe, MrHenryTilney, MrsHughes" "49"
"50" "IsabellaThorpe, JamesMorland, MrsThorpe" "50"
"51" "CatherineMorland, EleanorTilney, GeneralCourteney, GeneralTilney, JamesMorland, MarquisofLongtown, MrAllen, MrHenryTilney, MrRichardMorland, MrsAllen" "51"
"52" "EleanorTilney, IsabellaThorpe, MrHenryTilney" "52"
"53" "IsabellaThorpe, JamesMorland, JohnThorpe, MrHenryTilney, MrsAllen" "53"
"54" "CaptainFrederickTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MrHenryTilney, MrsAllen" "54"
"55" "IsabellaThorpe" "55"
"56" "CaptainFrederickTilney, IsabellaThorpe, JamesMorland, MrHenryTilney" "56"
"57" "AnneThorpe, CaptainFrederickTilney, CatherineMorland, IsabellaThorpe, JamesMorland, JohnThorpe, MariaThorpe, MrHenryTilney, MrsThorpe" "57"
"58" "CaptainFrederickTilney, CatherineMorland, EleanorTilney, GeneralTilney, IsabellaThorpe, MrAllen, MrHenryTilney, MrsAllen" "58"
"59" "Dorothy, EleanorTilney, MrHenryTilney, William" "59"
"60" "Dorothy, MrHenryTilney" "60"
"61" "EleanorTilney" "61"
"62" "CatherineMorland, EleanorTilney, GeneralTilney, MrHenryTilney" "62"
"63" "EleanorTilney, GeneralTilney, MrAllen, MrHenryTilney" "63"
"64" "MrHenryTilney" "64"
"65" "EleanorTilney, MrHenryTilney, MrsAllen" "65"
"66" "CaptainFrederickTilney, CatherineMorland, EleanorTilney, MrAllen, MrHenryTilney" "66"
"67" "CatherineMorland, EleanorTilney, MrAllen, MrHenryTilney, MrsAllen, MrsTilney" "67"
"68" "EleanorTilney, MrAllen" "68"
"69" "CatherineMorland, EleanorTilney, MrHenryTilney, MrsAllen" "69"
"70" "CatherineMorland, EleanorTilney, MrHenryTilney" "70"
"71" "MrsTilney" "71"
"72" "EleanorTilney, MrHenryTilney, MrsTilney" "72"
"73" "EleanorTilney, MrHenryTilney, MrsTilney" "73"
"74" "CaptainFrederickTilney, CatherineMorland, EleanorTilney, IsabellaThorpe" "74"
"75" "EleanorTilney, IsabellaThorpe, JamesMorland, MrHenryTilney, MrsAllen" "75"
"76" "CaptainFrederickTilney, EleanorTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MrHenryTilney, MrRichardMorland" "76"
"77" "CaptainFrederickTilney, EleanorTilney, IsabellaThorpe, JamesMorland, MrHenryTilney" "77"
"78" "CaptainFrederickTilney, CatherineMorland, EleanorTilney, IsabellaThorpe, MrHenryTilney" "78"
"79" "CaptainFrederickTilney, EleanorTilney, IsabellaThorpe, MrHenryTilney" "79"
"80" "MrHenryTilney" "80"
"81" "AnneMitchell, CaptainFrederickTilney, CharlesHodges, EleanorTilney, IsabellaThorpe, JamesMorland, MrHenryTilney" "81"
"82" "CaptainFrederickTilney, IsabellaThorpe, MrHenryTilney" "82"
"83" "CaptainFrederickTilney, CatherineMorland, EleanorTilney, IsabellaThorpe, JamesMorland, MrHenryTilney, MrRichardMorland" "83"
"84" "CaptainFrederickTilney, EleanorTilney, MarquisofLongtown" "84"
"85" "EleanorTilney, GeneralTilney, MrAllen, MrHenryTilney, MrsAllen" "85"
"86" "EleanorTilney, LadyAliceLongtown, MarquisofLongtown" "86"
"87" "EleanorTilney, MrHenryTilney" "87"
"88" "EleanorTilney, GeneralTilney, GeorgeMorland, HarrietMorland, JamesMorland, MrRichardMorland, SarahMoreland" "88"
"89" "EleanorTilney, GeneralTilney, IsabellaThorpe, JamesMorland, MrAllen, MrHenryTilney, MrsAllen, MrsThorpe" "89"
"90" "EleanorTilney, JamesMorland, MrHenryTilney, MrsAllen" "90"
"91" "CatherineMorland, GeneralTilney, JamesMorland, LittleRichardMorland, MrAllen, MrHenryTilney, MrsAllen" "91"
"92" "CatherineMorland, GeneralTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MrAllen, MrHenryTilney, MrsAllen, SarahMoreland" "92"
"93" "CatherineMorland, EleanorTilney, GeneralTilney, IsabellaThorpe, JamesMorland, JohnThorpe, MrAllen, MrHenryTilney, MrsAllen" "93"
"94" "EleanorTilney, JamesMorland, JohnThorpe, MrHenryTilney, MrRichardMorland, TheViscount" "94"
"95" "EleanorTilney, JamesMorland, MrHenryTilney" "95"
